county_name,fips,total_births,morbidity_births,morbidity_rate,state
"Hamilton County, OH",39061,10820,315.0,0.02911275415896488,OH
"Lake County, OH",39085,2163,47.0,0.021729079981507166,OH
"Licking County, OH",39089,2075,34.0,0.0163855421686747,OH
"Lorain County, OH",39093,3295,57.0,0.017298937784522003,OH
"Lucas County, OH",39095,5627,92.0,0.016349742313843965,OH
"Mahoning County, OH",39099,2506,27.0,0.01077414205905826,OH
"Medina County, OH",39103,1816,32.0,0.01762114537444934,OH
"Miami County, OH",39109,1227,15.0,0.012224938875305624,OH
"Montgomery County, OH",39113,6631,61.0,0.009199215804554366,OH
"Portage County, OH",39133,1441,27.0,0.018736988202637056,OH
"Richland County, OH",39139,1328,12.0,0.009036144578313253,OH
"Stark County, OH",39151,4236,43.0,0.010151085930122757,OH
"Summit County, OH",39153,5996,95.0,0.015843895930620414,OH
"Trumbull County, OH",39155,2101,30.0,0.014278914802475012,OH
"Warren County, OH",39165,2400,70.0,0.029166666666666667,OH
"Wayne County, OH",39169,1487,17.0,0.011432414256893073,OH
"Wood County, OH",39173,1365,34.0,0.02490842490842491,OH
"Unidentified Counties, OH",39999,30573,492.0,0.016092630752624865,OH
"Canadian County, OK",40017,1781,0.0,0.0,OK
"Cleveland County, OK",40027,3016,27.0,0.008952254641909815,OK
"Comanche County, OK",40031,1757,19.0,0.010813887307911212,OK
"Oklahoma County, OK",40109,12197,137.0,0.011232270230384521,OK
"Tulsa County, OK",40143,9639,62.0,0.006432202510633883,OK
"Unidentified Counties, OK",40999,24202,244.0,0.010081811420543757,OK
"Clackamas County, OR",41005,4199,64.0,0.015241724220052393,OR
"Deschutes County, OR",41017,1806,16.0,0.008859357696566999,OR
"Douglas County, OR",41019,1087,0.0,0.0,OR
"Jackson County, OR",41029,2294,25.0,0.010897994768962511,OR
"Lane County, OR",41039,3554,38.0,0.010692177827799663,OR
"Linn County, OR",41043,1521,22.0,0.014464168310322156,OR
"Marion County, OR",41047,4539,70.0,0.015421899096717338,OR
"Multnomah County, OR",41051,9081,175.0,0.019271005395881512,OR
"Washington County, OR",41067,6983,126.0,0.018043820707432337,OR
"Unidentified Counties, OR",41999,10471,188.0,0.01795435010982714,OR
"Adams County, PA",42001,922,20.0,0.021691973969631236,PA
"Allegheny County, PA",42003,13164,334.0,0.025372227286539047,PA
"Beaver County, PA",42007,1676,67.0,0.03997613365155131,PA
"Berks County, PA",42011,4786,130.0,0.027162557459256165,PA
"Blair County, PA",42013,1270,10.0,0.007874015748031496,PA
"Bucks County, PA",42017,5958,36.0,0.006042296072507553,PA
"Butler County, PA",42019,1833,36.0,0.019639934533551555,PA
"Cambria County, PA",42021,1357,13.0,0.009579955784819455,PA
"Centre County, PA",42027,1208,28.0,0.023178807947019868,PA
"Chester County, PA",42029,5325,78.0,0.014647887323943662,PA
"Cumberland County, PA",42041,2683,33.0,0.012299664554603056,PA
"Dauphin County, PA",42043,3437,17.0,0.004946173988943846,PA
"Delaware County, PA",42045,6575,133.0,0.020228136882129277,PA
"Erie County, PA",42049,3064,36.0,0.01174934725848564,PA
"Fayette County, PA",42051,1351,32.0,0.023686158401184307,PA
"Franklin County, PA",42055,1875,40.0,0.021333333333333333,PA
"Lackawanna County, PA",42069,2246,11.0,0.004897595725734639,PA
"Lancaster County, PA",42071,7000,245.0,0.035,PA
"Lebanon County, PA",42075,1592,28.0,0.017587939698492462,PA
"Lehigh County, PA",42077,4253,24.0,0.005643075476134493,PA
"Luzerne County, PA",42079,3193,32.0,0.010021922956467273,PA
"Lycoming County, PA",42081,1222,16.0,0.01309328968903437,PA
"Mercer County, PA",42085,1165,32.0,0.027467811158798282,PA
"Monroe County, PA",42089,1477,37.0,0.025050778605280974,PA
"Montgomery County, PA",42091,8695,316.0,0.036342725704427835,PA
"Northampton County, PA",42095,2831,20.0,0.007064641469445425,PA
"Philadelphia County, PA",42101,21506,328.0,0.01525155770482656,PA
"Schuylkill County, PA",42107,1367,105.0,0.07681053401609364,PA
"Washington County, PA",42125,2044,28.0,0.0136986301369863,PA
"Westmoreland County, PA",42129,2939,67.0,0.02279686968356584,PA
"York County, PA",42133,4974,54.0,0.010856453558504222,PA
"Unidentified Counties, PA",42999,16421,478.0,0.02910906765726813,PA
"Kent County, RI",44003,1565,20.0,0.012779552715654952,RI
"Providence County, RI",44007,7275,139.0,0.019106529209621994,RI
"Washington County, RI",44009,929,13.0,0.013993541442411194,RI
"Unidentified Counties, RI",44999,1029,0.0,0.0,RI
"Aiken County, SC",45003,1965,22.0,0.011195928753180661,SC
"Anderson County, SC",45007,2318,64.0,0.027610008628127698,SC
"Beaufort County, SC",45013,1958,0.0,0.0,SC
"Berkeley County, SC",45015,2754,47.0,0.017066085693536674,SC
"Charleston County, SC",45019,5015,85.0,0.01694915254237288,SC
"Dorchester County, SC",45035,1800,27.0,0.015,SC
"Florence County, SC",45041,1657,0.0,0.0,SC
"Greenville County, SC",45045,6298,89.0,0.014131470308034296,SC
"Horry County, SC",45051,3118,45.0,0.014432328415651058,SC
"Lexington County, SC",45063,3264,47.0,0.014399509803921568,SC
"Pickens County, SC",45077,1225,19.0,0.015510204081632653,SC
"Richland County, SC",45079,4810,55.0,0.011434511434511435,SC
"Spartanburg County, SC",45083,3690,14.0,0.003794037940379404,SC
"Sumter County, SC",45085,1375,0.0,0.0,SC
"York County, SC",45091,3011,36.0,0.01195616074393889,SC
"Unidentified Counties, SC",45999,13084,154.0,0.011770100886579028,SC
"Minnehaha County, SD",46099,2937,32.0,0.010895471569628872,SD
"Pennington County, SD",46103,1471,10.0,0.006798096532970768,SD
"Unidentified Counties, SD",46999,7867,122.0,0.015507817465361637,SD
"Blount County, TN",47009,1229,12.0,0.009764035801464606,TN
"Davidson County, TN",47037,10023,89.0,0.008879576972962187,TN
"Hamilton County, TN",47065,4293,76.0,0.017703237829023992,TN
"Knox County, TN",47093,5272,48.0,0.009104704097116844,TN
"Montgomery County, TN",47125,3443,21.0,0.006099331977926227,TN
"Rutherford County, TN",47149,4130,43.0,0.010411622276029056,TN
"Shelby County, TN",47157,13234,93.0,0.007027353785703491,TN
"Sullivan County, TN",47163,1492,13.0,0.00871313672922252,TN
"Sumner County, TN",47165,2053,36.0,0.01753531417437896,TN
"Washington County, TN",47179,1292,0.0,0.0,TN
"Williamson County, TN",47187,2270,0.0,0.0,TN
"Wilson County, TN",47189,1527,16.0,0.010478061558611657,TN
"Unidentified Counties, TN",47999,30549,273.0,0.008936462732004321,TN
"Bell County, TX",48027,6140,34.0,0.005537459283387622,TX
"Bexar County, TX",48029,27968,186.0,0.00665045766590389,TX
"Brazoria County, TX",48039,4800,21.0,0.004375,TX
"Brazos County, TX",48041,2771,31.0,0.011187297004691447,TX
"Cameron County, TX",48061,6893,33.0,0.004787465544755549,TX
"Collin County, TX",48085,11086,74.0,0.006675085693667689,TX
"Comal County, TX",48091,1448,21.0,0.014502762430939226,TX
"Dallas County, TX",48113,40379,740.0,0.018326357760221897,TX
"Denton County, TX",48121,10195,61.0,0.0059833251593918585,TX
"Ector County, TX",48135,2814,0.0,0.0,TX
"Ellis County, TX",48139,2244,26.0,0.011586452762923352,TX
"El Paso County, TX",48141,13073,126.0,0.009638185573319054,TX
"Fort Bend County, TX",48157,9976,37.0,0.0037089013632718524,TX
"Galveston County, TX",48167,4167,31.0,0.007439404847612191,TX
"Grayson County, TX",48181,1543,0.0,0.0,TX
"Gregg County, TX",48183,1743,0.0,0.0,TX
"Guadalupe County, TX",48187,1847,13.0,0.007038440714672442,TX
"Harris County, TX",48201,72420,291.0,0.004018227009113504,TX
"Hays County, TX",48209,2502,24.0,0.009592326139088728,TX
"Hidalgo County, TX",48215,14982,216.0,0.014417300760913096,TX
"Jefferson County, TX",48245,3578,23.0,0.006428172163219676,TX
"Johnson County, TX",48251,2100,16.0,0.007619047619047619,TX
"Kaufman County, TX",48257,1663,19.0,0.011425135297654841,TX
"Lubbock County, TX",48303,4273,116.0,0.02714720336999766,TX
"McLennan County, TX",48309,3376,47.0,0.013921800947867298,TX
"Midland County, TX",48329,2904,19.0,0.0065426997245179065,TX
"Montgomery County, TX",48339,7347,33.0,0.00449162923642303,TX
"Nueces County, TX",48355,4738,15.0,0.0031658927817644574,TX
"Parker County, TX",48367,1538,0.0,0.0,TX
"Potter County, TX",48375,1886,24.0,0.012725344644750796,TX
"Randall County, TX",48381,1640,21.0,0.012804878048780487,TX
"Smith County, TX",48423,3160,22.0,0.006962025316455696,TX
"Tarrant County, TX",48439,28745,245.0,0.00852322142981388,TX
"Taylor County, TX",48441,2037,22.0,0.010800196367206676,TX
"Tom Green County, TX",48451,1556,17.0,0.010925449871465296,TX
"Travis County, TX",48453,15992,114.0,0.0071285642821410705,TX
"Webb County, TX",48479,5189,0.0,0.0,TX
"Wichita County, TX",48485,1631,0.0,0.0,TX
"Williamson County, TX",48491,6535,47.0,0.007192042846212701,TX
"Unidentified Counties, TX",48999,59168,657.0,0.011103975121687398,TX
"Cache County, UT",49005,2286,34.0,0.014873140857392825,UT
"Davis County, UT",49011,5698,115.0,0.020182520182520182,UT
"Salt Lake County, UT",49035,17612,339.0,0.01924823983647513,UT
"Utah County, UT",49049,11971,184.0,0.015370478656753821,UT
"Washington County, UT",49053,2210,13.0,0.0058823529411764705,UT
"Weber County, UT",49057,3876,54.0,0.01393188854489164,UT
"Unidentified Counties, UT",49999,6811,103.0,0.015122595800910292,UT
"Chittenden County, VT",50007,1552,52.0,0.03350515463917526,VT
"Unidentified Counties, VT",50999,4204,69.0,0.016412940057088488,VT
"Arlington County, VA",51013,3225,0.0,0.0,VA
"Chesterfield County, VA",51041,3885,17.0,0.004375804375804376,VA
"Fairfax County, VA",51059,14525,32.0,0.0022030981067125647,VA
"Henrico County, VA",51087,3903,37.0,0.009479887266205482,VA
"Loudoun County, VA",51107,5335,24.0,0.004498594189315839,VA
"Prince William County, VA",51153,6845,49.0,0.007158509861212564,VA
"Spotsylvania County, VA",51177,1542,11.0,0.007133592736705577,VA
"Stafford County, VA",51179,1711,0.0,0.0,VA
"Alexandria city, VA",51510,2823,0.0,0.0,VA
"Chesapeake city, VA",51550,2877,23.0,0.007994438651372959,VA
"Hampton city, VA",51650,1727,0.0,0.0,VA
"Newport News city, VA",51700,2814,13.0,0.004619758351101635,VA
"Norfolk city, VA",51710,3547,40.0,0.01127713560755568,VA
"Richmond city, VA",51760,3028,30.0,0.009907529722589167,VA
"Virginia Beach city, VA",51810,5925,39.0,0.006582278481012658,VA
"Unidentified Counties, VA",51999,38748,252.0,0.006503561474140601,VA
"Benton County, WA",53005,2759,145.0,0.05255527364987314,WA
"Clark County, WA",53011,5665,92.0,0.01624007060900265,WA
"Cowlitz County, WA",53015,1285,16.0,0.012451361867704281,WA
"King County, WA",53033,26022,561.0,0.02155868111597879,WA
"Kitsap County, WA",53035,3147,37.0,0.011757229107086114,WA
"Pierce County, WA",53053,11756,134.0,0.01139843484178292,WA
"Skagit County, WA",53057,1515,15.0,0.009900990099009901,WA
"Snohomish County, WA",53061,10041,120.0,0.011951000896325068,WA
"Spokane County, WA",53063,6145,119.0,0.0193653376729048,WA
"Thurston County, WA",53067,3205,49.0,0.015288611544461778,WA
"Whatcom County, WA",53073,2279,10.0,0.004387889425186486,WA
"Yakima County, WA",53077,3935,48.0,0.012198221092757306,WA
"Unidentified Counties, WA",53999,12751,264.0,0.020704258489530232,WA
"Berkeley County, WV",54003,1393,20.0,0.014357501794687724,WV
"Kanawha County, WV",54039,1968,32.0,0.016260162601626018,WV
"Unidentified Counties, WV",54999,15718,213.0,0.013551342409975823,WV
"Brown County, WI",55009,3336,35.0,0.010491606714628298,WI
"Dane County, WI",55025,6052,153.0,0.025280898876404494,WI
"Fond du Lac County, WI",55039,1031,27.0,0.026188166828322017,WI
"Kenosha County, WI",55059,1936,44.0,0.022727272727272728,WI
"La Crosse County, WI",55063,1188,16.0,0.013468013468013467,WI
"Marathon County, WI",55073,1635,10.0,0.0061162079510703364,WI
"Milwaukee County, WI",55079,13658,225.0,0.016473861473129302,WI
"Outagamie County, WI",55087,2319,36.0,0.015523932729624839,WI
"Racine County, WI",55101,2417,43.0,0.01779064956557716,WI
"Rock County, WI",55105,2003,43.0,0.021467798302546182,WI
"Sheboygan County, WI",55117,1257,14.0,0.011137629276054098,WI
"Walworth County, WI",55127,967,26.0,0.02688728024819028,WI
"Washington County, WI",55131,1331,23.0,0.01728024042073629,WI
"Waukesha County, WI",55133,4008,51.0,0.012724550898203593,WI
"Winnebago County, WI",55139,1905,32.0,0.01679790026246719,WI
"Unidentified Counties, WI",55999,21572,361.0,0.016734656035601706,WI
"Unidentified Counties, WY",56999,7386,107.0,0.014486867045762252,WY
