Month,County,Plan Type,Plan Category,Plan,Plan Name Raw,Enrollees,Suppressed
2007-01-01,Alameda,PACE,PACE,OnLok Senior Hlth dba OnLok Lifeways,OnLok Senior Hlth dba OnLok Lifeways/Alameda,85.0,False
2007-01-01,Alameda,Special Project,Medical,Cntr Elders Indep,Cntr Elders Indep/Alameda,372.0,False
2007-01-01,Alameda,Two-Plan,Medical,Alameda Alliance for Hlth,Alameda Alliance for Hlth,73072.0,False
2007-01-01,Alameda,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Alameda,27670.0,False
2007-01-01,Contra Costa,Special Project,Medical,Center for Elders Independence,Center for Elders Independence,26.0,False
2007-01-01,Contra Costa,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/CC,10421.0,False
2007-01-01,Contra Costa,Two-Plan,Medical,Contra Costa Hlth Plan,Contra Costa Hlth Plan,43233.0,False
2007-01-01,Fresno,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Fresno,143766.0,False
2007-01-01,Fresno,Two-Plan,Medical,Health Net Community Solutions,Health Net /Fresno,26584.0,False
2007-01-01,Kern,Two-Plan,Medical,Health Net Community Solutions,Health Net/Kern,21626.0,False
2007-01-01,Kern,Two-Plan,Medical,Kern Hlth Systems,Kern Hlth Systems,91896.0,False
2007-01-01,Los Angeles,Dental,Dental,Access Dental Plan,Access Dental Plan/LA,61119.0,False
2007-01-01,Los Angeles,Dental,Dental,American Health Guard - Dental,American Health Guard - Dental/LA,15430.0,False
2007-01-01,Los Angeles,Dental,Dental,Care1st Health Plan Dental,Care1st Health Plan Dental,15820.0,False
2007-01-01,Los Angeles,Dental,Dental,Community Dental Svcs Inc (LA),Community Dental Svcs Inc (LA),5202.0,False
2007-01-01,Los Angeles,Dental,Dental,Health Net of California,Health Net of California,30568.0,False
2007-01-01,Los Angeles,Dental,Dental,Liberty Dental Plan of CA (LA),Liberty Dental Plan of CA (LA),5549.0,False
2007-01-01,Los Angeles,Dental,Dental,Safeguard Dental Inc.,Safeguard Dental Inc.,28905.0,False
2007-01-01,Los Angeles,Dental,Dental,Western Dental Svcs,Western Dental Svcs/LA,53277.0,False
2007-01-01,Los Angeles,Primary Care Case Mgmt,Medical,AIDS Healthcare Foundation,AIDS HlthCare Found/ LA,802.0,False
2007-01-01,Los Angeles,SCAN,Medical,SCAN Health Plan,SCAN (Nurs hm cert) / LA + SCAN Hlth Plan / LA,3858.0,False
2007-01-01,Los Angeles,Special Project,Medical,AltaMed Health Sr. Buena Care,AltaMed Hlth Sr. Buena Care/LA,396.0,False
2007-01-01,Los Angeles,Two-Plan,Medical,Health Net Community Solutions,Health Net / LA,440576.0,False
2007-01-01,Los Angeles,Two-Plan,Medical,L.A. Care Health Plan,LA CARE,737412.0,False
2007-01-01,Marin,Prepaid Health Plan,Medical,Kaiser,Kaiser/Marin,598.0,False
2007-01-01,Monterey,COHS,Medical,Central California Alliance for Health,Central California Alliance for Health/Monterey,53819.0,False
2007-01-01,Napa,COHS,Medical,Partnership HP of CA,Partnership HP of CA/Napa,10788.0,False
2007-01-01,Orange,COHS,Medical,CalOPTIMA,CalOPTIMA / Orange,293311.0,False
2007-01-01,Riverside,Dental,Dental,Safeguard Dental Inc.,Safeguard Dental Inc.,129.0,False
2007-01-01,Riverside,Dental,Dental,Western Dental Svcs (Riverside),Western Dental Svcs (Riverside),266.0,False
2007-01-01,Riverside,SCAN,Medical,SCAN Health Plan,SCAN (Nurs hm cert)/Rvrsd + SCAN Hlth Plan/Rvrsd,1079.0,False
2007-01-01,Riverside,Two-Plan,Medical,Inland Emp Hlth Plan,Inland Emp Hlth Plan/Rvrsd,120010.0,False
2007-01-01,Riverside,Two-Plan,Medical,Molina Healthcare of California,Molina Healthcare of California/Riverside,33277.0,False
2007-01-01,Sacramento,Dental,Dental,Access Dental Plan,Access Dental Plan/Sacto,50974.0,False
2007-01-01,Sacramento,Dental,Dental,Community Dental Svcs.,Community Dental Svcs./Sacto,13220.0,False
2007-01-01,Sacramento,Dental,Dental,Liberty Dental Plan of CA,Liberty Dental Plan of CA/Sacto,25018.0,False
2007-01-01,Sacramento,Dental,Dental,Western Dental Svcs,Western Dental Svcs/Sacto,74173.0,False
2007-01-01,Sacramento,Geographic Managed Care,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Sac,82233.0,False
2007-01-01,Sacramento,Geographic Managed Care,Medical,Care 1st Healthplan,Care 1st Healthplan,4300.0,False
2007-01-01,Sacramento,Geographic Managed Care,Medical,Health Net Community Solutions,Health Net/Sac,27891.0,False
2007-01-01,Sacramento,Geographic Managed Care,Medical,Kaiser Foundation,Kaiser Foundation/Sac,19657.0,False
2007-01-01,Sacramento,Geographic Managed Care,Medical,Molina Healthcare of California,Molina Healthcare of California/Sacramento,15986.0,False
2007-01-01,Sacramento,Geographic Managed Care,Medical,Western Hlth Adv,Western Hlth Adv/Sac,12260.0,False
2007-01-01,Sacramento,Special Project,Medical,Sutter SeniorCare,Sutter SeniorCare/Sac,188.0,False
2007-01-01,San Bernardino,Dental,Dental,Care1st Health Plan Dental,Care1st Health Plan Dental,208.0,False
2007-01-01,San Bernardino,Dental,Dental,Safeguard Dental Inc.,Safeguard Dental Inc.,772.0,False
2007-01-01,San Bernardino,Dental,Dental,Western Dental Svcs (San Bernardino),Western Dental Svcs (San Bernardino),569.0,False
2007-01-01,San Bernardino,SCAN,Medical,SCAN Health Plan,SCAN (Nurs hm cert)/S Ber + SCAN Hlth Plan/San Bern,510.0,False
2007-01-01,San Bernardino,Two-Plan,Medical,Inland Emp Hlth Plan,Inland Emp Hlth Plan/S Ber,131480.0,False
2007-01-01,San Bernardino,Two-Plan,Medical,Molina Healthcare of California,Molina Healthcare of California/San Bernardino,50319.0,False
2007-01-01,San Diego ,Geographic Managed Care,Medical,Blue Cross San Diego GMC,Blue Cross San Diego GMC,25608.0,False
2007-01-01,San Diego ,Geographic Managed Care,Medical,Care 1st Healthplan (SD),Care 1st Healthplan (SD),2627.0,False
2007-01-01,San Diego ,Geographic Managed Care,Medical,Comm Hlth Grp,Comm Hlth Grp/San Diego,70093.0,False
2007-01-01,San Diego ,Geographic Managed Care,Medical,Health Net Community Solutions,Health Net/San Diego,15422.0,False
2007-01-01,San Diego ,Geographic Managed Care,Medical,Kaiser,Kaiser/San Diego,9663.0,False
2007-01-01,San Diego ,Geographic Managed Care,Medical,Molina Healthcare of California,Molina Healthcare of California/San Diego,45366.0,False
2007-01-01,San Francisco,PACE,PACE,OnLok Senior Hlth dba OnLok Lifeways,OnLok Senior Hlth dba OnLok Lifeways/San Fran,933.0,False
2007-01-01,San Francisco,Special Project,Medical,Family Mosaic Prj,Family Mosaic Prj / SF,136.0,False
2007-01-01,San Francisco,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/SF,12159.0,False
2007-01-01,San Francisco,Two-Plan,Medical,San Francisco Hlth Plan,San Francisco Hlth Plan,31385.0,False
2007-01-01,San Joaquin,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/San Joaquin,27219.0,False
2007-01-01,San Joaquin,Two-Plan,Medical,Hlth Plan of San Joaquin,Hlth Plan of San Joaquin,56367.0,False
2007-01-01,San Mateo,COHS,Medical,Health Plan of San Mateo,Hlth Plan of San Mateo,49791.0,False
2007-01-01,Santa Barbara,COHS,Medical,Santa Barbara Hlth Authrty,Santa Barbara Hlth Authrty,54248.0,False
2007-01-01,Santa Clara,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/SC,33035.0,False
2007-01-01,Santa Clara,Two-Plan,Medical,Santa Clara Family Hlth,Santa Clara Family Hlth,72569.0,False
2007-01-01,Santa Cruz,COHS,Medical,Central California Alliance for Health,Central California Alliance for Health/Santa Cruz,30653.0,False
2007-01-01,Solano,COHS,Medical,Partnership HP of CA,Partnership HP of CA/Solano,51874.0,False
2007-01-01,Sonoma,Prepaid Health Plan,Medical,Kaiser,Kaiser/Sonoma,1452.0,False
2007-01-01,Stanislaus,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Stanislaus,45381.0,False
2007-01-01,Stanislaus,Two-Plan,Medical,Health Net Community Solutions,Health Net/Stanislaus,13340.0,False
2007-01-01,Tulare,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Tulare,69603.0,False
2007-01-01,Tulare,Two-Plan,Medical,Health Net Community Solutions,Health Net/Tulare,15262.0,False
2007-01-01,Yolo,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Yolo,23515.0,False
2007-01-01,Yolo,Special Project,Medical,Sutter Senior Care,Sutter Senior Care / Yolo,,True
2007-02-01,Alameda,PACE,PACE,OnLok Senior Hlth dba OnLok Lifeways,OnLok Senior Hlth dba OnLok Lifeways/Alameda,83.0,False
2007-02-01,Alameda,Special Project,Medical,Cntr Elders Indep,Cntr Elders Indep/Alameda,367.0,False
2007-02-01,Alameda,Two-Plan,Medical,Alameda Alliance for Hlth,Alameda Alliance for Hlth,72877.0,False
2007-02-01,Alameda,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Alameda,27573.0,False
2007-02-01,Contra Costa,Special Project,Medical,Center for Elders Independence,Center for Elders Independence,25.0,False
2007-02-01,Contra Costa,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/CC,10264.0,False
2007-02-01,Contra Costa,Two-Plan,Medical,Contra Costa Hlth Plan,Contra Costa Hlth Plan,43200.0,False
2007-02-01,Fresno,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Fresno,143064.0,False
2007-02-01,Fresno,Two-Plan,Medical,Health Net Community Solutions,Health Net /Fresno,26547.0,False
2007-02-01,Kern,Two-Plan,Medical,Health Net Community Solutions,Health Net/Kern,21730.0,False
2007-02-01,Kern,Two-Plan,Medical,Kern Hlth Systems,Kern Hlth Systems,92458.0,False
2007-02-01,Los Angeles,Dental,Dental,Access Dental Plan,Access Dental Plan/LA,61129.0,False
2007-02-01,Los Angeles,Dental,Dental,American Health Guard - Dental,American Health Guard - Dental/LA,16152.0,False
2007-02-01,Los Angeles,Dental,Dental,Care1st Health Plan Dental,Care1st Health Plan Dental,15985.0,False
2007-02-01,Los Angeles,Dental,Dental,Community Dental Svcs Inc (LA),Community Dental Svcs Inc (LA),5210.0,False
2007-02-01,Los Angeles,Dental,Dental,Health Net of California,Health Net of California,30564.0,False
2007-02-01,Los Angeles,Dental,Dental,Liberty Dental Plan of CA (LA),Liberty Dental Plan of CA (LA),5790.0,False
2007-02-01,Los Angeles,Dental,Dental,Safeguard Dental Inc.,Safeguard Dental Inc.,28548.0,False
2007-02-01,Los Angeles,Dental,Dental,Western Dental Svcs,Western Dental Svcs/LA,53136.0,False
2007-02-01,Los Angeles,Primary Care Case Mgmt,Medical,AIDS Healthcare Foundation,AIDS HlthCare Found/ LA,805.0,False
2007-02-01,Los Angeles,SCAN,Medical,SCAN Health Plan,SCAN (Nurs hm cert) / LA + SCAN Hlth Plan / LA,3935.0,False
2007-02-01,Los Angeles,Special Project,Medical,AltaMed Health Sr. Buena Care,AltaMed Hlth Sr. Buena Care/LA,395.0,False
2007-02-01,Los Angeles,Two-Plan,Medical,Health Net Community Solutions,Health Net / LA,437428.0,False
2007-02-01,Los Angeles,Two-Plan,Medical,L.A. Care Health Plan,LA CARE,736943.0,False
2007-02-01,Marin,Prepaid Health Plan,Medical,Kaiser,Kaiser/Marin,603.0,False
2007-02-01,Monterey,COHS,Medical,Central California Alliance for Health,Central California Alliance for Health/Monterey,54575.0,False
2007-02-01,Napa,COHS,Medical,Partnership HP of CA,Partnership HP of CA/Napa,10873.0,False
2007-02-01,Orange,COHS,Medical,CalOPTIMA,CalOPTIMA / Orange,292974.0,False
2007-02-01,Riverside,Dental,Dental,Safeguard Dental Inc.,Safeguard Dental Inc.,126.0,False
2007-02-01,Riverside,Dental,Dental,Western Dental Svcs (Riverside),Western Dental Svcs (Riverside),256.0,False
2007-02-01,Riverside,SCAN,Medical,SCAN Health Plan,SCAN (Nurs hm cert)/Rvrsd + SCAN Hlth Plan/Rvrsd,1121.0,False
2007-02-01,Riverside,Two-Plan,Medical,Inland Emp Hlth Plan,Inland Emp Hlth Plan/Rvrsd,120623.0,False
2007-02-01,Riverside,Two-Plan,Medical,Molina Healthcare of California,Molina Healthcare of California/Riverside,33340.0,False
2007-02-01,Sacramento,Dental,Dental,Access Dental Plan,Access Dental Plan/Sacto,50779.0,False
2007-02-01,Sacramento,Dental,Dental,Community Dental Svcs.,Community Dental Svcs./Sacto,13169.0,False
2007-02-01,Sacramento,Dental,Dental,Liberty Dental Plan of CA,Liberty Dental Plan of CA/Sacto,25090.0,False
2007-02-01,Sacramento,Dental,Dental,Western Dental Svcs,Western Dental Svcs/Sacto,73949.0,False
2007-02-01,Sacramento,Geographic Managed Care,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Sac,81991.0,False
2007-02-01,Sacramento,Geographic Managed Care,Medical,Care 1st Healthplan,Care 1st Healthplan,4342.0,False
2007-02-01,Sacramento,Geographic Managed Care,Medical,Health Net Community Solutions,Health Net/Sac,27661.0,False
2007-02-01,Sacramento,Geographic Managed Care,Medical,Kaiser Foundation,Kaiser Foundation/Sac,19727.0,False
2007-02-01,Sacramento,Geographic Managed Care,Medical,Molina Healthcare of California,Molina Healthcare of California/Sacramento,15885.0,False
2007-02-01,Sacramento,Geographic Managed Care,Medical,Western Hlth Adv,Western Hlth Adv/Sac,12245.0,False
2007-02-01,Sacramento,Special Project,Medical,Sutter SeniorCare,Sutter SeniorCare/Sac,189.0,False
2007-02-01,San Bernardino,Dental,Dental,Care1st Health Plan Dental,Care1st Health Plan Dental,204.0,False
2007-02-01,San Bernardino,Dental,Dental,Safeguard Dental Inc.,Safeguard Dental Inc.,764.0,False
2007-02-01,San Bernardino,Dental,Dental,Western Dental Svcs (San Bernardino),Western Dental Svcs (San Bernardino),551.0,False
2007-02-01,San Bernardino,SCAN,Medical,SCAN Health Plan,SCAN (Nurs hm cert)/S Ber + SCAN Hlth Plan/San Bern,523.0,False
2007-02-01,San Bernardino,Two-Plan,Medical,Inland Emp Hlth Plan,Inland Emp Hlth Plan/S Ber,132550.0,False
2007-02-01,San Bernardino,Two-Plan,Medical,Molina Healthcare of California,Molina Healthcare of California/San Bernardino,50495.0,False
2007-02-01,San Diego ,Geographic Managed Care,Medical,Blue Cross San Diego GMC,Blue Cross San Diego GMC,25874.0,False
2007-02-01,San Diego ,Geographic Managed Care,Medical,Care 1st Healthplan (SD),Care 1st Healthplan (SD),2755.0,False
2007-02-01,San Diego ,Geographic Managed Care,Medical,Comm Hlth Grp,Comm Hlth Grp/San Diego,70000.0,False
2007-02-01,San Diego ,Geographic Managed Care,Medical,Health Net Community Solutions,Health Net/San Diego,15610.0,False
2007-02-01,San Diego ,Geographic Managed Care,Medical,Kaiser,Kaiser/San Diego,9691.0,False
2007-02-01,San Diego ,Geographic Managed Care,Medical,Molina Healthcare of California,Molina Healthcare of California/San Diego,44956.0,False
2007-02-01,San Francisco,PACE,PACE,OnLok Senior Hlth dba OnLok Lifeways,OnLok Senior Hlth dba OnLok Lifeways/San Fran,925.0,False
2007-02-01,San Francisco,Special Project,Medical,Family Mosaic Prj,Family Mosaic Prj / SF,132.0,False
2007-02-01,San Francisco,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/SF,12090.0,False
2007-02-01,San Francisco,Two-Plan,Medical,San Francisco Hlth Plan,San Francisco Hlth Plan,31531.0,False
2007-02-01,San Joaquin,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/San Joaquin,27086.0,False
2007-02-01,San Joaquin,Two-Plan,Medical,Hlth Plan of San Joaquin,Hlth Plan of San Joaquin,56681.0,False
2007-02-01,San Mateo,COHS,Medical,Health Plan of San Mateo,Hlth Plan of San Mateo,49763.0,False
2007-02-01,Santa Barbara,COHS,Medical,Santa Barbara Hlth Authrty,Santa Barbara Hlth Authrty,54163.0,False
2007-02-01,Santa Clara,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/SC,32929.0,False
2007-02-01,Santa Clara,Two-Plan,Medical,Santa Clara Family Hlth,Santa Clara Family Hlth,72582.0,False
2007-02-01,Santa Cruz,COHS,Medical,Central California Alliance for Health,Central California Alliance for Health/Santa Cruz,30654.0,False
2007-02-01,Solano,COHS,Medical,Partnership HP of CA,Partnership HP of CA/Solano,51787.0,False
2007-02-01,Sonoma,Prepaid Health Plan,Medical,Kaiser,Kaiser/Sonoma,1437.0,False
2007-02-01,Stanislaus,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Stanislaus,45266.0,False
2007-02-01,Stanislaus,Two-Plan,Medical,Health Net Community Solutions,Health Net/Stanislaus,13414.0,False
2007-02-01,Tulare,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Tulare,70276.0,False
2007-02-01,Tulare,Two-Plan,Medical,Health Net Community Solutions,Health Net/Tulare,15413.0,False
2007-02-01,Yolo,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Yolo,23562.0,False
2007-02-01,Yolo,Special Project,Medical,Sutter Senior Care,Sutter Senior Care / Yolo,,True
2007-03-01,Alameda,PACE,PACE,OnLok Senior Hlth dba OnLok Lifeways,OnLok Senior Hlth dba OnLok Lifeways/Alameda,85.0,False
2007-03-01,Alameda,Special Project,Medical,Cntr Elders Indep,Cntr Elders Indep/Alameda,367.0,False
2007-03-01,Alameda,Two-Plan,Medical,Alameda Alliance for Hlth,Alameda Alliance for Hlth,72837.0,False
2007-03-01,Alameda,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Alameda,27332.0,False
2007-03-01,Contra Costa,Special Project,Medical,Center for Elders Independence,Center for Elders Independence,21.0,False
2007-03-01,Contra Costa,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/CC,10101.0,False
2007-03-01,Contra Costa,Two-Plan,Medical,Contra Costa Hlth Plan,Contra Costa Hlth Plan,43143.0,False
2007-03-01,Fresno,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Fresno,141864.0,False
2007-03-01,Fresno,Two-Plan,Medical,Health Net Community Solutions,Health Net /Fresno,26862.0,False
2007-03-01,Kern,Two-Plan,Medical,Health Net Community Solutions,Health Net/Kern,21409.0,False
2007-03-01,Kern,Two-Plan,Medical,Kern Hlth Systems,Kern Hlth Systems,91286.0,False
2007-03-01,Los Angeles,Dental,Dental,Access Dental Plan,Access Dental Plan/LA,60855.0,False
2007-03-01,Los Angeles,Dental,Dental,American Health Guard - Dental,American Health Guard - Dental/LA,17305.0,False
2007-03-01,Los Angeles,Dental,Dental,Care1st Health Plan Dental,Care1st Health Plan Dental,16058.0,False
2007-03-01,Los Angeles,Dental,Dental,Community Dental Svcs Inc (LA),Community Dental Svcs Inc (LA),5188.0,False
2007-03-01,Los Angeles,Dental,Dental,Health Net of California,Health Net of California,30470.0,False
2007-03-01,Los Angeles,Dental,Dental,Liberty Dental Plan of CA (LA),Liberty Dental Plan of CA (LA),5810.0,False
2007-03-01,Los Angeles,Dental,Dental,Safeguard Dental Inc.,Safeguard Dental Inc.,28057.0,False
2007-03-01,Los Angeles,Dental,Dental,Western Dental Svcs,Western Dental Svcs/LA,52548.0,False
2007-03-01,Los Angeles,Primary Care Case Mgmt,Medical,AIDS Healthcare Foundation,AIDS HlthCare Found/ LA,818.0,False
2007-03-01,Los Angeles,SCAN,Medical,SCAN Health Plan,SCAN (Nurs hm cert) / LA + SCAN Hlth Plan / LA,3920.0,False
2007-03-01,Los Angeles,Special Project,Medical,AltaMed Health Sr. Buena Care,AltaMed Hlth Sr. Buena Care/LA,396.0,False
2007-03-01,Los Angeles,Two-Plan,Medical,Health Net Community Solutions,Health Net / LA,432018.0,False
2007-03-01,Los Angeles,Two-Plan,Medical,L.A. Care Health Plan,LA CARE,733807.0,False
2007-03-01,Marin,Prepaid Health Plan,Medical,Kaiser,Kaiser/Marin,601.0,False
2007-03-01,Monterey,COHS,Medical,Central California Alliance for Health,Central California Alliance for Health/Monterey,54405.0,False
2007-03-01,Napa,COHS,Medical,Partnership HP of CA,Partnership HP of CA/Napa,10770.0,False
2007-03-01,Orange,COHS,Medical,CalOPTIMA,CalOPTIMA / Orange,294687.0,False
2007-03-01,Riverside,Dental,Dental,Safeguard Dental Inc.,Safeguard Dental Inc.,125.0,False
2007-03-01,Riverside,Dental,Dental,Western Dental Svcs (Riverside),Western Dental Svcs (Riverside),251.0,False
2007-03-01,Riverside,SCAN,Medical,SCAN Health Plan,SCAN (Nurs hm cert)/Rvrsd + SCAN Hlth Plan/Rvrsd,1132.0,False
2007-03-01,Riverside,Two-Plan,Medical,Inland Emp Hlth Plan,Inland Emp Hlth Plan/Rvrsd,120962.0,False
2007-03-01,Riverside,Two-Plan,Medical,Molina Healthcare of California,Molina Healthcare of California/Riverside,33059.0,False
2007-03-01,Sacramento,Dental,Dental,Access Dental Plan,Access Dental Plan/Sacto,50562.0,False
2007-03-01,Sacramento,Dental,Dental,Community Dental Svcs.,Community Dental Svcs./Sacto,13050.0,False
2007-03-01,Sacramento,Dental,Dental,Liberty Dental Plan of CA,Liberty Dental Plan of CA/Sacto,25049.0,False
2007-03-01,Sacramento,Dental,Dental,Western Dental Svcs,Western Dental Svcs/Sacto,73821.0,False
2007-03-01,Sacramento,Geographic Managed Care,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Sac,81684.0,False
2007-03-01,Sacramento,Geographic Managed Care,Medical,Care 1st Healthplan,Care 1st Healthplan,4349.0,False
2007-03-01,Sacramento,Geographic Managed Care,Medical,Health Net Community Solutions,Health Net/Sac,27463.0,False
2007-03-01,Sacramento,Geographic Managed Care,Medical,Kaiser Foundation,Kaiser Foundation/Sac,19757.0,False
2007-03-01,Sacramento,Geographic Managed Care,Medical,Molina Healthcare of California,Molina Healthcare of California/Sacramento,15776.0,False
2007-03-01,Sacramento,Geographic Managed Care,Medical,Western Hlth Adv,Western Hlth Adv/Sac,12174.0,False
2007-03-01,Sacramento,Special Project,Medical,Sutter SeniorCare,Sutter SeniorCare/Sac,184.0,False
2007-03-01,San Bernardino,Dental,Dental,Care1st Health Plan Dental,Care1st Health Plan Dental,202.0,False
2007-03-01,San Bernardino,Dental,Dental,Safeguard Dental Inc.,Safeguard Dental Inc.,760.0,False
2007-03-01,San Bernardino,Dental,Dental,Western Dental Svcs (San Bernardino),Western Dental Svcs (San Bernardino),547.0,False
2007-03-01,San Bernardino,SCAN,Medical,SCAN Health Plan,SCAN (Nurs hm cert)/S Ber + SCAN Hlth Plan/San Bern,529.0,False
2007-03-01,San Bernardino,Two-Plan,Medical,Inland Emp Hlth Plan,Inland Emp Hlth Plan/S Ber,132904.0,False
2007-03-01,San Bernardino,Two-Plan,Medical,Molina Healthcare of California,Molina Healthcare of California/San Bernardino,49953.0,False
2007-03-01,San Diego ,Geographic Managed Care,Medical,Blue Cross San Diego GMC,Blue Cross San Diego GMC,26035.0,False
2007-03-01,San Diego ,Geographic Managed Care,Medical,Care 1st Healthplan (SD),Care 1st Healthplan (SD),2795.0,False
2007-03-01,San Diego ,Geographic Managed Care,Medical,Comm Hlth Grp,Comm Hlth Grp/San Diego,69566.0,False
2007-03-01,San Diego ,Geographic Managed Care,Medical,Health Net Community Solutions,Health Net/San Diego,15548.0,False
2007-03-01,San Diego ,Geographic Managed Care,Medical,Kaiser,Kaiser/San Diego,9700.0,False
2007-03-01,San Diego ,Geographic Managed Care,Medical,Molina Healthcare of California,Molina Healthcare of California/San Diego,44292.0,False
2007-03-01,San Francisco,PACE,PACE,OnLok Senior Hlth dba OnLok Lifeways,OnLok Senior Hlth dba OnLok Lifeways/San Fran,932.0,False
2007-03-01,San Francisco,Special Project,Medical,Family Mosaic Prj,Family Mosaic Prj / SF,133.0,False
2007-03-01,San Francisco,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/SF,12022.0,False
2007-03-01,San Francisco,Two-Plan,Medical,San Francisco Hlth Plan,San Francisco Hlth Plan,31537.0,False
2007-03-01,San Joaquin,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/San Joaquin,26945.0,False
2007-03-01,San Joaquin,Two-Plan,Medical,Hlth Plan of San Joaquin,Hlth Plan of San Joaquin,56696.0,False
2007-03-01,San Mateo,COHS,Medical,Health Plan of San Mateo,Hlth Plan of San Mateo,49777.0,False
2007-03-01,Santa Barbara,COHS,Medical,Santa Barbara Hlth Authrty,Santa Barbara Hlth Authrty,54100.0,False
2007-03-01,Santa Clara,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/SC,32665.0,False
2007-03-01,Santa Clara,Two-Plan,Medical,Santa Clara Family Hlth,Santa Clara Family Hlth,72727.0,False
2007-03-01,Santa Cruz,COHS,Medical,Central California Alliance for Health,Central California Alliance for Health/Santa Cruz,30774.0,False
2007-03-01,Solano,COHS,Medical,Partnership HP of CA,Partnership HP of CA/Solano,51895.0,False
2007-03-01,Sonoma,Prepaid Health Plan,Medical,Kaiser,Kaiser/Sonoma,1456.0,False
2007-03-01,Stanislaus,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Stanislaus,44909.0,False
2007-03-01,Stanislaus,Two-Plan,Medical,Health Net Community Solutions,Health Net/Stanislaus,13383.0,False
2007-03-01,Tulare,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Tulare,70793.0,False
2007-03-01,Tulare,Two-Plan,Medical,Health Net Community Solutions,Health Net/Tulare,15355.0,False
2007-03-01,Yolo,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Yolo,23590.0,False
2007-03-01,Yolo,Special Project,Medical,Sutter Senior Care,Sutter Senior Care / Yolo,,True
2007-04-01,Alameda,PACE,PACE,OnLok Senior Hlth dba OnLok Lifeways,OnLok Senior Hlth dba OnLok Lifeways/Alameda,81.0,False
2007-04-01,Alameda,Special Project,Medical,Cntr Elders Indep,Cntr Elders Indep/Alameda,369.0,False
2007-04-01,Alameda,Two-Plan,Medical,Alameda Alliance for Hlth,Alameda Alliance for Hlth,73091.0,False
2007-04-01,Alameda,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Alameda,27334.0,False
2007-04-01,Contra Costa,Special Project,Medical,Center for Elders Independence,Center for Elders Independence,20.0,False
2007-04-01,Contra Costa,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/CC,10246.0,False
2007-04-01,Contra Costa,Two-Plan,Medical,Contra Costa Hlth Plan,Contra Costa Hlth Plan,43816.0,False
2007-04-01,Fresno,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Fresno,142975.0,False
2007-04-01,Fresno,Two-Plan,Medical,Health Net Community Solutions,Health Net /Fresno,26688.0,False
2007-04-01,Kern,Two-Plan,Medical,Health Net Community Solutions,Health Net/Kern,21750.0,False
