Month,County,Plan Type,Plan Category,Plan,Plan Name Raw,Enrollees,Suppressed
2015-03-01,Monterey,COHS,Medical,Central California Alliance for Health,Central California Alliance for Health/Monterey,136871.0,False
2015-03-01,Napa,COHS,Medical,Partnership HP of CA,Partnership HP of CA/Napa,26610.0,False
2015-03-01,Nevada,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Nevada,10489.0,False
2015-03-01,Nevada,Regional,Medical,California Health & Wellness,California Health & Wellness/Nevada,6533.0,False
2015-03-01,Orange,COHS,Medical,CalOPTIMA,CalOPTIMA / Orange,729233.0,False
2015-03-01,Orange,PACE,PACE,CalOPTIMA PACE,CalOPTIMA PACE,80.0,False
2015-03-01,Placer,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Placer,28465.0,False
2015-03-01,Placer,Regional,Medical,California Health & Wellness,California Health & Wellness/Placer,10432.0,False
2015-03-01,Placer,Regional,Medical,Kaiser,Kaiser/Placer,3859.0,False
2015-03-01,Plumas,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Plumas,2048.0,False
2015-03-01,Plumas,Regional,Medical,California Health & Wellness,California Health & Wellness/Plumas,1925.0,False
2015-03-01,Riverside,Cal MediConnect,Duals (CMC/CCI),Inland Emp Hlth Plan,Inland Emp Hlth Plan/Rvrsd CCI,11559.0,False
2015-03-01,Riverside,Cal MediConnect,Duals (CMC/CCI),Molina Healthcare Riverside CCI,Molina Healthcare Riverside CCI,3706.0,False
2015-03-01,Riverside,PACE,PACE,InnovAge PACE,InnovAge PACE/Riverside,33.0,False
2015-03-01,Riverside,SCAN,Medical,SCAN Health Plan,SCAN (Nurs hm cert)/Rvrsd + SCAN Hlth Plan/Rvrsd,2063.0,False
2015-03-01,Riverside,Two-Plan,Medical,Inland Emp Hlth Plan,Inland Emp Hlth Plan/Rvrsd,511670.0,False
2015-03-01,Riverside,Two-Plan,Medical,Molina Healthcare of California,Molina Healthcare of California/Riverside,77038.0,False
2015-03-01,Sacramento,Dental,Dental,Access Dental Plan,Access Dental Plan/Sacto,128164.0,False
2015-03-01,Sacramento,Dental,Dental,Health Net of California Dental,Health Net of California Dental,114313.0,False
2015-03-01,Sacramento,Dental,Dental,Liberty Dental Plan of CA,Liberty Dental Plan of CA/Sacto,144026.0,False
2015-03-01,Sacramento,Geographic Managed Care,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Sac,153726.0,False
2015-03-01,Sacramento,Geographic Managed Care,Medical,Health Net Community Solutions,Health Net/Sac,122419.0,False
2015-03-01,Sacramento,Geographic Managed Care,Medical,Kaiser Foundation,Kaiser Foundation/Sac,67895.0,False
2015-03-01,Sacramento,Geographic Managed Care,Medical,Molina Healthcare of California,Molina Healthcare of California/Sacramento,54945.0,False
2015-03-01,Sacramento,Special Project,Medical,Sutter SeniorCare,Sutter SeniorCare/Sac,251.0,False
2015-03-01,San Benito,San Benito Model,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/San Benito,7088.0,False
2015-03-01,San Bernardino,Cal MediConnect,Duals (CMC/CCI),Inland Emp Hlth Plan,Inland Emp Hlth Plan/San Beranrdino CCI,11195.0,False
2015-03-01,San Bernardino,Cal MediConnect,Duals (CMC/CCI),Molina Healthcare San Bernardino CCI,Molina Healthcare San Bernardino CCI,3901.0,False
2015-03-01,San Bernardino,PACE,PACE,InnovAge PACE,InnovAge PACE/San Bernardino,98.0,False
2015-03-01,San Bernardino,SCAN,Medical,SCAN Health Plan,SCAN (Nurs hm cert)/S Ber + SCAN Hlth Plan/San Bern,1381.0,False
2015-03-01,San Bernardino,Two-Plan,Medical,Inland Emp Hlth Plan,Inland Emp Hlth Plan/S Ber,519469.0,False
2015-03-01,San Bernardino,Two-Plan,Medical,Molina Healthcare of California,Molina Healthcare of California/San Bernardino,84053.0,False
2015-03-01,San Diego ,Cal MediConnect,Duals (CMC/CCI),Care 1st Parternship CCI,Care 1st Parternship CCI,4439.0,False
2015-03-01,San Diego ,Cal MediConnect,Duals (CMC/CCI),Community Health Group CCI,Community Health Group CCI,5816.0,False
2015-03-01,San Diego ,Cal MediConnect,Duals (CMC/CCI),Health Net San Diego CCI,Health Net San Diego CCI,4309.0,False
2015-03-01,San Diego ,Cal MediConnect,Duals (CMC/CCI),Molina Healthcare San Diego CCI,Molina Healthcare San Diego CCI,5561.0,False
2015-03-01,San Diego ,Geographic Managed Care,Medical,Care 1st Healthplan (SD),Care 1st Healthplan (SD),67518.0,False
2015-03-01,San Diego ,Geographic Managed Care,Medical,Comm Hlth Grp,Comm Hlth Grp/San Diego,240198.0,False
2015-03-01,San Diego ,Geographic Managed Care,Medical,Health Net Community Solutions,Health Net/San Diego,66502.0,False
2015-03-01,San Diego ,Geographic Managed Care,Medical,Kaiser,Kaiser/San Diego,44752.0,False
2015-03-01,San Diego ,Geographic Managed Care,Medical,Molina Healthcare of California,Molina Healthcare of California/San Diego,175669.0,False
2015-03-01,San Diego ,PACE,PACE,St. Paul's PACE,St. Paul's PACE,441.0,False
2015-03-01,San Francisco,PACE,PACE,OnLok Senior Hlth dba OnLok Lifeways,OnLok Senior Hlth dba OnLok Lifeways/San Fran,945.0,False
2015-03-01,San Francisco,Special Project,Medical,Family Mosaic Prj,Family Mosaic Prj / SF,36.0,False
2015-03-01,San Francisco,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/SF,22499.0,False
2015-03-01,San Francisco,Two-Plan,Medical,San Francisco Hlth Plan,San Francisco Hlth Plan,121307.0,False
2015-03-01,San Joaquin,Two-Plan,Medical,Health Net Community Solutions,Health Net/San Joaquin,23667.0,False
2015-03-01,San Joaquin,Two-Plan,Medical,Hlth Plan of San Joaquin,Hlth Plan of San Joaquin,197155.0,False
2015-03-01,San Luis Obispo,COHS,Medical,"Santa Barbara Hlth Authrty, San Luis Obispo","Santa Barbara Hlth Authrty, San Luis Obispo",51006.0,False
2015-03-01,San Mateo,CCS Demonstration,Medical,San Mateo HCP CCS,San Mateo HCP CCS,1546.0,False
2015-03-01,San Mateo,COHS,Medical,Health Plan of San Mateo,Hlth Plan of San Mateo,101536.0,False
2015-03-01,San Mateo,Cal MediConnect,Duals (CMC/CCI),Hlth Plan of San Mateo CCI,Hlth Plan of San Mateo CCI,10201.0,False
2015-03-01,Santa Barbara,COHS,Medical,Santa Barbara Hlth Authrty,Santa Barbara Hlth Authrty,106705.0,False
2015-03-01,Santa Clara,Cal MediConnect,Duals (CMC/CCI),Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Santa Clara CCI,2678.0,False
2015-03-01,Santa Clara,Cal MediConnect,Duals (CMC/CCI),Santa Clara Family Hlth CCI,Santa Clara Family Hlth CCI,5999.0,False
2015-03-01,Santa Clara,PACE,PACE,OnLok Lifeways,OnLok Lifeways,196.0,False
2015-03-01,Santa Clara,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/SC,61415.0,False
2015-03-01,Santa Clara,Two-Plan,Medical,Santa Clara Family Hlth,Santa Clara Family Hlth,223506.0,False
2015-03-01,Santa Cruz,COHS,Medical,Central California Alliance for Health,Central California Alliance for Health/Santa Cruz,63595.0,False
2015-03-01,Shasta,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Shasta,59406.0,False
2015-03-01,Sierra,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Sierra,336.0,False
2015-03-01,Sierra,Regional,Medical,California Health & Wellness,California Health & Wellness/Sierra,222.0,False
2015-03-01,Siskiyou,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Siskiyou,15411.0,False
2015-03-01,Solano,COHS,Medical,Partnership HP of CA,Partnership HP of CA/Solano,104219.0,False
2015-03-01,Sonoma,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Sonoma,105553.0,False
2015-03-01,Stanislaus,Two-Plan,Medical,Health Net Community Solutions,Health Net/Stanislaus,74797.0,False
2015-03-01,Stanislaus,Two-Plan,Medical,Health Plan of San Joaquin,Health Plan of San Joaquin,98677.0,False
2015-03-01,Sutter,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Sutter,18254.0,False
2015-03-01,Sutter,Regional,Medical,California Health & Wellness,California Health & Wellness/Sutter,10918.0,False
2015-03-01,Tehama,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Tehama,9115.0,False
2015-03-01,Tehama,Regional,Medical,California Health & Wellness,California Health & Wellness/Tehama,10006.0,False
2015-03-01,Trinity,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Trinity,4333.0,False
2015-03-01,Tulare,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Tulare,85383.0,False
2015-03-01,Tulare,Two-Plan,Medical,Health Net Community Solutions,Health Net/Tulare,96498.0,False
2015-03-01,Tuolumne,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Tuolumne,4368.0,False
2015-03-01,Tuolumne,Regional,Medical,California Health & Wellness,California Health & Wellness/Tuolumne,6063.0,False
2015-03-01,Ventura,COHS,Medical,Gold Coast Health Plan Ventura,Gold Coast Health Plan Ventura,185395.0,False
2015-03-01,Yolo,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Yolo,49306.0,False
2015-03-01,Yuba,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Yuba,13186.0,False
2015-03-01,Yuba,Regional,Medical,California Health & Wellness,California Health & Wellness/Yuba,8936.0,False
2015-04-01,Alameda,PACE,PACE,OnLok Senior Hlth dba OnLok Lifeways,OnLok Senior Hlth dba OnLok Lifeways/Alameda,193.0,False
2015-04-01,Alameda,Special Project,Medical,Cntr Elders Indep,Cntr Elders Indep/Alameda,601.0,False
2015-04-01,Alameda,Two-Plan,Medical,Alameda Alliance for Hlth,Alameda Alliance for Hlth,237731.0,False
2015-04-01,Alameda,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Alameda,60154.0,False
2015-04-01,Alpine,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Alpine,145.0,False
2015-04-01,Alpine,Regional,Medical,California Health & Wellness,California Health & Wellness/Alpine,116.0,False
2015-04-01,Amador,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Amador,4683.0,False
2015-04-01,Amador,Regional,Medical,California Health & Wellness,California Health & Wellness/Amador,1104.0,False
2015-04-01,Amador,Regional,Medical,Kaiser,Kaiser/Amador,50.0,False
2015-04-01,Butte,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Butte,28044.0,False
2015-04-01,Butte,Regional,Medical,California Health & Wellness,California Health & Wellness/Butte,32451.0,False
2015-04-01,Calaveras,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Calaveras,3030.0,False
2015-04-01,Calaveras,Regional,Medical,California Health & Wellness,California Health & Wellness/Calaveras,5876.0,False
2015-04-01,Colusa,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Colusa,3929.0,False
2015-04-01,Colusa,Regional,Medical,California Health & Wellness,California Health & Wellness/Colusa,2181.0,False
2015-04-01,Contra Costa,Special Project,Medical,Center for Elders Independence,Center for Elders Independence,51.0,False
2015-04-01,Contra Costa,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/CC,26096.0,False
2015-04-01,Contra Costa,Two-Plan,Medical,Contra Costa Hlth Plan,Contra Costa Hlth Plan,158655.0,False
2015-04-01,Del Norte,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Del Norte,10647.0,False
2015-04-01,El Dorado,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/El Dorado,8810.0,False
2015-04-01,El Dorado,Regional,Medical,California Health & Wellness,California Health & Wellness/El Dorado,17070.0,False
2015-04-01,El Dorado,Regional,Medical,Kaiser,Kaiser/El Dorado,1107.0,False
2015-04-01,Fresno,PACE,PACE,Central Valley Medical Services Corp.,Central Valley Medical Services Corp.,113.0,False
2015-04-01,Fresno,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Fresno,100018.0,False
2015-04-01,Fresno,Two-Plan,Medical,CalViva Health Fresno,CalViva Health Fresno,257480.0,False
2015-04-01,Glenn,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Glenn,3814.0,False
2015-04-01,Glenn,Regional,Medical,California Health & Wellness,California Health & Wellness/Glenn,4827.0,False
2015-04-01,Humboldt,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Humboldt,46096.0,False
2015-04-01,Humboldt,PACE,PACE,"Humboldt Senior Resources Center, Inc.","Humboldt Senior Resources Center, Inc.",33.0,False
2015-04-01,Imperial,Imperial Model,Medical,California Health & Wellness,California Health & Wellness/Imperial,51210.0,False
2015-04-01,Imperial,Imperial Model,Medical,Molina Healthcare of California,Molina Healthcare of California/Imperial,16005.0,False
2015-04-01,Inyo,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Inyo,1862.0,False
2015-04-01,Inyo,Regional,Medical,California Health & Wellness,California Health & Wellness/Inyo,1884.0,False
2015-04-01,Kern,Two-Plan,Medical,Health Net Community Solutions,Health Net/Kern,73609.0,False
2015-04-01,Kern,Two-Plan,Medical,Kern Hlth Systems,Kern Hlth Systems,200114.0,False
2015-04-01,Kings,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Kings,18088.0,False
2015-04-01,Kings,Two-Plan,Medical,CalViva Health Kings,CalViva Health Kings,24328.0,False
2015-04-01,Lake,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Lake,27249.0,False
2015-04-01,Lassen,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Lassen,6820.0,False
2015-04-01,Los Angeles,Cal MediConnect,Duals (CMC/CCI),Anthem Blue Cross (Care More) CCI,Anthem Blue Cross (Care More) CCI,4889.0,False
2015-04-01,Los Angeles,Cal MediConnect,Duals (CMC/CCI),Care 1st Health Plan CCI,Care 1st Health Plan CCI,6517.0,False
2015-04-01,Los Angeles,Cal MediConnect,Duals (CMC/CCI),Health Net Community Solutions,Health Net Los Angeles CCI,22825.0,False
2015-04-01,Los Angeles,Cal MediConnect,Duals (CMC/CCI),L.A. Care Health Plan,LA CARE CCI,15643.0,False
2015-04-01,Los Angeles,Cal MediConnect,Duals (CMC/CCI),Molina Healthcare Los Angeles CCI,Molina Healthcare Los Angeles CCI,3965.0,False
2015-04-01,Los Angeles,Dental,Dental,Access Dental Plan,Access Dental Plan/LA,208026.0,False
2015-04-01,Los Angeles,Dental,Dental,Health Net of California,Health Net of California,216640.0,False
2015-04-01,Los Angeles,Dental,Dental,Liberty Dental Plan of CA (LA),Liberty Dental Plan of CA (LA),69071.0,False
2015-04-01,Los Angeles,Primary Care Case Mgmt,Medical,AIDS Healthcare Foundation,AIDS HlthCare Found/ LA,840.0,False
2015-04-01,Los Angeles,SCAN,Medical,SCAN Health Plan,SCAN (Nurs hm cert) / LA + SCAN Hlth Plan / LA,7391.0,False
2015-04-01,Los Angeles,Special Project,Medical,AltaMed Health Sr. Buena Care,AltaMed Hlth Sr. Buena Care/LA,1683.0,False
2015-04-01,Los Angeles,Special Project,Medical,Brandman Ctrs for Senior Care,Brandman Ctrs for Senior Care,116.0,False
2015-04-01,Los Angeles,Two-Plan,Medical,Health Net Community Solutions,Health Net / LA,887351.0,False
2015-04-01,Los Angeles,Two-Plan,Medical,L.A. Care Health Plan,LA CARE,1664051.0,False
2015-04-01,Madera,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Madera,18627.0,False
2015-04-01,Madera,Two-Plan,Medical,CalViva Health Madera,CalViva Health Madera,32677.0,False
2015-04-01,Marin,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Marin,34636.0,False
2015-04-01,Mariposa,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Mariposa,2497.0,False
2015-04-01,Mariposa,Regional,Medical,California Health & Wellness,California Health & Wellness/Mariposa,1099.0,False
2015-04-01,Mendocino,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Mendocino,34508.0,False
2015-04-01,Merced,COHS,Medical,Central California Alliance for Health Merced,Central California Alliance for Health Merced,119850.0,False
2015-04-01,Modoc,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Modoc,2945.0,False
2015-04-01,Mono,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Mono,1477.0,False
2015-04-01,Mono,Regional,Medical,California Health & Wellness,California Health & Wellness/Mono,893.0,False
2015-04-01,Monterey,COHS,Medical,Central California Alliance for Health,Central California Alliance for Health/Monterey,138995.0,False
2015-04-01,Napa,COHS,Medical,Partnership HP of CA,Partnership HP of CA/Napa,26839.0,False
2015-04-01,Nevada,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Nevada,10718.0,False
2015-04-01,Nevada,Regional,Medical,California Health & Wellness,California Health & Wellness/Nevada,6652.0,False
2015-04-01,Orange,COHS,Medical,CalOPTIMA,CalOPTIMA / Orange,732704.0,False
2015-04-01,Orange,PACE,PACE,CalOPTIMA PACE,CalOPTIMA PACE,83.0,False
2015-04-01,Placer,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Placer,28980.0,False
2015-04-01,Placer,Regional,Medical,California Health & Wellness,California Health & Wellness/Placer,10475.0,False
2015-04-01,Placer,Regional,Medical,Kaiser,Kaiser/Placer,4030.0,False
2015-04-01,Plumas,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Plumas,2094.0,False
2015-04-01,Plumas,Regional,Medical,California Health & Wellness,California Health & Wellness/Plumas,1975.0,False
2015-04-01,Riverside,Cal MediConnect,Duals (CMC/CCI),Inland Emp Hlth Plan,Inland Emp Hlth Plan/Rvrsd CCI,11397.0,False
2015-04-01,Riverside,Cal MediConnect,Duals (CMC/CCI),Molina Healthcare Riverside CCI,Molina Healthcare Riverside CCI,3500.0,False
2015-04-01,Riverside,PACE,PACE,InnovAge PACE,InnovAge PACE/Riverside,32.0,False
2015-04-01,Riverside,SCAN,Medical,SCAN Health Plan,SCAN (Nurs hm cert)/Rvrsd + SCAN Hlth Plan/Rvrsd,2096.0,False
2015-04-01,Riverside,Two-Plan,Medical,Inland Emp Hlth Plan,Inland Emp Hlth Plan/Rvrsd,520969.0,False
2015-04-01,Riverside,Two-Plan,Medical,Molina Healthcare of California,Molina Healthcare of California/Riverside,78676.0,False
2015-04-01,Sacramento,Dental,Dental,Access Dental Plan,Access Dental Plan/Sacto,129038.0,False
2015-04-01,Sacramento,Dental,Dental,Health Net of California Dental,Health Net of California Dental,115240.0,False
2015-04-01,Sacramento,Dental,Dental,Liberty Dental Plan of CA,Liberty Dental Plan of CA/Sacto,144728.0,False
2015-04-01,Sacramento,Geographic Managed Care,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Sac,154963.0,False
2015-04-01,Sacramento,Geographic Managed Care,Medical,Health Net Community Solutions,Health Net/Sac,122019.0,False
2015-04-01,Sacramento,Geographic Managed Care,Medical,Kaiser Foundation,Kaiser Foundation/Sac,68939.0,False
2015-04-01,Sacramento,Geographic Managed Care,Medical,Molina Healthcare of California,Molina Healthcare of California/Sacramento,55411.0,False
2015-04-01,Sacramento,Special Project,Medical,Sutter SeniorCare,Sutter SeniorCare/Sac,251.0,False
2015-04-01,San Benito,San Benito Model,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/San Benito,7132.0,False
2015-04-01,San Bernardino,Cal MediConnect,Duals (CMC/CCI),Inland Emp Hlth Plan,Inland Emp Hlth Plan/San Beranrdino CCI,11026.0,False
2015-04-01,San Bernardino,Cal MediConnect,Duals (CMC/CCI),Molina Healthcare San Bernardino CCI,Molina Healthcare San Bernardino CCI,3641.0,False
2015-04-01,San Bernardino,PACE,PACE,InnovAge PACE,InnovAge PACE/San Bernardino,105.0,False
2015-04-01,San Bernardino,SCAN,Medical,SCAN Health Plan,SCAN (Nurs hm cert)/S Ber + SCAN Hlth Plan/San Bern,1385.0,False
2015-04-01,San Bernardino,Two-Plan,Medical,Inland Emp Hlth Plan,Inland Emp Hlth Plan/S Ber,529679.0,False
2015-04-01,San Bernardino,Two-Plan,Medical,Molina Healthcare of California,Molina Healthcare of California/San Bernardino,85539.0,False
2015-04-01,San Diego ,Cal MediConnect,Duals (CMC/CCI),Care 1st Parternship CCI,Care 1st Parternship CCI,4142.0,False
2015-04-01,San Diego ,Cal MediConnect,Duals (CMC/CCI),Community Health Group CCI,Community Health Group CCI,5621.0,False
2015-04-01,San Diego ,Cal MediConnect,Duals (CMC/CCI),Health Net San Diego CCI,Health Net San Diego CCI,3984.0,False
2015-04-01,San Diego ,Cal MediConnect,Duals (CMC/CCI),Molina Healthcare San Diego CCI,Molina Healthcare San Diego CCI,5417.0,False
2015-04-01,San Diego ,Geographic Managed Care,Medical,Care 1st Healthplan (SD),Care 1st Healthplan (SD),68241.0,False
2015-04-01,San Diego ,Geographic Managed Care,Medical,Comm Hlth Grp,Comm Hlth Grp/San Diego,242232.0,False
2015-04-01,San Diego ,Geographic Managed Care,Medical,Health Net Community Solutions,Health Net/San Diego,67883.0,False
2015-04-01,San Diego ,Geographic Managed Care,Medical,Kaiser,Kaiser/San Diego,45741.0,False
2015-04-01,San Diego ,Geographic Managed Care,Medical,Molina Healthcare of California,Molina Healthcare of California/San Diego,178937.0,False
2015-04-01,San Diego ,PACE,PACE,San Diego PACE,San Diego PACE,,True
2015-04-01,San Diego ,PACE,PACE,St. Paul's PACE,St. Paul's PACE,454.0,False
2015-04-01,San Francisco,PACE,PACE,OnLok Senior Hlth dba OnLok Lifeways,OnLok Senior Hlth dba OnLok Lifeways/San Fran,942.0,False
2015-04-01,San Francisco,Special Project,Medical,Family Mosaic Prj,Family Mosaic Prj / SF,34.0,False
2015-04-01,San Francisco,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/SF,22491.0,False
2015-04-01,San Francisco,Two-Plan,Medical,San Francisco Hlth Plan,San Francisco Hlth Plan,121659.0,False
2015-04-01,San Joaquin,Two-Plan,Medical,Health Net Community Solutions,Health Net/San Joaquin,24124.0,False
2015-04-01,San Joaquin,Two-Plan,Medical,Hlth Plan of San Joaquin,Hlth Plan of San Joaquin,200260.0,False
2015-04-01,San Luis Obispo,COHS,Medical,"Santa Barbara Hlth Authrty, San Luis Obispo","Santa Barbara Hlth Authrty, San Luis Obispo",51650.0,False
2015-04-01,San Mateo,CCS Demonstration,Medical,San Mateo HCP CCS,San Mateo HCP CCS,1552.0,False
2015-04-01,San Mateo,COHS,Medical,Health Plan of San Mateo,Hlth Plan of San Mateo,102542.0,False
2015-04-01,San Mateo,Cal MediConnect,Duals (CMC/CCI),Hlth Plan of San Mateo CCI,Hlth Plan of San Mateo CCI,10152.0,False
2015-04-01,Santa Barbara,COHS,Medical,Santa Barbara Hlth Authrty,Santa Barbara Hlth Authrty,107499.0,False
2015-04-01,Santa Clara,Cal MediConnect,Duals (CMC/CCI),Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Santa Clara CCI,2830.0,False
2015-04-01,Santa Clara,Cal MediConnect,Duals (CMC/CCI),Santa Clara Family Hlth CCI,Santa Clara Family Hlth CCI,6341.0,False
2015-04-01,Santa Clara,PACE,PACE,OnLok Lifeways,OnLok Lifeways,204.0,False
2015-04-01,Santa Clara,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/SC,62416.0,False
2015-04-01,Santa Clara,Two-Plan,Medical,Santa Clara Family Hlth,Santa Clara Family Hlth,227197.0,False
2015-04-01,Santa Cruz,COHS,Medical,Central California Alliance for Health,Central California Alliance for Health/Santa Cruz,64252.0,False
2015-04-01,Shasta,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Shasta,59665.0,False
2015-04-01,Sierra,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Sierra,341.0,False
2015-04-01,Sierra,Regional,Medical,California Health & Wellness,California Health & Wellness/Sierra,232.0,False
2015-04-01,Siskiyou,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Siskiyou,15630.0,False
2015-04-01,Solano,COHS,Medical,Partnership HP of CA,Partnership HP of CA/Solano,104700.0,False
2015-04-01,Sonoma,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Sonoma,106307.0,False
2015-04-01,Stanislaus,Two-Plan,Medical,Health Net Community Solutions,Health Net/Stanislaus,75466.0,False
2015-04-01,Stanislaus,Two-Plan,Medical,Health Plan of San Joaquin,Health Plan of San Joaquin,101150.0,False
2015-04-01,Sutter,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Sutter,18666.0,False
2015-04-01,Sutter,Regional,Medical,California Health & Wellness,California Health & Wellness/Sutter,10994.0,False
2015-04-01,Tehama,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Tehama,9203.0,False
2015-04-01,Tehama,Regional,Medical,California Health & Wellness,California Health & Wellness/Tehama,10096.0,False
2015-04-01,Trinity,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Trinity,4393.0,False
2015-04-01,Tulare,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Tulare,85808.0,False
2015-04-01,Tulare,Two-Plan,Medical,Health Net Community Solutions,Health Net/Tulare,97248.0,False
2015-04-01,Tuolumne,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Tuolumne,4429.0,False
2015-04-01,Tuolumne,Regional,Medical,California Health & Wellness,California Health & Wellness/Tuolumne,6125.0,False
2015-04-01,Ventura,COHS,Medical,Gold Coast Health Plan Ventura,Gold Coast Health Plan Ventura,186841.0,False
2015-04-01,Yolo,COHS,Medical,Partnership HealthPlan of California,Partnership HealthPlan of CA/Yolo,49433.0,False
2015-04-01,Yuba,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Yuba,13527.0,False
2015-04-01,Yuba,Regional,Medical,California Health & Wellness,California Health & Wellness/Yuba,8949.0,False
2015-05-01,Alameda,PACE,PACE,OnLok Senior Hlth dba OnLok Lifeways,OnLok Senior Hlth dba OnLok Lifeways/Alameda,195.0,False
2015-05-01,Alameda,Special Project,Medical,Cntr Elders Indep,Cntr Elders Indep/Alameda,599.0,False
2015-05-01,Alameda,Two-Plan,Medical,Alameda Alliance for Hlth,Alameda Alliance for Hlth,238833.0,False
2015-05-01,Alameda,Two-Plan,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Alameda,60159.0,False
2015-05-01,Alpine,Regional,Medical,Anthem Blue Cross Partnership Plan,Anthem Blue Cross Partnership Plan/Alpine,149.0,False
2015-05-01,Alpine,Regional,Medical,California Health & Wellness,California Health & Wellness/Alpine,118.0,False
