2024 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H3113 ,Local CCP ,"OXFORD HEALTH PLANS (NJ), INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",70%,76%,68%,57%,79%,90%,90%,48%,81%,77%,77%,71%,45%,56%,13%,86%,42%,58%,79,76,88,86,89,82,0.27,18%,Medicare shows only a Star Rating for this topic ,95%,97%,98%,98%,0.27,18%,Medicare shows only a Star Rating for this topic ,89,90,98,87%,87%,86%,87%,88%
H3138 ,Local CCP ,KAISER PERMANENTE INSURANCE COMPANY ,Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H3146 ,Local CCP ,AETNA BETTER HEALTH INC. (GA) ,Aetna Medicare ,CVS Health Corporation ,79%,78%,71%,56%,63%,100%,90%,44%,80%,90%,84%,54%,45%,94%,14%,85%,49%,57%,81,78,90,88,89,86,0.33,30%,Medicare shows only a Star Rating for this topic ,86%,97%,98%,98%,0.33,30%,Medicare shows only a Star Rating for this topic ,88,91,97,85%,89%,88%,89%,85%
H3152 ,Local CCP ,AETNA HEALTH INC. (NJ) ,Aetna Medicare ,CVS Health Corporation ,69%,73%,80%,52%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,37%,72%,94%,78%,62%,47%,89%,14%,84%,45%,58%,80,76,89,86,88,85,0.15,15%,Medicare shows only a Star Rating for this topic ,89%,96%,98%,98%,0.15,15%,Medicare shows only a Star Rating for this topic ,84,89,98,87%,89%,88%,77%,85%
H3170 ,Local CCP ,"SAPPHIRE EDGE, INC. ",Blue Cross and Blue Shield of Nebraska ,Blue Cross Blue Shield of Nebraska ,66%,72%,76%,37%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,72%,78%,77%,Not enough data available ,38%,45%,No data available ,87%,40%,60%,83,82,90,84,83,85,0,25%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,97%,98%,0,25%,Medicare shows only a Star Rating for this topic ,81,88,98,88%,89%,86%,76%,87%
H3186 ,Local CCP ,SANFORD HEALTH PLAN OF MINNESOTA ,Sanford Health Plan of Minnesota ,Sanford Health ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,87%,81%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,98,Not enough data available ,89%,86%,Not enough data available ,Not enough data available
H3189 ,Local CCP ,"ESSENCE HEALTHCARE OF OHIO, INC. ",Essence Healthcare ,Lumeris Group Holdings Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,95%,98%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H3192 ,Local CCP ,AETNA HEALTH OF MICHIGAN INC. ,Aetna Medicare ,CVS Health Corporation ,72%,76%,60%,46%,67%,100%,91%,44%,70%,88%,80%,57%,41%,93%,15%,86%,47%,56%,83,79,90,86,86,85,0.57,34%,Medicare shows only a Star Rating for this topic ,87%,97%,98%,98%,0.57,34%,Medicare shows only a Star Rating for this topic ,86,90,97,84%,86%,85%,89%,86%
H3204 ,Local CCP ,PRESBYTERIAN HEALTH PLAN ,Presbyterian Health Plan ,Presbyterian Healthcare Services ,69%,70%,78%,50%,49%,75%,83%,27%,76%,76%,69%,50%,44%,46%,10%,82%,52%,53%,74,70,90,84,85,83,0.08,4%,Medicare shows only a Star Rating for this topic ,100%,94%,83%,91%,0.08,4%,Medicare shows only a Star Rating for this topic ,84,87,99,84%,86%,84%,88%,81%
H3206 ,Local CCP ,"PRESBYTERIAN INSURANCE COMPANY, INC. ","Presbyterian Insurance Company, Inc. ",Presbyterian Healthcare Services ,68%,70%,79%,47%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,66%,67%,60%,48%,46%,44%,10%,77%,49%,56%,77,75,91,84,84,87,0.19,12%,Medicare shows only a Star Rating for this topic ,100%,85%,83%,91%,0.19,12%,Medicare shows only a Star Rating for this topic ,80,89,99,80%,85%,85%,Not enough data available ,83%
H3219 ,Local CCP ,ALLINA HEALTH AND AETNA INSURANCE COMPANY ,Allina Health Aetna Medicare ,Allina Health and Aetna Insurance Holding Company ,79%,77%,81%,46%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,65%,81%,94%,89%,43%,44%,90%,13%,90%,61%,60%,81,80,90,87,88,86,0.18,13%,Medicare shows only a Star Rating for this topic ,91%,100%,94%,100%,0.18,13%,Medicare shows only a Star Rating for this topic ,87,92,98,88%,90%,90%,98%,87%
H3239 ,Local CCP ,"AETNA BETTER HEALTH, INC. (LA) ",Aetna Medicare ,CVS Health Corporation ,77%,71%,61%,44%,63%,100%,91%,Not enough data available ,73%,82%,76%,66%,41%,92%,15%,87%,43%,49%,83,77,93,88,91,88,0.49,38%,Medicare shows only a Star Rating for this topic ,90%,96%,98%,98%,0.49,38%,Medicare shows only a Star Rating for this topic ,92,93,97,84%,85%,84%,88%,85%
H3240 ,Local CCP ,"AMERIGROUP NEW JERSEY, INC. ",Amerigroup Community Care ,"Elevance Health, Inc. ",60%,51%,66%,51%,60%,93%,90%,33%,58%,78%,67%,70%,47%,48%,13%,84%,36%,54%,79,78,87,87,85,83,0.42,27%,Medicare shows only a Star Rating for this topic ,85%,100%,98%,100%,0.42,27%,Medicare shows only a Star Rating for this topic ,87,88,97,83%,83%,81%,87%,87%
H3251 ,Local CCP ,HEALTH CARE SERVICE CORPORATION ,Blue Cross and Blue Shield of New Mexico ,Health Care Service Corporation ,74%,78%,77%,51%,54%,100%,93%,30%,69%,76%,67%,54%,45%,76%,11%,84%,65%,50%,73,69,88,81,84,80,0.07,8%,Medicare shows only a Star Rating for this topic ,100%,88%,98%,97%,0.07,8%,Medicare shows only a Star Rating for this topic ,82,85,98,85%,88%,86%,91%,84%
H3256 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",75%,84%,64%,48%,88%,96%,96%,59%,80%,81%,71%,65%,43%,66%,10%,85%,50%,57%,83,78,92,87,91,87,0.19,29%,Medicare shows only a Star Rating for this topic ,97%,97%,98%,98%,0.19,29%,Medicare shows only a Star Rating for this topic ,91,93,99,88%,88%,88%,90%,85%
H3259 ,Local CCP ,VOLUNTEER STATE HEALTH PLAN ,BlueCare Plus Tennessee ,BlueCross BlueShield of Tennessee ,72%,75%,58%,41%,66%,94%,93%,62%,85%,83%,75%,62%,50%,62%,12%,83%,47%,56%,86,80,93,88,91,86,0.12,9%,Medicare shows only a Star Rating for this topic ,94%,94%,98%,100%,0.12,9%,Medicare shows only a Star Rating for this topic ,91,93,87,83%,84%,84%,87%,82%
H3274 ,Local CCP ,ALIGN SENIOR CARE CALIFORNIA INC. ,Align Senior Care ,"Innovative Long Term Care Management, Inc. ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,No data available ,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,97%,89%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,99,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available
H3276 ,Local CCP ,"CONNECTICARE INSURANCE COMPANY, INC. ",ConnectiCare ,"EmblemHealth, Inc. ",79%,71%,76%,53%,53%,85%,85%,Not enough data available ,67%,62%,79%,Not enough data available ,Not enough data available ,59%,15%,86%,65%,50%,76,77,86,83,84,83,0.24,32%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,95%,83%,0.24,32%,Medicare shows only a Star Rating for this topic ,84,87,99,85%,86%,86%,25%,85%
H3288 ,Local CCP ,AETNA HEALTH AND LIFE INSURANCE COMPANY ,Aetna Medicare ,CVS Health Corporation ,72%,70%,65%,50%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,55%,76%,87%,75%,54%,43%,95%,12%,82%,46%,54%,81,75,88,85,87,88,0.2,43%,Medicare shows only a Star Rating for this topic ,93%,91%,98%,98%,0.2,43%,Medicare shows only a Star Rating for this topic ,86,90,98,84%,88%,87%,86%,83%
H3291 ,Local CCP ,"PRUITTHEALTH PREMIER, INC. ",PruittHealth Premier ,"UNICO Services, Inc. ",27%,71%,Plan too small to be measured ,No data available ,97%,84%,98%,Not enough data available ,97%,62%,Not enough data available ,No data available ,No data available ,Not enough data available ,11%,Not enough data available ,Not enough data available ,35%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,0.1,3%,Not enough data available ,Not enough data available ,Not enough data available ,94%,89%,0.1,3%,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,97,90%,92%,97%,98%,92%
H3305 ,Local CCP ,"MVP HEALTH PLAN, INC. ",MVP HEALTH CARE ,"MVP Health Care, Inc. ",83%,77%,85%,53%,60%,80%,83%,43%,79%,81%,69%,53%,46%,59%,11%,86%,57%,55%,83,80,91,87,90,89,0.05,5%,Medicare shows only a Star Rating for this topic ,100%,94%,91%,86%,0.05,5%,Medicare shows only a Star Rating for this topic ,88,92,98,88%,91%,90%,54%,83%
H3307 ,Local CCP ,"OXFORD HEALTH PLANS (NY), INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",69%,70%,80%,51%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,38%,73%,85%,70%,56%,39%,49%,11%,87%,39%,53%,78,72,90,80,81,84,0.14,15%,Medicare shows only a Star Rating for this topic ,100%,96%,98%,98%,0.14,15%,Medicare shows only a Star Rating for this topic ,82,86,98,84%,88%,85%,78%,85%
H3312 ,Local CCP ,AETNA HEALTH INC. (NY) ,Aetna Medicare ,CVS Health Corporation ,72%,73%,73%,44%,63%,100%,88%,55%,73%,87%,77%,62%,47%,94%,12%,83%,46%,57%,81,74,88,87,87,85,0.27,25%,Medicare shows only a Star Rating for this topic ,80%,99%,98%,98%,0.27,25%,Medicare shows only a Star Rating for this topic ,86,90,97,87%,89%,87%,87%,83%
H3330 ,Local CCP ,HEALTH INSURANCE PLAN OF GREATER NEW YORK ,EmblemHealth ,"EmblemHealth, Inc. ",78%,75%,73%,51%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,30%,73%,76%,76%,62%,Not enough data available ,55%,11%,85%,53%,50%,79,76,88,84,84,85,0.26,15%,Medicare shows only a Star Rating for this topic ,97%,97%,73%,75%,0.26,15%,Medicare shows only a Star Rating for this topic ,85,88,99,84%,86%,83%,47%,86%
H3335 ,Local CCP ,"EXCELLUS HEALTH PLAN, INC. ","Excellus Health Plan, Inc ","Lifetime Healthcare, Inc. ",82%,75%,81%,50%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,28%,77%,83%,74%,53%,48%,70%,12%,86%,60%,60%,82,79,92,87,89,86,0.05,3%,Medicare shows only a Star Rating for this topic ,98%,91%,98%,94%,0.05,3%,Medicare shows only a Star Rating for this topic ,87,92,99,87%,91%,89%,84%,82%
H3342 ,Local CCP ,"EMPIRE HEALTHCHOICE ASSURANCE, INC. ",Empire BlueCross BlueShield ,"Elevance Health, Inc. ",74%,80%,Plan too small to be measured ,49%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,80%,86%,80%,Not enough data available ,Not enough data available ,68%,No data available ,Not enough data available ,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,98%,100%,Not enough data available ,Not enough data available ,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,98,85%,93%,89%,Not enough data available ,78%
H3344 ,Local CCP ,INDEPENDENT HEALTH BENEFITS CORPORATION ,Independent Health ,"Independent Health Association, Inc. ",87%,83%,85%,53%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,89%,92%,81%,52%,51%,69%,9%,82%,61%,55%,85,81,94,88,92,87,0.01,2%,Medicare shows only a Star Rating for this topic ,98%,91%,95%,89%,0.01,2%,Medicare shows only a Star Rating for this topic ,93,93,97,92%,92%,92%,87%,84%
H3347 ,Local CCP ,"ELDERPLAN, INC. ",Elderplan ,"Elderplan, Inc. ",72%,62%,73%,51%,90%,79%,97%,Not enough data available ,72%,72%,64%,78%,Not enough data available ,85%,11%,88%,61%,47%,79,73,90,85,87,83,0.13,22%,Medicare shows only a Star Rating for this topic ,100%,92%,97%,98%,0.13,22%,Medicare shows only a Star Rating for this topic ,84,90,91,84%,84%,83%,88%,90%
H3351 ,Local CCP ,"EXCELLUS HEALTH PLAN, INC. ","Excellus Health Plan, Inc ","Lifetime Healthcare, Inc. ",83%,76%,84%,55%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,24%,82%,92%,69%,47%,44%,71%,12%,86%,69%,59%,81,80,93,86,88,87,0.04,9%,Medicare shows only a Star Rating for this topic ,98%,93%,98%,94%,0.04,9%,Medicare shows only a Star Rating for this topic ,85,94,99,89%,91%,90%,84%,85%
H3359 ,Local CCP ,"HEALTHFIRST HEALTH PLAN, INC. ",Healthfirst Medicare Plan ,"Healthfirst, Inc. ",79%,83%,71%,62%,65%,95%,93%,55%,84%,82%,80%,76%,Not enough data available ,87%,11%,88%,64%,56%,77,72,89,84,91,84,0.15,11%,Medicare shows only a Star Rating for this topic ,100%,100%,98%,100%,0.15,11%,Medicare shows only a Star Rating for this topic ,87,88,95,88%,88%,86%,78%,91%
H3362 ,Local CCP ,"INDEPENDENT HEALTH ASSOCIATION, INC. ",Independent Health ,"Independent Health Association, Inc. ",83%,75%,82%,48%,98%,98%,97%,52%,84%,93%,83%,51%,51%,80%,11%,87%,63%,59%,85,82,93,88,91,86,0.04,2%,Medicare shows only a Star Rating for this topic ,98%,95%,95%,89%,0.04,2%,Medicare shows only a Star Rating for this topic ,89,93,97,90%,92%,91%,88%,87%
H3379 ,Local CCP ,"UNITEDHEALTHCARE OF NEW YORK, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",72%,77%,79%,48%,99%,97%,98%,31%,76%,83%,76%,53%,43%,56%,11%,87%,45%,58%,84,78,88,86,86,88,0.15,17%,Medicare shows only a Star Rating for this topic ,99%,97%,98%,98%,0.15,17%,Medicare shows only a Star Rating for this topic ,86,89,98,87%,90%,88%,85%,86%
H3384 ,Local CCP ,Highmark Western and Northeastern New York Inc. ,Highmark Blue Cross Blue Shield or Highmark Blue S ,Highmark Health ,82%,82%,80%,52%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,73%,82%,92%,80%,55%,48%,66%,11%,91%,45%,62%,84,81,87,86,85,86,0.09,7%,Medicare shows only a Star Rating for this topic ,96%,100%,92%,95%,0.09,7%,Medicare shows only a Star Rating for this topic ,84,89,99,89%,92%,90%,86%,90%
H3387 ,Local CCP ,"UNITEDHEALTHCARE OF NEW YORK, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",73%,74%,74%,55%,77%,89%,90%,39%,81%,82%,76%,77%,51%,56%,12%,85%,43%,54%,78,77,89,84,88,82,0.17,20%,Medicare shows only a Star Rating for this topic ,99%,98%,98%,98%,0.17,20%,Medicare shows only a Star Rating for this topic ,88,90,98,89%,89%,87%,84%,88%
H3388 ,Local CCP ,"CAPITAL DISTRICT PHYSICIANS' HEALTH PLAN, INC. ",CDPHP Medicare Advantage ,"Capital District Physicians' Health Plan, Inc. ",82%,85%,85%,50%,No data available ,No data available ,No data available ,31%,81%,86%,84%,49%,47%,71%,10%,86%,76%,65%,83,80,94,88,91,87,0.04,4%,Medicare shows only a Star Rating for this topic ,99%,96%,95%,95%,0.04,4%,Medicare shows only a Star Rating for this topic ,86,88,99,87%,91%,90%,85%,83%
H3404 ,Local CCP ,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA ,Blue Cross and Blue Shield of North Carolina ,Blue Cross and Blue Shield of North Carolina ,80%,82%,80%,58%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,31%,69%,83%,70%,58%,44%,78%,12%,85%,67%,60%,83,80,92,88,90,88,0.08,5%,Medicare shows only a Star Rating for this topic ,98%,97%,95%,95%,0.08,5%,Medicare shows only a Star Rating for this topic ,88,90,98,86%,91%,90%,76%,84%
H3407 ,Local CCP ,"EL PASO FIRST HEALTH PLANS, INC. ",El Paso Health Medicare Advantage ,El Paso County Hospital District ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,50%,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,72%,75%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,97,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available
H3416 ,Local CCP ,"HEALTHPARTNERS UNITYPOINT HEALTH, INC. ",HealthPartners UnityPoint Health ,"HealthPartners UnityPoint Health, Inc. ",81%,61%,81%,53%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,75%,69%,67%,53%,42%,63%,11%,81%,62%,68%,85,83,93,89,91,89,0.09,7%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,95%,97%,0.09,7%,Medicare shows only a Star Rating for this topic ,90,93,98,88%,90%,89%,58%,83%
H3418 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",76%,80%,87%,51%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,37%,81%,90%,77%,57%,41%,46%,12%,84%,39%,50%,70,68,88,80,81,78,0.15,18%,Medicare shows only a Star Rating for this topic ,100%,98%,98%,98%,0.15,18%,Medicare shows only a Star Rating for this topic ,82,87,99,88%,89%,86%,83%,89%
H3419 ,Local CCP ,"PERENNIAL ADVANTAGE OF COLORADO, INC. ",Perennial Advantage ,"Perennial Consortium, LLC ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,92%,82%,100%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,94%,91%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,99,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available
H3443 ,Local CCP ,"ALIGNMENT HEALTH PLAN OF ARIZONA, INC. ",Alignment Health Plan ,"Alignment Healthcare USA, LLC ",Not enough data available ,Not enough data available ,71%,Plan too new to be measured ,95%,100%,100%,Not enough data available ,81%,83%,86%,Plan too new to be measured ,Plan too new to be measured ,80%,No data available ,Not enough data available ,49%,Not enough data available ,79,74,89,85,89,82,0.76,23%,Not enough data available ,Not enough data available ,Not enough data available ,98%,97%,0.76,23%,Not enough data available ,89,89,97,89%,94%,94%,Not enough data available ,93%
H3447 ,Local CCP ,"HEALTHKEEPERS, INC. ",Anthem HealthKeepers ,"Elevance Health, Inc. ",66%,74%,66%,46%,61%,99%,95%,36%,73%,78%,71%,65%,40%,73%,12%,84%,44%,55%,80,77,90,87,87,86,0.25,21%,Medicare shows only a Star Rating for this topic ,90%,98%,98%,100%,0.25,21%,Medicare shows only a Star Rating for this topic ,89,91,98,85%,86%,85%,86%,84%
H3449 ,Local CCP ,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA ,Blue Cross and Blue Shield of North Carolina ,Blue Cross and Blue Shield of North Carolina ,79%,82%,75%,53%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,20%,65%,88%,70%,51%,46%,74%,11%,84%,62%,58%,85,80,92,87,89,89,0.12,11%,Medicare shows only a Star Rating for this topic ,98%,97%,95%,95%,0.12,11%,Medicare shows only a Star Rating for this topic ,88,90,98,84%,89%,86%,79%,85%
H3467 ,Local CCP ,"PROCARE ADVANTAGE, LLC ",ProCare Advantage ,First Sacramento Capital Funding LLC ,Not enough data available ,Not enough data available ,Plan too small to be measured ,No data available ,87%,73%,99%,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,No data available ,No data available ,Not enough data available ,No data available ,Not enough data available ,Not enough data available ,25%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,95%,94%,Not enough data available ,Not enough data available ,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,95,78%,56%,73%,98%,86%
H3471 ,Local CCP ,HEALTH ALLIANCE NORTHWEST HEALTH PLAN ,Health Alliance Northwest ,The Carle Foundation ,72%,77%,72%,47%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,44%,71%,83%,83%,50%,44%,70%,10%,85%,68%,58%,76,77,91,84,83,85,0.09,5%,Medicare shows only a Star Rating for this topic ,100%,85%,86%,91%,0.09,5%,Medicare shows only a Star Rating for this topic ,83,89,98,85%,87%,86%,85%,82%
H3499 ,Local CCP ,COORDINATED CARE CORPORATION ,Wellcare by Allwell ,Centene Corporation ,60%,60%,62%,40%,40%,95%,89%,Not enough data available ,54%,72%,68%,51%,Not enough data available ,34%,11%,92%,36%,54%,82,78,89,85,85,85,1.22,52%,Medicare shows only a Star Rating for this topic ,100%,100%,97%,100%,1.22,52%,Medicare shows only a Star Rating for this topic ,86,91,97,82%,86%,84%,83%,81%
H3528 ,Local CCP ,"CONNECTICARE, INC. ",ConnectiCare ,"EmblemHealth, Inc. ",78%,79%,83%,50%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,18%,78%,82%,80%,46%,46%,70%,13%,85%,70%,55%,81,79,91,86,85,85,0.06,9%,Medicare shows only a Star Rating for this topic ,98%,97%,95%,83%,0.06,9%,Medicare shows only a Star Rating for this topic ,83,88,99,89%,92%,91%,42%,85%
H3533 ,Local CCP ,"HUMANA HEALTH COMPANY OF NEW YORK, INC. ",Humana ,Humana Inc. ,68%,70%,71%,49%,77%,92%,94%,34%,74%,76%,76%,63%,Not enough data available ,71%,12%,87%,54%,58%,79,75,88,84,83,82,0.25,31%,Medicare shows only a Star Rating for this topic ,98%,98%,97%,100%,0.25,31%,Medicare shows only a Star Rating for this topic ,84,88,88,84%,86%,84%,85%,86%
H3536 ,Local CCP ,"MATTHEW THORNTON HEALTH PLAN, INC. ",Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",65%,71%,72%,47%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,69%,76%,74%,59%,48%,72%,13%,87%,48%,61%,80,80,89,84,83,87,0.25,16%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,98%,100%,0.25,16%,Medicare shows only a Star Rating for this topic ,82,87,98,86%,88%,88%,84%,82%
