Rating Period,Calendar Year,Model,County,Health Plan,Brand,Category of Aid,Lower Bound,Midpoint,Upper Bound,AWOP
01/2026-12/2026,2026,PACE,San Bernardino,WelbeHealth San Bernardino PACE,WelbeHealth San Bernardino PACE,Non-Dual - UIS State-Only,7089.75,7462.42,7867.69,10056.91
01/2026-12/2026,2026,PACE,San Bernardino,WelbeHealth San Bernardino PACE,WelbeHealth San Bernardino PACE,Full-Dual - SIS,5556.16,5844.47,6157.96,6186.83
01/2026-12/2026,2026,PACE,San Bernardino,WelbeHealth San Bernardino PACE,WelbeHealth San Bernardino PACE,Non-Dual - SIS,8056.53,8480.02,8940.56,11428.31
01/2026-12/2026,2026,PACE,San Bernardino,WelbeHealth San Bernardino PACE,WelbeHealth San Bernardino PACE,Full-Dual - UIS Federal,166.68,175.33,184.74,185.61
01/2026-12/2026,2026,PACE,San Bernardino,WelbeHealth San Bernardino PACE,WelbeHealth San Bernardino PACE,Non-Dual - UIS Federal,966.78,1017.6,1072.87,1371.4
01/2026-12/2026,2026,PACE,Los Angeles,K-Day PACE,K-Day PACE,Full-Dual - UIS State-Only,5012.66,5272.88,5555.82,6483.05
01/2026-12/2026,2026,PACE,Los Angeles,K-Day PACE,K-Day PACE,Non-Dual - UIS State-Only,7646.89,8049.93,8488.25,8751.78
01/2026-12/2026,2026,PACE,Los Angeles,K-Day PACE,K-Day PACE,Full-Dual - SIS,5167.69,5435.96,5727.65,6683.56
01/2026-12/2026,2026,PACE,Los Angeles,K-Day PACE,K-Day PACE,Non-Dual - SIS,8689.65,9147.65,9645.74,9945.21
01/2026-12/2026,2026,PACE,Los Angeles,K-Day PACE,K-Day PACE,Full-Dual - UIS Federal,155.03,163.08,171.83,200.51
01/2026-12/2026,2026,PACE,Los Angeles,K-Day PACE,K-Day PACE,Non-Dual - UIS Federal,1042.76,1097.72,1157.49,1193.42
01/2026-12/2026,2026,PACE,Sacramento,WelbeHealth Sierra,WelbeHealth Sierra,Full-Dual - UIS State-Only,6474.86,6811.15,7176.8,7266.1
01/2026-12/2026,2026,PACE,Sacramento,WelbeHealth Sierra,WelbeHealth Sierra,Non-Dual - UIS State-Only,8412.94,8859.71,9345.63,9524.48
01/2026-12/2026,2026,PACE,Sacramento,WelbeHealth Sierra,WelbeHealth Sierra,Full-Dual - SIS,6675.12,7021.8,7398.76,7490.82
01/2026-12/2026,2026,PACE,Sacramento,WelbeHealth Sierra,WelbeHealth Sierra,Non-Dual - SIS,9560.16,10067.85,10620.03,10823.28
01/2026-12/2026,2026,PACE,Sacramento,WelbeHealth Sierra,WelbeHealth Sierra,Full-Dual - UIS Federal,200.25,210.65,221.96,224.72
01/2026-12/2026,2026,PACE,Sacramento,WelbeHealth Sierra,WelbeHealth Sierra,Non-Dual - UIS Federal,1147.22,1208.14,1274.4,1298.79
01/2026-12/2026,2026,PACE,Los Angeles,MyPlace South LA,MyPlace South LA,Full-Dual - UIS State-Only,5012.66,5272.88,5555.82,6483.05
01/2026-12/2026,2026,PACE,Los Angeles,MyPlace South LA,MyPlace South LA,Non-Dual - UIS State-Only,7646.89,8049.93,8488.25,8751.78
01/2026-12/2026,2026,PACE,Los Angeles,MyPlace South LA,MyPlace South LA,Full-Dual - SIS,5167.69,5435.96,5727.65,6683.56
01/2026-12/2026,2026,PACE,Los Angeles,MyPlace South LA,MyPlace South LA,Non-Dual - SIS,8689.65,9147.65,9645.74,9945.21
01/2026-12/2026,2026,PACE,Los Angeles,MyPlace South LA,MyPlace South LA,Full-Dual - UIS Federal,155.03,163.08,171.83,200.51
01/2026-12/2026,2026,PACE,Los Angeles,MyPlace South LA,MyPlace South LA,Non-Dual - UIS Federal,1042.76,1097.72,1157.49,1193.42
01/2026-12/2026,2026,PACE,Placer,Tungsten Health PACE,Tungsten Health PACE,Full-Dual - UIS State-Only,6446.63,6781.48,7145.57,7132.91
01/2026-12/2026,2026,PACE,Placer,Tungsten Health PACE,Tungsten Health PACE,Non-Dual - UIS State-Only,8410.09,8856.61,9342.25,9753.74
01/2026-12/2026,2026,PACE,Placer,Tungsten Health PACE,Tungsten Health PACE,Full-Dual - SIS,6646.01,6991.22,7366.57,7353.51
01/2026-12/2026,2026,PACE,Placer,Tungsten Health PACE,Tungsten Health PACE,Non-Dual - SIS,9556.92,10064.32,10616.19,11083.8
01/2026-12/2026,2026,PACE,Placer,Tungsten Health PACE,Tungsten Health PACE,Full-Dual - UIS Federal,199.38,209.74,221.0,220.61
01/2026-12/2026,2026,PACE,Placer,Tungsten Health PACE,Tungsten Health PACE,Non-Dual - UIS Federal,1146.83,1207.72,1273.94,1330.06
01/2026-12/2026,2026,PACE,Sacramento,Tungsten Health PACE,Tungsten Health PACE,Full-Dual - UIS State-Only,6446.63,6781.48,7145.57,7132.91
01/2026-12/2026,2026,PACE,Sacramento,Tungsten Health PACE,Tungsten Health PACE,Non-Dual - UIS State-Only,8410.09,8856.61,9342.25,9753.74
01/2026-12/2026,2026,PACE,Sacramento,Tungsten Health PACE,Tungsten Health PACE,Full-Dual - SIS,6646.01,6991.22,7366.57,7353.51
01/2026-12/2026,2026,PACE,Sacramento,Tungsten Health PACE,Tungsten Health PACE,Non-Dual - SIS,9556.92,10064.32,10616.19,11083.8
01/2026-12/2026,2026,PACE,Sacramento,Tungsten Health PACE,Tungsten Health PACE,Full-Dual - UIS Federal,199.38,209.74,221.0,220.61
01/2026-12/2026,2026,PACE,Sacramento,Tungsten Health PACE,Tungsten Health PACE,Non-Dual - UIS Federal,1146.83,1207.72,1273.94,1330.06
01/2026-12/2026,2026,PACE,Sutter,Tungsten Health PACE,Tungsten Health PACE,Full-Dual - UIS State-Only,6446.63,6781.48,7145.57,7132.91
01/2026-12/2026,2026,PACE,Sutter,Tungsten Health PACE,Tungsten Health PACE,Non-Dual - UIS State-Only,8410.09,8856.61,9342.25,9753.74
01/2026-12/2026,2026,PACE,Sutter,Tungsten Health PACE,Tungsten Health PACE,Full-Dual - SIS,6646.01,6991.22,7366.57,7353.51
01/2026-12/2026,2026,PACE,Sutter,Tungsten Health PACE,Tungsten Health PACE,Non-Dual - SIS,9556.92,10064.32,10616.19,11083.8
01/2026-12/2026,2026,PACE,Sutter,Tungsten Health PACE,Tungsten Health PACE,Full-Dual - UIS Federal,199.38,209.74,221.0,220.61
01/2026-12/2026,2026,PACE,Sutter,Tungsten Health PACE,Tungsten Health PACE,Non-Dual - UIS Federal,1146.83,1207.72,1273.94,1330.06
01/2026-12/2026,2026,PACE,Los Angeles,Tungsten Health PACE,Tungsten Health PACE,Full-Dual - UIS State-Only,5049.43,5311.56,5596.57,6483.05
01/2026-12/2026,2026,PACE,Los Angeles,Tungsten Health PACE,Tungsten Health PACE,Non-Dual - UIS State-Only,7702.98,8108.98,8550.51,8751.78
01/2026-12/2026,2026,PACE,Los Angeles,Tungsten Health PACE,Tungsten Health PACE,Full-Dual - SIS,5205.59,5475.83,5769.66,6683.56
01/2026-12/2026,2026,PACE,Los Angeles,Tungsten Health PACE,Tungsten Health PACE,Non-Dual - SIS,8753.39,9214.75,9716.49,9945.21
01/2026-12/2026,2026,PACE,Los Angeles,Tungsten Health PACE,Tungsten Health PACE,Full-Dual - UIS Federal,156.17,164.27,173.09,200.51
01/2026-12/2026,2026,PACE,Los Angeles,Tungsten Health PACE,Tungsten Health PACE,Non-Dual - UIS Federal,1050.41,1105.77,1165.98,1193.42
01/2026-12/2026,2026,PACE,Los Angeles,Complete Care PACE,Complete Care PACE,Full-Dual - UIS State-Only,5123.54,5395.23,5690.74,6483.05
01/2026-12/2026,2026,PACE,Los Angeles,Complete Care PACE,Complete Care PACE,Non-Dual - UIS State-Only,7821.06,8242.58,8701.19,8751.78
01/2026-12/2026,2026,PACE,Los Angeles,Complete Care PACE,Complete Care PACE,Full-Dual - SIS,5282.0,5562.09,5866.75,6683.56
01/2026-12/2026,2026,PACE,Los Angeles,Complete Care PACE,Complete Care PACE,Non-Dual - SIS,8887.56,9366.57,9887.72,9945.21
01/2026-12/2026,2026,PACE,Los Angeles,Complete Care PACE,Complete Care PACE,Full-Dual - UIS Federal,158.46,166.86,176.0,200.51
01/2026-12/2026,2026,PACE,Los Angeles,Complete Care PACE,Complete Care PACE,Non-Dual - UIS Federal,1066.51,1123.99,1186.53,1193.42
01/2026-12/2026,2026,PACE,Los Angeles,1818 Western LLC,1818 Western LLC,Full-Dual - UIS State-Only,4975.89,5234.2,5515.07,6483.05
01/2026-12/2026,2026,PACE,Los Angeles,1818 Western LLC,1818 Western LLC,Non-Dual - UIS State-Only,7590.8,7990.89,8425.99,8751.78
01/2026-12/2026,2026,PACE,Los Angeles,1818 Western LLC,1818 Western LLC,Full-Dual - SIS,5129.78,5396.09,5685.64,6683.56
01/2026-12/2026,2026,PACE,Los Angeles,1818 Western LLC,1818 Western LLC,Non-Dual - SIS,8625.91,9080.55,9574.99,9945.21
01/2026-12/2026,2026,PACE,Los Angeles,1818 Western LLC,1818 Western LLC,Full-Dual - UIS Federal,153.89,161.88,170.57,200.51
01/2026-12/2026,2026,PACE,Los Angeles,1818 Western LLC,1818 Western LLC,Non-Dual - UIS Federal,1035.11,1089.67,1149.0,1193.42
01/2026-12/2026,2026,PACE,Los Angeles,"Brandman Centers for Senior Care, Inc.","Brandman Centers for Senior Care, Inc.",Full-Dual - UIS State-Only,5035.39,5298.14,5583.85,6483.05
01/2026-12/2026,2026,PACE,Los Angeles,"Brandman Centers for Senior Care, Inc.","Brandman Centers for Senior Care, Inc.",Non-Dual - UIS State-Only,7331.37,7718.99,8140.55,8751.78
01/2026-12/2026,2026,PACE,Los Angeles,"Brandman Centers for Senior Care, Inc.","Brandman Centers for Senior Care, Inc.",Full-Dual - SIS,5191.13,5462.0,5756.55,6683.56
01/2026-12/2026,2026,PACE,Los Angeles,"Brandman Centers for Senior Care, Inc.","Brandman Centers for Senior Care, Inc.",Non-Dual - SIS,8331.1,8771.58,9250.62,9945.21
01/2026-12/2026,2026,PACE,Los Angeles,"Brandman Centers for Senior Care, Inc.","Brandman Centers for Senior Care, Inc.",Full-Dual - UIS Federal,155.73,163.86,172.7,200.51
01/2026-12/2026,2026,PACE,Los Angeles,"Brandman Centers for Senior Care, Inc.","Brandman Centers for Senior Care, Inc.",Non-Dual - UIS Federal,999.73,1052.59,1110.07,1193.42
01/2026-12/2026,2026,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.","Centro de Salud de la Comunidad de San Ysidro, Inc.",Full-Dual - UIS State-Only,4693.0,4937.07,5202.46,6119.96
01/2026-12/2026,2026,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.","Centro de Salud de la Comunidad de San Ysidro, Inc.",Non-Dual - UIS State-Only,8771.7,9234.83,9738.5,9528.69
01/2026-12/2026,2026,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.","Centro de Salud de la Comunidad de San Ysidro, Inc.",Full-Dual - SIS,4838.15,5089.77,5363.36,6309.24
01/2026-12/2026,2026,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.","Centro de Salud de la Comunidad de San Ysidro, Inc.",Non-Dual - SIS,9967.84,10494.12,11066.48,10828.06
01/2026-12/2026,2026,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.","Centro de Salud de la Comunidad de San Ysidro, Inc.",Full-Dual - UIS Federal,145.14,152.69,160.9,189.28
01/2026-12/2026,2026,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.","Centro de Salud de la Comunidad de San Ysidro, Inc.",Non-Dual - UIS Federal,1196.14,1259.29,1327.98,1299.37
01/2026-12/2026,2026,PACE,Los Angeles,"ConcertoHealth PACE of Los Angeles, LLC","ConcertoHealth PACE of Los Angeles, LLC",Full-Dual - UIS State-Only,4902.35,5156.85,5433.56,6483.05
01/2026-12/2026,2026,PACE,Los Angeles,"ConcertoHealth PACE of Los Angeles, LLC","ConcertoHealth PACE of Los Angeles, LLC",Non-Dual - UIS State-Only,7478.62,7872.8,8301.47,8751.78
01/2026-12/2026,2026,PACE,Los Angeles,"ConcertoHealth PACE of Los Angeles, LLC","ConcertoHealth PACE of Los Angeles, LLC",Full-Dual - SIS,5053.97,5316.34,5601.61,6683.56
01/2026-12/2026,2026,PACE,Los Angeles,"ConcertoHealth PACE of Los Angeles, LLC","ConcertoHealth PACE of Los Angeles, LLC",Non-Dual - SIS,8498.44,8946.36,9433.49,9945.21
01/2026-12/2026,2026,PACE,Los Angeles,"ConcertoHealth PACE of Los Angeles, LLC","ConcertoHealth PACE of Los Angeles, LLC",Full-Dual - UIS Federal,151.62,159.49,168.05,200.51
01/2026-12/2026,2026,PACE,Los Angeles,"ConcertoHealth PACE of Los Angeles, LLC","ConcertoHealth PACE of Los Angeles, LLC",Non-Dual - UIS Federal,1019.81,1073.56,1132.02,1193.42
01/2026-12/2026,2026,PACE,San Diego,"Family Health Centers of San Diego, Inc","Family Health Centers of San Diego, Inc",Full-Dual - UIS State-Only,4438.72,4671.06,4923.7,6119.96
01/2026-12/2026,2026,PACE,San Diego,"Family Health Centers of San Diego, Inc","Family Health Centers of San Diego, Inc",Non-Dual - UIS State-Only,7452.97,7847.55,8276.69,9528.69
01/2026-12/2026,2026,PACE,San Diego,"Family Health Centers of San Diego, Inc","Family Health Centers of San Diego, Inc",Full-Dual - SIS,4576.0,4815.52,5075.98,6309.24
01/2026-12/2026,2026,PACE,San Diego,"Family Health Centers of San Diego, Inc","Family Health Centers of San Diego, Inc",Non-Dual - SIS,8469.28,8917.67,9405.33,10828.06
01/2026-12/2026,2026,PACE,San Diego,"Family Health Centers of San Diego, Inc","Family Health Centers of San Diego, Inc",Full-Dual - UIS Federal,137.28,144.47,152.28,189.28
01/2026-12/2026,2026,PACE,San Diego,"Family Health Centers of San Diego, Inc","Family Health Centers of San Diego, Inc",Non-Dual - UIS Federal,1016.31,1070.12,1128.64,1299.37
01/2026-12/2026,2026,PACE,San Diego,"Gary & Mary West Senior Services, Inc.","Gary & Mary West Senior Services, Inc.",Full-Dual - UIS State-Only,5244.16,5515.08,5809.63,6119.96
01/2026-12/2026,2026,PACE,San Diego,"Gary & Mary West Senior Services, Inc.","Gary & Mary West Senior Services, Inc.",Non-Dual - UIS State-Only,8684.35,9141.88,9639.44,9528.69
01/2026-12/2026,2026,PACE,San Diego,"Gary & Mary West Senior Services, Inc.","Gary & Mary West Senior Services, Inc.",Full-Dual - SIS,5406.35,5685.65,5989.31,6309.24
01/2026-12/2026,2026,PACE,San Diego,"Gary & Mary West Senior Services, Inc.","Gary & Mary West Senior Services, Inc.",Non-Dual - SIS,9868.58,10388.5,10953.91,10828.06
01/2026-12/2026,2026,PACE,San Diego,"Gary & Mary West Senior Services, Inc.","Gary & Mary West Senior Services, Inc.",Full-Dual - UIS Federal,162.19,170.57,179.68,189.28
01/2026-12/2026,2026,PACE,San Diego,"Gary & Mary West Senior Services, Inc.","Gary & Mary West Senior Services, Inc.",Non-Dual - UIS Federal,1184.23,1246.62,1314.47,1299.37
01/2026-12/2026,2026,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated","Humboldt Senior Resource Center, Incorporated",Full-Dual - UIS State-Only,5177.12,5441.16,5728.18,6982.37
01/2026-12/2026,2026,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated","Humboldt Senior Resource Center, Incorporated",Non-Dual - UIS State-Only,8124.83,8553.51,9019.7,10913.43
01/2026-12/2026,2026,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated","Humboldt Senior Resource Center, Incorporated",Full-Dual - SIS,5337.24,5609.44,5905.34,7198.32
01/2026-12/2026,2026,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated","Humboldt Senior Resource Center, Incorporated",Non-Dual - SIS,9232.76,9719.89,10249.66,12401.62
01/2026-12/2026,2026,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated","Humboldt Senior Resource Center, Incorporated",Full-Dual - UIS Federal,160.12,168.28,177.16,215.95
01/2026-12/2026,2026,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated","Humboldt Senior Resource Center, Incorporated",Non-Dual - UIS Federal,1107.93,1166.39,1229.96,1488.19
01/2026-12/2026,2026,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,6053.0,6369.11,6712.85,7132.91
01/2026-12/2026,2026,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,8040.92,8467.89,8932.28,9753.74
01/2026-12/2026,2026,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,6240.2,6566.09,6920.46,7353.51
01/2026-12/2026,2026,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,9137.41,9622.6,10150.32,11083.8
01/2026-12/2026,2026,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federal,187.21,196.98,207.61,220.61
01/2026-12/2026,2026,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federal,1096.49,1154.71,1218.04,1330.06
01/2026-12/2026,2026,PACE,Placer,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,6053.0,6369.11,6712.85,7132.91
01/2026-12/2026,2026,PACE,Placer,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,8040.92,8467.89,8932.28,9753.74
01/2026-12/2026,2026,PACE,Placer,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,6240.2,6566.09,6920.46,7353.51
01/2026-12/2026,2026,PACE,Placer,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,9137.41,9622.6,10150.32,11083.8
01/2026-12/2026,2026,PACE,Placer,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federal,187.21,196.98,207.61,220.61
01/2026-12/2026,2026,PACE,Placer,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federal,1096.49,1154.71,1218.04,1330.06
01/2026-12/2026,2026,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,6053.0,6369.11,6712.85,7132.91
01/2026-12/2026,2026,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,8040.92,8467.89,8932.28,9753.74
01/2026-12/2026,2026,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,6240.2,6566.09,6920.46,7353.51
01/2026-12/2026,2026,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,9137.41,9622.6,10150.32,11083.8
01/2026-12/2026,2026,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federal,187.21,196.98,207.61,220.61
01/2026-12/2026,2026,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federal,1096.49,1154.71,1218.04,1330.06
01/2026-12/2026,2026,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,6053.0,6369.11,6712.85,7132.91
01/2026-12/2026,2026,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,8040.92,8467.89,8932.28,9753.74
01/2026-12/2026,2026,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,6240.2,6566.09,6920.46,7353.51
01/2026-12/2026,2026,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,9137.41,9622.6,10150.32,11083.8
01/2026-12/2026,2026,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federal,187.21,196.98,207.61,220.61
01/2026-12/2026,2026,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federal,1096.49,1154.71,1218.04,1330.06
01/2026-12/2026,2026,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,6053.0,6369.11,6712.85,7132.91
01/2026-12/2026,2026,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,8040.92,8467.89,8932.28,9753.74
01/2026-12/2026,2026,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,6240.2,6566.09,6920.46,7353.51
01/2026-12/2026,2026,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,9137.41,9622.6,10150.32,11083.8
01/2026-12/2026,2026,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federal,187.21,196.98,207.61,220.61
01/2026-12/2026,2026,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federal,1096.49,1154.71,1218.04,1330.06
01/2026-12/2026,2026,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,6053.0,6369.11,6712.85,7132.91
01/2026-12/2026,2026,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,8040.92,8467.89,8932.28,9753.74
01/2026-12/2026,2026,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,6240.2,6566.09,6920.46,7353.51
01/2026-12/2026,2026,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,9137.41,9622.6,10150.32,11083.8
01/2026-12/2026,2026,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federal,187.21,196.98,207.61,220.61
01/2026-12/2026,2026,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federal,1096.49,1154.71,1218.04,1330.06
01/2026-12/2026,2026,PACE,Fresno,"Innovative Integrated Health, Inc.","Innovative Integrated Health, Inc.",Full-Dual - UIS State-Only,5266.21,5535.6,5828.46,6119.08
01/2026-12/2026,2026,PACE,Fresno,"Innovative Integrated Health, Inc.","Innovative Integrated Health, Inc.",Non-Dual - UIS State-Only,6641.12,6986.45,7361.93,8369.02
