Rating Period,Calendar Year,Model,County,Health Plan,Brand,Category of Aid,Lower Bound,Midpoint,Upper Bound
1/22-12/22,2022,Regional,Sierra,CA Health & Wellness,California Health and Wellness,Adult Expansion,330.9,342.53,354.72
1/22-12/22,2022,Regional,Sierra,CA Health & Wellness,California Health and Wellness,SPD,929.39,959.34,990.6
1/22-12/22,2022,Regional,Sierra,CA Health & Wellness,California Health and Wellness,SPD Dual,212.13,219.76,227.78
1/22-12/22,2022,Regional,Sierra,CA Health & Wellness,California Health and Wellness,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Sierra,CA Health & Wellness,California Health and Wellness,Behavioral Health Treatment 0-6,2369.74,2448.75,2530.9
1/22-12/22,2022,Regional,Sierra,CA Health & Wellness,California Health and Wellness,Behavioral Health Treatment 7-20,1697.35,1753.93,1812.77
1/22-12/22,2022,Regional,Sutter,CA Health & Wellness,California Health and Wellness,Child,68.17,71.63,75.3
1/22-12/22,2022,Regional,Sutter,CA Health & Wellness,California Health and Wellness,Adult,262.38,271.95,282.0
1/22-12/22,2022,Regional,Sutter,CA Health & Wellness,California Health and Wellness,Adult Expansion,330.9,342.53,354.72
1/22-12/22,2022,Regional,Sutter,CA Health & Wellness,California Health and Wellness,SPD,929.39,959.34,990.6
1/22-12/22,2022,Regional,Sutter,CA Health & Wellness,California Health and Wellness,SPD Dual,212.13,219.76,227.78
1/22-12/22,2022,Regional,Sutter,CA Health & Wellness,California Health and Wellness,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Sutter,CA Health & Wellness,California Health and Wellness,Behavioral Health Treatment 0-6,2369.74,2448.75,2530.9
1/22-12/22,2022,Regional,Sutter,CA Health & Wellness,California Health and Wellness,Behavioral Health Treatment 7-20,1697.35,1753.93,1812.77
1/22-12/22,2022,Regional,Tehama,CA Health & Wellness,California Health and Wellness,Child,68.17,71.63,75.3
1/22-12/22,2022,Regional,Tehama,CA Health & Wellness,California Health and Wellness,Adult,262.38,271.95,282.0
1/22-12/22,2022,Regional,Tehama,CA Health & Wellness,California Health and Wellness,Adult Expansion,330.9,342.53,354.72
1/22-12/22,2022,Regional,Tehama,CA Health & Wellness,California Health and Wellness,SPD,929.39,959.34,990.6
1/22-12/22,2022,Regional,Tehama,CA Health & Wellness,California Health and Wellness,SPD Dual,212.13,219.76,227.78
1/22-12/22,2022,Regional,Tehama,CA Health & Wellness,California Health and Wellness,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Tehama,CA Health & Wellness,California Health and Wellness,Behavioral Health Treatment 0-6,2369.74,2448.75,2530.9
1/22-12/22,2022,Regional,Tehama,CA Health & Wellness,California Health and Wellness,Behavioral Health Treatment 7-20,1697.35,1753.93,1812.77
1/22-12/22,2022,Regional,Tuolumne,CA Health & Wellness,California Health and Wellness,Child,68.17,71.63,75.3
1/22-12/22,2022,Regional,Tuolumne,CA Health & Wellness,California Health and Wellness,Adult,262.38,271.95,282.0
1/22-12/22,2022,Regional,Tuolumne,CA Health & Wellness,California Health and Wellness,Adult Expansion,330.9,342.53,354.72
1/22-12/22,2022,Regional,Tuolumne,CA Health & Wellness,California Health and Wellness,SPD,929.39,959.34,990.6
1/22-12/22,2022,Regional,Tuolumne,CA Health & Wellness,California Health and Wellness,SPD Dual,212.13,219.76,227.78
1/22-12/22,2022,Regional,Tuolumne,CA Health & Wellness,California Health and Wellness,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Tuolumne,CA Health & Wellness,California Health and Wellness,Behavioral Health Treatment 0-6,2369.74,2448.75,2530.9
1/22-12/22,2022,Regional,Tuolumne,CA Health & Wellness,California Health and Wellness,Behavioral Health Treatment 7-20,1697.35,1753.93,1812.77
1/22-12/22,2022,Regional,Yuba,CA Health & Wellness,California Health and Wellness,Child,68.17,71.63,75.3
1/22-12/22,2022,Regional,Yuba,CA Health & Wellness,California Health and Wellness,Adult,262.38,271.95,282.0
1/22-12/22,2022,Regional,Yuba,CA Health & Wellness,California Health and Wellness,Adult Expansion,330.9,342.53,354.72
1/22-12/22,2022,Regional,Yuba,CA Health & Wellness,California Health and Wellness,SPD,929.39,959.34,990.6
1/22-12/22,2022,Regional,Yuba,CA Health & Wellness,California Health and Wellness,SPD Dual,212.13,219.76,227.78
1/22-12/22,2022,Regional,Yuba,CA Health & Wellness,California Health and Wellness,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Yuba,CA Health & Wellness,California Health and Wellness,Behavioral Health Treatment 0-6,2369.74,2448.75,2530.9
1/22-12/22,2022,Regional,Yuba,CA Health & Wellness,California Health and Wellness,Behavioral Health Treatment 7-20,1697.35,1753.93,1812.77
1/22-12/22,2022,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,Child,63.5,66.72,70.14
1/22-12/22,2022,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,Adult,225.44,233.64,242.25
1/22-12/22,2022,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,279.41,289.21,299.49
1/22-12/22,2022,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,SPD,758.36,782.77,808.26
1/22-12/22,2022,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,174.45,180.67,187.2
1/22-12/22,2022,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3665.62,3787.83,3914.9
1/22-12/22,2022,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2349.28,2427.6,2509.04
1/22-12/22,2022,Regional,Amador,Anthem Blue Cross,Anthem Blue Cross,Child,63.5,66.72,70.14
1/22-12/22,2022,Regional,Amador,Anthem Blue Cross,Anthem Blue Cross,Adult,225.44,233.64,242.25
1/22-12/22,2022,Regional,Amador,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,279.41,289.21,299.49
1/22-12/22,2022,Regional,Amador,Anthem Blue Cross,Anthem Blue Cross,SPD,758.36,782.77,808.26
1/22-12/22,2022,Regional,Amador,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,174.45,180.67,187.2
1/22-12/22,2022,Regional,Amador,Anthem Blue Cross,Anthem Blue Cross,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Amador,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3665.62,3787.83,3914.9
1/22-12/22,2022,Regional,Amador,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2349.28,2427.6,2509.04
1/22-12/22,2022,Regional,Butte,Anthem Blue Cross,Anthem Blue Cross,Child,63.5,66.72,70.14
1/22-12/22,2022,Regional,Butte,Anthem Blue Cross,Anthem Blue Cross,Adult,225.44,233.64,242.25
1/22-12/22,2022,Regional,Butte,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,279.41,289.21,299.49
1/22-12/22,2022,Regional,Butte,Anthem Blue Cross,Anthem Blue Cross,SPD,758.36,782.77,808.26
1/22-12/22,2022,Regional,Butte,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,174.45,180.67,187.2
1/22-12/22,2022,Regional,Butte,Anthem Blue Cross,Anthem Blue Cross,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Butte,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3665.62,3787.83,3914.9
1/22-12/22,2022,Regional,Butte,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2349.28,2427.6,2509.04
1/22-12/22,2022,Regional,Calaveras,Anthem Blue Cross,Anthem Blue Cross,Child,63.5,66.72,70.14
1/22-12/22,2022,Regional,Calaveras,Anthem Blue Cross,Anthem Blue Cross,Adult,225.44,233.64,242.25
1/22-12/22,2022,Regional,Calaveras,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,279.41,289.21,299.49
1/22-12/22,2022,Regional,Calaveras,Anthem Blue Cross,Anthem Blue Cross,SPD,758.36,782.77,808.26
1/22-12/22,2022,Regional,Calaveras,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,174.45,180.67,187.2
1/22-12/22,2022,Regional,Calaveras,Anthem Blue Cross,Anthem Blue Cross,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Calaveras,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3665.62,3787.83,3914.9
1/22-12/22,2022,Regional,Calaveras,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2349.28,2427.6,2509.04
1/22-12/22,2022,Regional,Colusa,Anthem Blue Cross,Anthem Blue Cross,Child,63.5,66.72,70.14
1/22-12/22,2022,Regional,Colusa,Anthem Blue Cross,Anthem Blue Cross,Adult,225.44,233.64,242.25
1/22-12/22,2022,Regional,Colusa,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,279.41,289.21,299.49
1/22-12/22,2022,Regional,Colusa,Anthem Blue Cross,Anthem Blue Cross,SPD,758.36,782.77,808.26
1/22-12/22,2022,Regional,Colusa,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,174.45,180.67,187.2
1/22-12/22,2022,Regional,Colusa,Anthem Blue Cross,Anthem Blue Cross,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Colusa,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3665.62,3787.83,3914.9
1/22-12/22,2022,Regional,Colusa,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2349.28,2427.6,2509.04
1/22-12/22,2022,Regional,El Dorado,Anthem Blue Cross,Anthem Blue Cross,Child,63.5,66.72,70.14
1/22-12/22,2022,Regional,El Dorado,Anthem Blue Cross,Anthem Blue Cross,Adult,225.44,233.64,242.25
1/22-12/22,2022,Regional,El Dorado,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,279.41,289.21,299.49
1/22-12/22,2022,Regional,El Dorado,Anthem Blue Cross,Anthem Blue Cross,SPD,758.36,782.77,808.26
1/22-12/22,2022,Regional,El Dorado,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,174.45,180.67,187.2
1/22-12/22,2022,Regional,El Dorado,Anthem Blue Cross,Anthem Blue Cross,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,El Dorado,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3665.62,3787.83,3914.9
1/22-12/22,2022,Regional,El Dorado,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2349.28,2427.6,2509.04
1/22-12/22,2022,Regional,Glenn,Anthem Blue Cross,Anthem Blue Cross,Child,63.5,66.72,70.14
1/22-12/22,2022,Regional,Glenn,Anthem Blue Cross,Anthem Blue Cross,Adult,225.44,233.64,242.25
1/22-12/22,2022,Regional,Glenn,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,279.41,289.21,299.49
1/22-12/22,2022,Regional,Glenn,Anthem Blue Cross,Anthem Blue Cross,SPD,758.36,782.77,808.26
1/22-12/22,2022,Regional,Glenn,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,174.45,180.67,187.2
1/22-12/22,2022,Regional,Glenn,Anthem Blue Cross,Anthem Blue Cross,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Glenn,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3665.62,3787.83,3914.9
1/22-12/22,2022,Regional,Glenn,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2349.28,2427.6,2509.04
1/22-12/22,2022,Regional,Inyo,Anthem Blue Cross,Anthem Blue Cross,Child,63.5,66.72,70.14
1/22-12/22,2022,Regional,Inyo,Anthem Blue Cross,Anthem Blue Cross,Adult,225.44,233.64,242.25
1/22-12/22,2022,Regional,Inyo,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,279.41,289.21,299.49
1/22-12/22,2022,Regional,Inyo,Anthem Blue Cross,Anthem Blue Cross,SPD,758.36,782.77,808.26
1/22-12/22,2022,Regional,Inyo,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,174.45,180.67,187.2
1/22-12/22,2022,Regional,Inyo,Anthem Blue Cross,Anthem Blue Cross,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Inyo,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3665.62,3787.83,3914.9
1/22-12/22,2022,Regional,Inyo,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2349.28,2427.6,2509.04
1/22-12/22,2022,Regional,Mariposa,Anthem Blue Cross,Anthem Blue Cross,Child,63.5,66.72,70.14
1/22-12/22,2022,Regional,Mariposa,Anthem Blue Cross,Anthem Blue Cross,Adult,225.44,233.64,242.25
1/22-12/22,2022,Regional,Mariposa,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,279.41,289.21,299.49
1/22-12/22,2022,Regional,Mariposa,Anthem Blue Cross,Anthem Blue Cross,SPD,758.36,782.77,808.26
1/22-12/22,2022,Regional,Mariposa,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,174.45,180.67,187.2
1/22-12/22,2022,Regional,Mariposa,Anthem Blue Cross,Anthem Blue Cross,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Mariposa,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3665.62,3787.83,3914.9
1/22-12/22,2022,Regional,Mariposa,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2349.28,2427.6,2509.04
1/22-12/22,2022,Regional,Mono,Anthem Blue Cross,Anthem Blue Cross,Child,63.5,66.72,70.14
1/22-12/22,2022,Regional,Mono,Anthem Blue Cross,Anthem Blue Cross,Adult,225.44,233.64,242.25
1/22-12/22,2022,Regional,Mono,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,279.41,289.21,299.49
1/22-12/22,2022,Regional,Mono,Anthem Blue Cross,Anthem Blue Cross,SPD,758.36,782.77,808.26
1/22-12/22,2022,Regional,Mono,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,174.45,180.67,187.2
1/22-12/22,2022,Regional,Mono,Anthem Blue Cross,Anthem Blue Cross,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Mono,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3665.62,3787.83,3914.9
1/22-12/22,2022,Regional,Mono,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2349.28,2427.6,2509.04
1/22-12/22,2022,Regional,Nevada,Anthem Blue Cross,Anthem Blue Cross,Child,63.5,66.72,70.14
1/22-12/22,2022,Regional,Nevada,Anthem Blue Cross,Anthem Blue Cross,Adult,225.44,233.64,242.25
1/22-12/22,2022,Regional,Nevada,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,279.41,289.21,299.49
1/22-12/22,2022,Regional,Nevada,Anthem Blue Cross,Anthem Blue Cross,SPD,758.36,782.77,808.26
1/22-12/22,2022,Regional,Nevada,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,174.45,180.67,187.2
1/22-12/22,2022,Regional,Nevada,Anthem Blue Cross,Anthem Blue Cross,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Nevada,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3665.62,3787.83,3914.9
1/22-12/22,2022,Regional,Nevada,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2349.28,2427.6,2509.04
1/22-12/22,2022,Regional,Placer,Anthem Blue Cross,Anthem Blue Cross,Child,63.5,66.72,70.14
1/22-12/22,2022,Regional,Placer,Anthem Blue Cross,Anthem Blue Cross,Adult,225.44,233.64,242.25
1/22-12/22,2022,Regional,Placer,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,279.41,289.21,299.49
1/22-12/22,2022,Regional,Placer,Anthem Blue Cross,Anthem Blue Cross,SPD,758.36,782.77,808.26
1/22-12/22,2022,Regional,Placer,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,174.45,180.67,187.2
1/22-12/22,2022,Regional,Placer,Anthem Blue Cross,Anthem Blue Cross,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Placer,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3665.62,3787.83,3914.9
1/22-12/22,2022,Regional,Placer,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2349.28,2427.6,2509.04
1/22-12/22,2022,Regional,Plumas,Anthem Blue Cross,Anthem Blue Cross,Child,63.5,66.72,70.14
1/22-12/22,2022,Regional,Plumas,Anthem Blue Cross,Anthem Blue Cross,Adult,225.44,233.64,242.25
1/22-12/22,2022,Regional,Plumas,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,279.41,289.21,299.49
1/22-12/22,2022,Regional,Plumas,Anthem Blue Cross,Anthem Blue Cross,SPD,758.36,782.77,808.26
1/22-12/22,2022,Regional,Plumas,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,174.45,180.67,187.2
1/22-12/22,2022,Regional,Plumas,Anthem Blue Cross,Anthem Blue Cross,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Plumas,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3665.62,3787.83,3914.9
1/22-12/22,2022,Regional,Plumas,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2349.28,2427.6,2509.04
1/22-12/22,2022,Regional,Sierra,Anthem Blue Cross,Anthem Blue Cross,Child,63.5,66.72,70.14
1/22-12/22,2022,Regional,Sierra,Anthem Blue Cross,Anthem Blue Cross,Adult,225.44,233.64,242.25
1/22-12/22,2022,Regional,Sierra,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,279.41,289.21,299.49
1/22-12/22,2022,Regional,Sierra,Anthem Blue Cross,Anthem Blue Cross,SPD,758.36,782.77,808.26
1/22-12/22,2022,Regional,Sierra,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,174.45,180.67,187.2
1/22-12/22,2022,Regional,Sierra,Anthem Blue Cross,Anthem Blue Cross,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Sierra,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3665.62,3787.83,3914.9
1/22-12/22,2022,Regional,Sierra,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2349.28,2427.6,2509.04
1/22-12/22,2022,Regional,Sutter,Anthem Blue Cross,Anthem Blue Cross,Child,63.5,66.72,70.14
1/22-12/22,2022,Regional,Sutter,Anthem Blue Cross,Anthem Blue Cross,Adult,225.44,233.64,242.25
1/22-12/22,2022,Regional,Sutter,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,279.41,289.21,299.49
1/22-12/22,2022,Regional,Sutter,Anthem Blue Cross,Anthem Blue Cross,SPD,758.36,782.77,808.26
1/22-12/22,2022,Regional,Sutter,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,174.45,180.67,187.2
1/22-12/22,2022,Regional,Sutter,Anthem Blue Cross,Anthem Blue Cross,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Sutter,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3665.62,3787.83,3914.9
1/22-12/22,2022,Regional,Sutter,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2349.28,2427.6,2509.04
1/22-12/22,2022,Regional,Tehama,Anthem Blue Cross,Anthem Blue Cross,Child,63.5,66.72,70.14
1/22-12/22,2022,Regional,Tehama,Anthem Blue Cross,Anthem Blue Cross,Adult,225.44,233.64,242.25
1/22-12/22,2022,Regional,Tehama,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,279.41,289.21,299.49
1/22-12/22,2022,Regional,Tehama,Anthem Blue Cross,Anthem Blue Cross,SPD,758.36,782.77,808.26
1/22-12/22,2022,Regional,Tehama,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,174.45,180.67,187.2
1/22-12/22,2022,Regional,Tehama,Anthem Blue Cross,Anthem Blue Cross,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Tehama,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3665.62,3787.83,3914.9
1/22-12/22,2022,Regional,Tehama,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2349.28,2427.6,2509.04
1/22-12/22,2022,Regional,Tuolumne,Anthem Blue Cross,Anthem Blue Cross,Child,63.5,66.72,70.14
1/22-12/22,2022,Regional,Tuolumne,Anthem Blue Cross,Anthem Blue Cross,Adult,225.44,233.64,242.25
1/22-12/22,2022,Regional,Tuolumne,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,279.41,289.21,299.49
1/22-12/22,2022,Regional,Tuolumne,Anthem Blue Cross,Anthem Blue Cross,SPD,758.36,782.77,808.26
1/22-12/22,2022,Regional,Tuolumne,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,174.45,180.67,187.2
1/22-12/22,2022,Regional,Tuolumne,Anthem Blue Cross,Anthem Blue Cross,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Tuolumne,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3665.62,3787.83,3914.9
1/22-12/22,2022,Regional,Tuolumne,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2349.28,2427.6,2509.04
1/22-12/22,2022,Regional,Yuba,Anthem Blue Cross,Anthem Blue Cross,Child,63.5,66.72,70.14
1/22-12/22,2022,Regional,Yuba,Anthem Blue Cross,Anthem Blue Cross,Adult,225.44,233.64,242.25
1/22-12/22,2022,Regional,Yuba,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,279.41,289.21,299.49
1/22-12/22,2022,Regional,Yuba,Anthem Blue Cross,Anthem Blue Cross,SPD,758.36,782.77,808.26
1/22-12/22,2022,Regional,Yuba,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,174.45,180.67,187.2
1/22-12/22,2022,Regional,Yuba,Anthem Blue Cross,Anthem Blue Cross,Maternity,11430.81,11782.07,12146.67
1/22-12/22,2022,Regional,Yuba,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3665.62,3787.83,3914.9
1/22-12/22,2022,Regional,Yuba,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2349.28,2427.6,2509.04
1/22-12/22,2022,Regional,San Benito,Anthem Blue Cross,Anthem Blue Cross,Child,54.82,57.46,60.26
1/22-12/22,2022,Regional,San Benito,Anthem Blue Cross,Anthem Blue Cross,Adult,198.05,205.19,212.69
1/22-12/22,2022,Regional,San Benito,Anthem Blue Cross,Anthem Blue Cross,Adult Expansion,269.46,278.75,288.47
1/22-12/22,2022,Regional,San Benito,Anthem Blue Cross,Anthem Blue Cross,SPD,536.65,553.8,571.7
1/22-12/22,2022,Regional,San Benito,Anthem Blue Cross,Anthem Blue Cross,SPD Dual,167.01,172.78,178.83
1/22-12/22,2022,Regional,San Benito,Anthem Blue Cross,Anthem Blue Cross,Maternity,11493.51,11846.69,12213.29
1/22-12/22,2022,Regional,San Benito,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 0-6,3094.78,3197.95,3305.24
1/22-12/22,2022,Regional,San Benito,Anthem Blue Cross,Anthem Blue Cross,Behavioral Health Treatment 7-20,2051.6,2119.99,2191.11
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,Child - UIS Federal,20.21,21.6,23.08
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,Adult - UIS Federal,169.05,174.89,181.0
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,ACA Optional Expansion - UIS Federal,238.57,246.48,254.75
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,SPD - UIS Federal,676.66,697.7,719.62
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,SPD/Full-Dual - UIS Federal,127.25,131.67,136.31
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,LTC - UIS Federal,1654.53,1693.76,1734.51
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,LTC/Full-Dual - UIS Federal,137.77,141.74,145.89
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,Child - SIS,63.73,67.16,70.8
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,Adult - SIS,217.15,224.95,233.13
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,ACA Optional Expansion - SIS,294.5,304.59,315.16
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,SPD - SIS,759.18,783.67,809.19
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,SPD/Full-Dual - SIS,212.24,218.29,224.63
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,LTC - SIS,10610.47,10759.37,10912.62
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,LTC/Full-Dual - SIS,8558.24,8656.2,8756.54
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,Maternity - UIS Federal,11596.02,11848.72,12109.71
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,Maternity - SIS,11596.02,11848.72,12109.71
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,Child - UIS State-Only,38.9,40.69,42.57
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,Adult - UIS State-Only,134.3,138.93,143.78
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,ACA Optional Expansion - UIS State-Only,201.24,207.66,214.37
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,SPD - UIS State-Only,422.76,435.36,448.49
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,SPD/Full-Dual - UIS State-Only,217.89,223.22,228.78
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,LTC - UIS State-Only,8974.3,9084.52,9197.59
1/23-12/23,2023,Regional,Alpine,Anthem Blue Cross,Anthem Blue Cross,LTC/Full-Dual - UIS State-Only,8420.47,8514.46,8610.65
1/23-12/23,2023,Regional,Alpine,California Health and Wellness,California Health and Wellness,Child - UIS Federal,28.76,30.58,32.52
1/23-12/23,2023,Regional,Alpine,California Health and Wellness,California Health and Wellness,Adult - UIS Federal,240.11,248.13,256.51
1/23-12/23,2023,Regional,Alpine,California Health and Wellness,California Health and Wellness,ACA Optional Expansion - UIS Federal,348.87,360.08,371.78
1/23-12/23,2023,Regional,Alpine,California Health and Wellness,California Health and Wellness,SPD - UIS Federal,995.02,1025.22,1056.67
1/23-12/23,2023,Regional,Alpine,California Health and Wellness,California Health and Wellness,SPD/Full-Dual - UIS Federal,159.54,164.99,170.7
1/23-12/23,2023,Regional,Alpine,California Health and Wellness,California Health and Wellness,LTC - UIS Federal,1655.52,1694.37,1734.71
1/23-12/23,2023,Regional,Alpine,California Health and Wellness,California Health and Wellness,LTC/Full-Dual - UIS Federal,139.55,143.71,148.07
