Enrollment Month,Year,Brand,Enrollees,County Total,Share
2025-08,2025,L.A. Care,2357910.0,3878501.0,0.6079
2025-08,2025,Health Net,1191107.0,3878501.0,0.3071
2025-08,2025,Kaiser Permanente,329484.0,3878501.0,0.085
2025-09,2025,L.A. Care,2340819.0,3856295.0,0.607
2025-09,2025,Health Net,1184373.0,3856295.0,0.3071
2025-09,2025,Kaiser Permanente,331103.0,3856295.0,0.0859
2025-10,2025,L.A. Care,2324551.0,3834454.0,0.6062
2025-10,2025,Health Net,1176801.0,3834454.0,0.3069
2025-10,2025,Kaiser Permanente,333102.0,3834454.0,0.0869
2025-11,2025,L.A. Care,2310005.0,3815969.0,0.6054
2025-11,2025,Health Net,1170895.0,3815969.0,0.3068
2025-11,2025,Kaiser Permanente,335069.0,3815969.0,0.0878
2025-12,2025,L.A. Care,2293522.0,3793026.0,0.6047
2025-12,2025,Health Net,1163609.0,3793026.0,0.3068
2025-12,2025,Kaiser Permanente,335895.0,3793026.0,0.0886
2026-01,2026,L.A. Care,2258282.0,3740686.0,0.6037
2026-01,2026,Health Net,1145678.0,3740686.0,0.3063
2026-01,2026,Kaiser Permanente,336726.0,3740686.0,0.09
2026-02,2026,L.A. Care,2234736.0,3710193.0,0.6023
2026-02,2026,Health Net,1137001.0,3710193.0,0.3065
2026-02,2026,Kaiser Permanente,338456.0,3710193.0,0.0912
2026-03,2026,L.A. Care,2208512.0,3674495.0,0.601
2026-03,2026,Health Net,1126501.0,3674495.0,0.3066
2026-03,2026,Kaiser Permanente,339482.0,3674495.0,0.0924
2026-04,2026,L.A. Care,2172982.0,3623313.0,0.5997
2026-04,2026,Health Net,1111504.0,3623313.0,0.3068
2026-04,2026,Kaiser Permanente,338827.0,3623313.0,0.0935
2026-05,2026,L.A. Care,2140031.0,3576668.0,0.5983
2026-05,2026,Health Net,1096634.0,3576668.0,0.3066
2026-05,2026,Kaiser Permanente,340003.0,3576668.0,0.0951
2026-06,2026,L.A. Care,2102545.0,3521674.0,0.597
2026-06,2026,Health Net,1079978.0,3521674.0,0.3067
2026-06,2026,Kaiser Permanente,339151.0,3521674.0,0.0963
