ccn,with_CC,with_MCC,without_CC,total_cc_discharges,pct_without_CC,pct_with_CC,pct_with_MCC
110011,256,940,36,1232,2.922077922077922,20.77922077922078,76.2987012987013
110015,63,272,0,335,0.0,18.80597014925373,81.19402985074626
110016,169,731,14,914,1.5317286652078774,18.49015317286652,79.97811816192561
110018,93,527,0,620,0.0,15.0,85.0
110023,46,403,0,449,0.0,10.244988864142538,89.75501113585747
110024,203,601,46,850,5.411764705882352,23.88235294117647,70.70588235294117
110025,338,1369,50,1757,2.8457598178713717,19.237336368810475,77.91690381331816
110027,0,133,0,133,0.0,0.0,100.0
110028,919,1960,137,3016,4.542440318302388,30.47082228116711,64.9867374005305
110029,1944,3986,430,6360,6.761006289308176,30.566037735849054,62.67295597484277
110030,107,672,0,779,0.0,13.735558408215661,86.26444159178433
110031,117,589,0,706,0.0,16.572237960339944,83.42776203966005
110032,24,36,0,60,0.0,40.0,60.0
110034,390,1188,68,1646,4.131227217496963,23.693803159173754,72.17496962332929
110035,1767,3745,279,5791,4.8178207563460544,30.512864790191678,64.66931445346226
110036,725,1951,152,2828,5.374823196605375,25.636492220650638,68.98868458274399
110038,93,558,0,651,0.0,14.285714285714285,85.71428571428571
110041,15,28,0,43,0.0,34.883720930232556,65.11627906976744
110042,317,1076,13,1406,0.9246088193456615,22.546230440967282,76.52916073968706
110043,355,766,178,1299,13.702848344880678,27.32871439568899,58.96843725943033
110044,35,119,0,154,0.0,22.727272727272727,77.27272727272727
110045,12,63,0,75,0.0,16.0,84.0
110046,85,333,0,418,0.0,20.334928229665074,79.66507177033493
110050,0,110,0,110,0.0,0.0,100.0
110051,182,192,85,459,18.51851851851852,39.651416122004356,41.830065359477125
110054,444,1110,0,1554,0.0,28.57142857142857,71.42857142857143
110064,188,1228,14,1430,0.9790209790209791,13.146853146853147,85.87412587412587
110069,435,1314,59,1808,3.263274336283186,24.059734513274336,72.67699115044249
110074,849,2367,120,3336,3.597122302158273,25.449640287769785,70.95323741007195
110075,126,751,0,877,0.0,14.367160775370582,85.63283922462942
110076,120,846,0,966,0.0,12.422360248447205,87.5776397515528
110078,321,1098,37,1456,2.541208791208791,22.046703296703296,75.41208791208791
110079,456,1083,87,1626,5.350553505535055,28.044280442804425,66.60516605166052
110082,562,1626,104,2292,4.537521815008725,24.520069808027923,70.94240837696336
110083,1169,2643,311,4123,7.543051176327917,28.35314091680815,64.10380790686393
110086,0,23,0,23,0.0,0.0,100.0
110087,551,1862,90,2503,3.595685177786656,22.013583699560527,74.39073112265282
110089,68,142,13,223,5.829596412556054,30.493273542600896,63.67713004484305
110091,111,629,0,740,0.0,15.0,85.0
110092,0,35,0,35,0.0,0.0,100.0
110095,192,548,12,752,1.5957446808510638,25.53191489361702,72.87234042553192
110104,11,130,0,141,0.0,7.801418439716312,92.19858156028369
110105,130,349,16,495,3.2323232323232323,26.262626262626267,70.5050505050505
110107,757,1643,128,2528,5.063291139240507,29.944620253164555,64.99208860759494
110109,15,94,0,109,0.0,13.761467889908257,86.23853211009175
110111,0,25,0,25,0.0,0.0,100.0
110122,435,1343,62,1840,3.369565217391304,23.641304347826086,72.98913043478261
110124,16,60,13,89,14.606741573033707,17.97752808988764,67.41573033707866
110125,106,615,12,733,1.6371077762619373,14.461118690313779,83.90177353342429
110128,54,252,0,306,0.0,17.647058823529413,82.35294117647058
110129,225,801,63,1089,5.785123966942149,20.66115702479339,73.55371900826447
110132,11,41,0,52,0.0,21.153846153846153,78.84615384615384
110135,14,27,0,41,0.0,34.146341463414636,65.85365853658537
110142,0,27,0,27,0.0,0.0,100.0
110143,314,1226,0,1540,0.0,20.38961038961039,79.6103896103896
110146,0,74,0,74,0.0,0.0,100.0
110150,13,205,0,218,0.0,5.963302752293578,94.03669724770643
110161,509,1208,132,1849,7.13899405083829,27.528393726338564,65.33261222282314
110164,254,755,29,1038,2.7938342967244703,24.470134874759154,72.73603082851638
110165,0,236,0,236,0.0,0.0,100.0
110168,294,1375,77,1746,4.41008018327606,16.83848797250859,78.75143184421535
110177,224,895,37,1156,3.2006920415224913,19.377162629757784,77.42214532871972
110184,108,593,0,701,0.0,15.406562054208273,84.59343794579172
110191,334,1414,30,1778,1.687289088863892,18.785151856017997,79.52755905511812
110192,161,723,11,895,1.2290502793296088,17.988826815642458,80.78212290502793
110198,271,781,12,1064,1.1278195488721803,25.469924812030076,73.40225563909775
110200,206,613,40,859,4.656577415599535,23.981373690337602,71.36204889406287
110201,23,105,0,128,0.0,17.96875,82.03125
110215,521,1798,68,2387,2.8487641390867195,21.826560536237956,75.32467532467533
110225,101,580,27,708,3.8135593220338984,14.26553672316384,81.92090395480226
110226,37,208,0,245,0.0,15.10204081632653,84.89795918367346
110229,309,1086,0,1395,0.0,22.1505376344086,77.84946236559139
110230,277,842,0,1119,0.0,24.754244861483468,75.24575513851653
110233,11,0,0,11,0.0,100.0,0.0
110236,0,75,0,75,0.0,0.0,100.0
110237,26,61,0,87,0.0,29.88505747126437,70.11494252873564
110252,83,344,12,439,2.733485193621868,18.906605922551254,78.35990888382688
120001,971,2737,198,3906,5.0691244239631335,24.859190988223247,70.07168458781362
120002,71,447,11,529,2.0793950850661624,13.42155009451796,84.49905482041588
120004,0,63,0,63,0.0,0.0,100.0
120005,158,564,40,762,5.2493438320209975,20.73490813648294,74.01574803149606
120006,94,425,11,530,2.0754716981132075,17.735849056603772,80.18867924528303
120007,11,361,11,383,2.8720626631853787,2.8720626631853787,94.25587467362925
120011,11,185,0,196,0.0,5.612244897959184,94.38775510204081
120014,60,205,11,276,3.985507246376811,21.73913043478261,74.27536231884058
120019,11,96,0,107,0.0,10.2803738317757,89.7196261682243
120022,163,757,0,920,0.0,17.717391304347828,82.28260869565217
120026,177,641,28,846,3.309692671394799,20.921985815602838,75.76832151300236
120028,0,50,0,50,0.0,0.0,100.0
130002,181,769,0,950,0.0,19.05263157894737,80.94736842105263
130003,87,365,60,512,11.71875,16.9921875,71.2890625
130006,794,1995,263,3052,8.617300131061599,26.015727391874183,65.36697247706422
130007,492,1194,91,1777,5.120990433314575,27.687113111986495,67.19189645469893
130013,70,329,11,410,2.682926829268293,17.073170731707318,80.2439024390244
130014,0,166,0,166,0.0,0.0,100.0
130018,233,702,20,955,2.094240837696335,24.397905759162303,73.50785340314137
130025,0,11,0,11,0.0,0.0,100.0
130028,197,669,0,866,0.0,22.74826789838337,77.25173210161664
130049,696,1770,104,2570,4.046692607003891,27.08171206225681,68.8715953307393
130063,0,0,27,27,100.0,0.0,0.0
130065,0,0,39,39,100.0,0.0,0.0
130066,115,0,53,168,31.547619047619047,68.45238095238095,0.0
130071,48,354,0,402,0.0,11.940298507462686,88.05970149253731
130074,120,203,0,323,0.0,37.15170278637771,62.848297213622295
140001,47,132,0,179,0.0,26.256983240223462,73.74301675977654
140002,186,600,11,797,1.3801756587202008,23.337515683814303,75.28230865746549
140007,614,1657,101,2372,4.258010118043845,25.88532883642496,69.8566610455312
140008,120,598,0,718,0.0,16.71309192200557,83.28690807799443
140010,2950,5603,724,9277,7.804247062628004,31.799072976177644,60.39667996119435
140011,267,685,15,967,1.5511892450879008,27.611168562564632,70.83764219234746
140012,62,253,0,315,0.0,19.682539682539684,80.31746031746032
140013,103,323,15,441,3.4013605442176873,23.356009070294785,73.24263038548753
140015,643,1652,158,2453,6.441092539747248,26.212800652262537,67.34610680799021
140018,29,135,0,164,0.0,17.682926829268293,82.3170731707317
140029,374,1289,35,1698,2.061248527679623,22.025912838633687,75.91283863368669
140030,555,1355,49,1959,2.501276161306789,28.330781010719758,69.16794282797346
140032,142,550,22,714,3.081232492997199,19.88795518207283,77.03081232492998
140034,85,459,0,544,0.0,15.625,84.375
140043,137,386,27,550,4.909090909090909,24.90909090909091,70.18181818181817
140046,290,934,70,1294,5.4095826893353935,22.411128284389488,72.17928902627511
140048,363,1514,0,1877,0.0,19.339371337240276,80.66062866275972
140049,30,268,0,298,0.0,10.06711409395973,89.93288590604027
140052,18,244,0,262,0.0,6.870229007633588,93.12977099236642
140053,822,1890,208,2920,7.123287671232877,28.15068493150685,64.72602739726028
140054,218,547,0,765,0.0,28.49673202614379,71.50326797385621
140059,0,72,0,72,0.0,0.0,100.0
140062,1532,3923,186,5641,3.297287714944159,27.15830526502393,69.54440702003191
140063,171,548,12,731,1.6415868673050615,23.392612859097127,74.96580027359782
140064,151,523,0,674,0.0,22.403560830860535,77.59643916913946
140065,337,1156,24,1517,1.5820698747528017,22.214897824653924,76.20303230059328
140067,1694,3345,204,5243,3.8909021552546252,32.30974632843792,63.79935151630745
140068,12,53,0,65,0.0,18.461538461538463,81.53846153846153
140080,159,668,0,827,0.0,19.226118500604596,80.7738814993954
140082,75,368,0,443,0.0,16.93002257336343,83.06997742663657
140083,0,31,0,31,0.0,0.0,100.0
140084,116,558,0,674,0.0,17.210682492581604,82.7893175074184
140088,1401,2867,130,4398,2.9558890404729423,31.855388813096862,65.1887221464302
140089,15,128,0,143,0.0,10.48951048951049,89.5104895104895
140091,1060,2487,138,3685,3.744911804613297,28.76526458616011,67.48982360922659
140093,81,369,0,450,0.0,18.0,82.0
140095,12,29,0,41,0.0,29.268292682926827,70.73170731707317
140101,152,526,29,707,4.101838755304102,21.4992927864215,74.3988684582744
140103,0,84,0,84,0.0,0.0,100.0
140110,91,429,0,520,0.0,17.5,82.5
140113,11,181,0,192,0.0,5.729166666666666,94.27083333333334
140114,203,818,0,1021,0.0,19.882468168462292,80.1175318315377
140115,13,13,0,26,0.0,50.0,50.0
140116,1422,3258,178,4858,3.6640592836558254,29.27130506381227,67.0646356525319
140117,465,1771,25,2261,1.105705440070765,20.566121185316234,78.328173374613
140119,1471,2728,121,4320,2.8009259259259256,34.050925925925924,63.14814814814815
140120,14,263,0,277,0.0,5.054151624548736,94.94584837545126
140122,258,913,23,1194,1.9262981574539362,21.608040201005025,76.46566164154103
140124,71,306,0,377,0.0,18.83289124668435,81.16710875331566
140125,0,53,0,53,0.0,0.0,100.0
140127,210,592,30,832,3.6057692307692304,25.240384615384613,71.15384615384616
140130,662,1578,44,2284,1.926444833625219,28.984238178633976,69.0893169877408
140133,0,232,0,232,0.0,0.0,100.0
140135,339,969,72,1380,5.217391304347826,24.565217391304348,70.21739130434783
140137,0,32,0,32,0.0,0.0,100.0
140143,0,91,0,91,0.0,0.0,100.0
140145,12,155,0,167,0.0,7.18562874251497,92.81437125748504
140147,43,210,0,253,0.0,16.99604743083004,83.00395256916995
140148,1188,1832,382,3402,11.228689006466784,34.92063492063492,53.850676072898295
140150,239,657,14,910,1.5384615384615385,26.263736263736266,72.19780219780219
140155,107,485,0,592,0.0,18.074324324324326,81.92567567567568
140158,0,115,0,115,0.0,0.0,100.0
140160,102,181,17,300,5.666666666666666,34.0,60.333333333333336
140161,17,198,0,215,0.0,7.906976744186046,92.09302325581396
140162,277,754,22,1053,2.089268755935423,26.305792972459642,71.60493827160494
140164,357,681,25,1063,2.351834430856068,33.584195672624645,64.0639698965193
140166,128,388,31,547,5.6672760511883,23.40036563071298,70.93235831809872
140172,321,1066,0,1387,0.0,23.14347512617159,76.8565248738284
140174,53,538,0,591,0.0,8.967851099830796,91.0321489001692
140177,0,48,0,48,0.0,0.0,100.0
140179,265,1495,0,1760,0.0,15.056818181818182,84.94318181818183
140180,92,378,0,470,0.0,19.574468085106382,80.42553191489363
140181,0,16,0,16,0.0,0.0,100.0
140182,194,628,0,822,0.0,23.600973236009732,76.39902676399026
140184,69,281,22,372,5.913978494623656,18.548387096774192,75.53763440860214
140185,600,1909,38,2547,1.49195131527287,23.557126030624264,74.95092265410287
140186,322,938,0,1260,0.0,25.555555555555554,74.44444444444444
140187,395,1164,59,1618,3.646477132262052,24.41285537700865,71.9406674907293
140189,412,794,104,1310,7.938931297709924,31.45038167938931,60.61068702290077
140191,163,805,0,968,0.0,16.83884297520661,83.16115702479338
140200,1053,2209,294,3556,8.267716535433072,29.611923509561304,62.120359955005625
140202,829,2234,77,3140,2.4522292993630574,26.401273885350317,71.14649681528662
140206,15,118,0,133,0.0,11.278195488721805,88.7218045112782
140208,1105,3836,46,4987,0.9223982354120714,22.15760978544215,76.91999197914578
140209,275,926,40,1241,3.2232070910556,22.15954875100725,74.61724415793715
140210,0,93,0,93,0.0,0.0,100.0
140211,657,1461,81,2199,3.6834924965893587,29.877216916780352,66.43929058663028
140213,1286,2775,272,4333,6.277405954304177,29.67920609277637,64.04338795291945
140217,39,389,0,428,0.0,9.11214953271028,90.88785046728972
140223,1120,3450,129,4699,2.7452649499893593,23.83485848052777,73.41987656948287
140224,105,315,0,420,0.0,25.0,75.0
140228,288,1411,11,1710,0.6432748538011697,16.842105263157894,82.51461988304094
140231,1438,2243,372,4053,9.17838638045892,35.47989143844067,55.341722181100415
140233,542,1641,50,2233,2.239140170174653,24.272279444693236,73.48858038513211
140239,240,572,18,830,2.1686746987951806,28.915662650602407,68.9156626506024
140242,1406,2558,199,4163,4.780206581791977,33.773720874369445,61.44607254383858
140251,83,283,0,366,0.0,22.6775956284153,77.3224043715847
140252,1431,3473,249,5153,4.8321366194449835,27.770230933436835,67.39763244711818
140258,615,2104,72,2791,2.5797205302758868,22.035112862773197,75.38516660695092
140275,44,185,0,229,0.0,19.213973799126638,80.78602620087337
140276,722,1662,48,2432,1.9736842105263157,29.6875,68.33881578947368
140280,314,818,17,1149,1.4795474325500435,27.328111401218454,71.19234116623151
140281,2088,4500,254,6842,3.712364805612394,30.517392575270392,65.77024261911721
140286,253,770,16,1039,1.539942252165544,24.350336862367662,74.10972088546679
140288,603,1913,50,2566,1.9485580670303975,23.499610288386595,74.55183164458302
140289,229,504,11,744,1.478494623655914,30.77956989247312,67.74193548387096
140290,317,1369,18,1704,1.056338028169014,18.603286384976524,80.34037558685446
140291,509,1622,42,2173,1.932811780947998,23.423838011965024,74.64335020708698
140292,26,273,0,299,0.0,8.695652173913043,91.30434782608695
140294,0,20,0,20,0.0,0.0,100.0
140300,0,25,0,25,0.0,0.0,100.0
140304,94,480,0,574,0.0,16.376306620209057,83.62369337979094
150001,12,154,0,166,0.0,7.228915662650602,92.7710843373494
150002,259,890,27,1176,2.295918367346939,22.023809523809522,75.68027210884354
150005,190,623,0,813,0.0,23.370233702337025,76.62976629766297
150006,119,510,0,629,0.0,18.91891891891892,81.08108108108108
150007,97,358,0,455,0.0,21.318681318681318,78.68131868131869
150008,25,221,0,246,0.0,10.16260162601626,89.83739837398373
150009,138,664,18,820,2.195121951219512,16.82926829268293,80.97560975609757
150010,87,408,0,495,0.0,17.575757575757574,82.42424242424242
150011,107,390,0,497,0.0,21.52917505030181,78.4708249496982
150012,387,1027,60,1474,4.07055630936228,26.255088195386705,69.67435549525102
150015,334,799,0,1133,0.0,29.479258605472197,70.5207413945278
150017,431,1299,58,1788,3.2438478747203576,24.105145413870247,72.6510067114094
150018,310,713,59,1082,5.452865064695009,28.650646950092423,65.89648798521257
150021,1503,3162,270,4935,5.47112462006079,30.455927051671733,64.07294832826747
150022,0,150,0,150,0.0,0.0,100.0
150023,798,2113,120,3031,3.95908940943583,26.32794457274827,69.7129660178159
150024,59,307,0,366,0.0,16.120218579234972,83.87978142076503
150026,122,342,0,464,0.0,26.29310344827586,73.70689655172413
150030,46,88,0,134,0.0,34.32835820895522,65.67164179104478
150034,373,895,26,1294,2.009273570324575,28.825347758887172,69.16537867078826
150035,508,1372,75,1955,3.8363171355498724,25.984654731457802,70.17902813299233
150037,52,177,0,229,0.0,22.707423580786028,77.29257641921397
150042,191,705,13,909,1.4301430143014302,21.012101210121013,77.55775577557755
150044,754,1751,89,2594,3.4309946029298386,29.067077872012337,67.50192752505782
150045,11,96,0,107,0.0,10.2803738317757,89.7196261682243
150046,88,387,0,475,0.0,18.526315789473685,81.47368421052632
150047,0,37,0,37,0.0,0.0,100.0
150048,603,1806,43,2452,1.7536704730831976,24.592169657422513,73.6541598694943
150051,378,1136,12,1526,0.7863695937090431,24.770642201834864,74.4429882044561
150056,1736,2648,354,4738,7.47150696496412,36.639932460953986,55.88856057408189
150057,77,203,44,324,13.580246913580247,23.765432098765434,62.65432098765432
150058,610,1136,75,1821,4.118616144975288,33.49807797913235,62.38330587589237
150059,40,173,12,225,5.333333333333334,17.77777777777778,76.88888888888889
150061,0,65,0,65,0.0,0.0,100.0
150065,28,90,0,118,0.0,23.728813559322035,76.27118644067797
150069,99,266,0,365,0.0,27.123287671232877,72.87671232876713
150072,0,92,0,92,0.0,0.0,100.0
150074,491,841,117,1449,8.074534161490684,33.88543823326432,58.040027605244994
150075,12,44,0,56,0.0,21.428571428571427,78.57142857142857
150076,15,92,0,107,0.0,14.018691588785046,85.98130841121495
150082,2395,4441,631,7467,8.450515601982055,32.07446096156421,59.47502343645373
150084,1103,2433,223,3759,5.93242883745677,29.342910348496943,64.72466081404629
150086,103,424,0,527,0.0,19.54459203036053,80.45540796963947
150088,39,283,0,322,0.0,12.111801242236025,87.88819875776397
150089,515,1750,85,2350,3.6170212765957444,21.914893617021278,74.46808510638297
150090,169,635,0,804,0.0,21.019900497512438,78.98009950248756
150091,17,105,0,122,0.0,13.934426229508196,86.0655737704918
150097,65,248,0,313,0.0,20.766773162939298,79.2332268370607
150100,443,1043,83,1569,5.289993626513703,28.234544295729762,66.47546207775653
150101,0,95,0,95,0.0,0.0,100.0
150102,0,47,0,47,0.0,0.0,100.0
150104,84,151,0,235,0.0,35.74468085106383,64.25531914893618
150109,288,959,19,1266,1.5007898894154819,22.748815165876778,75.75039494470775
150112,300,1124,0,1424,0.0,21.06741573033708,78.93258426966293
150113,138,405,0,543,0.0,25.41436464088398,74.58563535911603
150115,199,418,44,661,6.656580937972769,30.10590015128593,63.2375189107413
150125,1029,2520,146,3695,3.9512855209742894,27.848443843031124,68.20027063599458
150126,364,1286,58,1708,3.395784543325527,21.311475409836063,75.2927400468384
150128,378,563,64,1005,6.368159203980099,37.61194029850746,56.019900497512445
150133,24,206,13,243,5.349794238683128,9.876543209876543,84.77366255144034
150146,0,106,0,106,0.0,0.0,100.0
150150,16,54,0,70,0.0,22.857142857142858,77.14285714285715
150153,160,482,132,774,17.05426356589147,20.671834625322997,62.273901808785524
150157,80,251,32,363,8.81542699724518,22.03856749311295,69.14600550964187
150158,247,937,12,1196,1.0033444816053512,20.652173913043477,78.34448160535116
150160,30,0,111,141,78.72340425531915,21.27659574468085,0.0
150161,233,478,74,785,9.42675159235669,29.68152866242038,60.89171974522293
150162,1021,2743,92,3856,2.3858921161825726,26.478215767634854,71.13589211618257
150165,108,403,0,511,0.0,21.135029354207436,78.86497064579257
150166,13,0,68,81,83.9506172839506,16.049382716049383,0.0
150167,32,0,34,66,51.515151515151516,48.484848484848484,0.0
150168,90,0,30,120,25.0,75.0,0.0
150169,670,773,99,1542,6.420233463035019,43.45006485084306,50.12970168612192
150173,458,1120,63,1641,3.8391224862888484,27.909811090798293,68.25106642291286
150177,0,0,19,19,100.0,0.0,0.0
150181,0,44,0,44,0.0,0.0,100.0
150183,0,190,0,190,0.0,0.0,100.0
150193,39,0,13,52,25.0,75.0,0.0
160001,13,147,0,160,0.0,8.125,91.875
160005,37,65,0,102,0.0,36.27450980392157,63.725490196078425
160013,0,124,0,124,0.0,0.0,100.0
160016,85,424,12,521,2.3032629558541267,16.314779270633398,81.38195777351248
160028,94,384,0,478,0.0,19.665271966527197,80.3347280334728
160029,151,552,58,761,7.6215505913272015,19.842312746386334,72.53613666228647
160030,513,729,145,1387,10.454217736121125,36.986301369863014,52.55948089401586
160032,0,91,0,91,0.0,0.0,100.0
160033,719,1470,122,2311,5.279099956728689,31.112072695802684,63.60882734746863
160040,13,11,0,24,0.0,54.166666666666664,45.83333333333333
160045,312,1246,99,1657,5.974652987326494,18.82920941460471,75.1961375980688
160047,224,562,0,786,0.0,28.498727735368956,71.50127226463104
160057,312,745,20,1077,1.8570102135561743,28.969359331476323,69.17363045496751
160058,1613,2747,205,4565,4.490690032858708,35.33406352683461,60.17524644030669
160064,561,1262,77,1900,4.052631578947368,29.526315789473685,66.42105263157895
160067,115,347,0,462,0.0,24.891774891774894,75.10822510822511
160069,459,1302,76,1837,4.137180185084377,24.986390854654328,70.8764289602613
160079,647,777,95,1519,6.2541145490454255,42.59381171823568,51.1520737327189
160080,76,375,12,463,2.591792656587473,16.414686825053995,80.99352051835854
160082,1296,3229,284,4809,5.905593678519443,26.94946974422957,67.14493657725099
160083,919,2404,253,3576,7.074944071588367,25.69910514541387,67.22595078299777
160089,15,111,0,126,0.0,11.904761904761903,88.09523809523809
160101,0,12,0,12,0.0,0.0,100.0
160104,59,179,12,250,4.8,23.599999999999998,71.6
160110,292,795,58,1145,5.065502183406114,25.502183406113538,69.43231441048034
160112,62,224,0,286,0.0,21.678321678321677,78.32167832167832
160117,107,598,0,705,0.0,15.177304964539006,84.822695035461
160124,68,94,0,162,0.0,41.9753086419753,58.0246913580247
160146,155,625,24,804,2.9850746268656714,19.27860696517413,77.7363184079602
160147,0,92,0,92,0.0,0.0,100.0
160153,165,651,51,867,5.88235294117647,19.031141868512112,75.08650519031141
170006,11,218,0,229,0.0,4.8034934497816595,95.19650655021834
170009,0,159,0,159,0.0,0.0,100.0
170012,284,607,72,963,7.476635514018691,29.49117341640706,63.03219106957425
170013,312,822,11,1145,0.9606986899563319,27.24890829694323,71.79039301310044
170014,12,202,0,214,0.0,5.607476635514018,94.39252336448598
170016,275,800,31,1106,2.802893309222423,24.864376130198913,72.33273056057867
170017,0,12,0,12,0.0,0.0,100.0
170020,211,739,26,976,2.663934426229508,21.618852459016395,75.7172131147541
170023,45,267,0,312,0.0,14.423076923076922,85.57692307692307
170027,64,44,0,108,0.0,59.25925925925925,40.74074074074074
170040,2199,4682,355,7236,4.906025428413488,30.389718076285238,64.70425649530127
170049,527,776,100,1403,7.127583749109053,37.562366357804706,55.310049893086244
170068,12,141,0,153,0.0,7.8431372549019605,92.15686274509804
170074,11,59,0,70,0.0,15.714285714285714,84.28571428571429
170075,12,0,0,12,0.0,100.0,0.0
170086,1045,2320,103,3468,2.970011534025375,30.13264129181084,66.89734717416378
170103,90,214,0,304,0.0,29.605263157894733,70.39473684210526
170104,429,1384,100,1913,5.2273915316257185,22.425509670674334,72.34709879769994
170105,0,70,0,70,0.0,0.0,100.0
170120,23,104,0,127,0.0,18.11023622047244,81.88976377952756
170122,1029,3182,233,4444,5.243024302430243,23.154815481548155,71.6021602160216
170123,1043,3051,356,4450,8.0,23.43820224719101,68.56179775280899
170137,199,876,11,1086,1.0128913443830572,18.32412523020258,80.66298342541437
170142,145,370,44,559,7.8711985688729875,25.939177101967797,66.18962432915922
170145,0,59,0,59,0.0,0.0,100.0
170146,12,685,0,697,0.0,1.721664275466284,98.27833572453372
170175,0,111,0,111,0.0,0.0,100.0
170176,325,715,40,1080,3.7037037037037033,30.09259259259259,66.20370370370371
170182,445,603,140,1188,11.784511784511785,37.45791245791246,50.75757575757576
170183,0,0,23,23,100.0,0.0,0.0
170185,360,659,82,1101,7.447774750227067,32.69754768392371,59.85467756584922
170186,62,153,201,416,48.31730769230769,14.903846153846153,36.77884615384615
170190,0,0,17,17,100.0,0.0,0.0
170191,22,102,0,124,0.0,17.741935483870968,82.25806451612904
170196,104,0,193,297,64.98316498316498,35.01683501683502,0.0
170197,11,125,43,179,24.022346368715084,6.145251396648044,69.83240223463687
170198,0,0,13,13,100.0,0.0,0.0
170200,86,470,0,556,0.0,15.467625899280577,84.53237410071942
170203,22,0,52,74,70.27027027027027,29.72972972972973,0.0
170204,12,99,0,111,0.0,10.81081081081081,89.1891891891892
180001,157,577,0,734,0.0,21.389645776566756,78.61035422343325
180002,14,217,0,231,0.0,6.0606060606060606,93.93939393939394
180004,17,101,0,118,0.0,14.40677966101695,85.59322033898306
180005,0,146,0,146,0.0,0.0,100.0
180009,587,2081,94,2762,3.403330919623461,21.252715423606084,75.34395365677045
180010,367,1360,88,1815,4.848484848484849,20.22038567493113,74.93112947658402
180011,46,492,0,538,0.0,8.550185873605948,91.44981412639405
180012,516,1382,73,1971,3.7037037037037033,26.17960426179604,70.11669203450025
180013,536,1155,104,1795,5.793871866295264,29.860724233983287,64.34540389972145
180016,0,88,0,88,0.0,0.0,100.0
180017,137,534,28,699,4.005722460658083,19.599427753934194,76.39484978540773
180018,29,379,0,408,0.0,7.107843137254902,92.8921568627451
180019,0,158,0,158,0.0,0.0,100.0
180020,0,90,0,90,0.0,0.0,100.0
180024,0,61,0,61,0.0,0.0,100.0
180025,0,192,0,192,0.0,0.0,100.0
180027,164,266,0,430,0.0,38.139534883720934,61.86046511627907
180029,43,360,0,403,0.0,10.669975186104217,89.33002481389578
180035,1181,2100,177,3458,5.118565644881434,34.15268941584731,60.72874493927125
180038,592,1389,93,2074,4.484088717454195,28.54387656702025,66.97203471552555
180040,604,1474,144,2222,6.480648064806481,27.182718271827184,66.33663366336634
180043,0,133,0,133,0.0,0.0,100.0
180044,403,1125,60,1588,3.7783375314861463,25.377833753148614,70.84382871536525
180045,301,879,16,1196,1.3377926421404682,25.16722408026756,73.49498327759197
180046,0,32,0,32,0.0,0.0,100.0
180048,162,610,44,816,5.392156862745098,19.852941176470587,74.75490196078431
180049,28,266,0,294,0.0,9.523809523809524,90.47619047619048
180050,0,195,0,195,0.0,0.0,100.0
180051,72,318,0,390,0.0,18.461538461538463,81.53846153846153
180056,91,437,0,528,0.0,17.234848484848484,82.76515151515152
180064,0,157,0,157,0.0,0.0,100.0
180066,0,42,0,42,0.0,0.0,100.0
180067,1084,2372,87,3543,2.4555461473327687,30.5955405023991,66.94891335026813
180069,30,151,0,181,0.0,16.574585635359114,83.42541436464089
180070,0,134,0,134,0.0,0.0,100.0
180078,0,113,0,113,0.0,0.0,100.0
180079,11,91,0,102,0.0,10.784313725490197,89.2156862745098
180080,70,525,11,606,1.8151815181518154,11.55115511551155,86.63366336633663
180087,30,141,0,171,0.0,17.543859649122805,82.45614035087719
180088,2529,5637,463,8629,5.3656275350562055,29.308146946343726,65.32622551860007
180092,22,213,0,235,0.0,9.361702127659575,90.63829787234042
180093,129,474,40,643,6.2208398133748055,20.06220839813375,73.71695178849144
180095,12,0,0,12,0.0,100.0,0.0
180101,0,81,0,81,0.0,0.0,100.0
180102,330,886,36,1252,2.8753993610223643,26.357827476038338,70.7667731629393
180103,798,1761,213,2772,7.683982683982683,28.78787878787879,63.528138528138534
180104,477,785,227,1489,15.245130960376091,32.03492276695769,52.71994627266622
180105,24,0,47,71,66.19718309859155,33.80281690140845,0.0
180115,14,0,12,26,46.15384615384615,53.84615384615385,0.0
180116,36,224,0,260,0.0,13.846153846153847,86.15384615384616
180124,140,533,36,709,5.077574047954866,19.746121297602258,75.17630465444289
180127,64,379,0,443,0.0,14.446952595936793,85.55304740406321
180128,0,82,0,82,0.0,0.0,100.0
180130,1633,3111,403,5147,7.829803769185934,31.727219739654167,60.4429764911599
180132,261,614,73,948,7.700421940928271,27.531645569620256,64.76793248945147
180138,0,54,0,54,0.0,0.0,100.0
180139,16,119,0,135,0.0,11.851851851851853,88.14814814814815
180141,392,502,89,983,9.053916581892167,39.87792472024415,51.06815869786369
180143,19,169,0,188,0.0,10.106382978723403,89.8936170212766
190002,868,1615,220,2703,8.139104698483166,32.11246762856086,59.74842767295597
190004,188,415,39,642,6.074766355140187,29.283489096573206,64.64174454828661
190005,35,140,0,175,0.0,20.0,80.0
190006,13,133,0,146,0.0,8.904109589041095,91.0958904109589
190007,0,91,0,91,0.0,0.0,100.0
190008,181,539,28,748,3.7433155080213902,24.197860962566846,72.05882352941177
190011,11,86,0,97,0.0,11.34020618556701,88.65979381443299
190013,0,138,0,138,0.0,0.0,100.0
190014,0,65,0,65,0.0,0.0,100.0
190015,274,1049,0,1323,0.0,20.71050642479214,79.28949357520786
