PlayerID,ShortName,Team,Position,Position Title,Height_in,Weight_lbs,PhotoUrl
22268,W.Sunderland,IND,CB,Cornerback,76,196,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22268.png
15359,R.Melvin,JAX,CB,Cornerback,74,194,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/15359.png
22052,C.Henderson,JAX,CB,Cornerback,73,204,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22052.png
20148,Q.Meeks,JAX,CB,Cornerback,73,209,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20148.png
22057,J.Scott,JAX,CB,Cornerback,69,185,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22057.png
15067,D.Hayden,JAX,CB,Cornerback,61,190,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/15067.png
22141,C.Claybrooks,JAX,CB,Cornerback,72,176,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22141.png
21333,N.Meadors,JAX,CB,Cornerback,61,194,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21333.png
19344,G.Mabin,JAX,CB,Cornerback,74,195,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19344.png
18929,S.Jones IV,JAX,CB,Cornerback,72,181,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18929.png
22289,L.Barcoo,JAX,CB,Cornerback,73,175,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22289.png
20460,T.Herndon,JAX,CB,Cornerback,61,185,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20460.png
22201,J.Nurse,JAX,CB,Cornerback,75,197,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png
21175,B.Rusnak,JAX,CB,Cornerback,61,198,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21175.png
18658,A.Hamilton,KC,CB,Cornerback,72,195,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18658.png
16407,B.Breeland,KC,CB,Cornerback,61,195,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16407.png
20754,R.Fenton,KC,CB,Cornerback,61,188,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20754.png
22149,B.Keyes,KC,CB,Cornerback,73,202,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22149.png
21020,D.Baker,KC,CB,Cornerback,61,180,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21020.png
21594,A.Brown,KC,CB,Cornerback,61,170,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21594.png
20204,C.Ward,KC,CB,Cornerback,73,196,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20204.png
22045,D.Arnette,LV,CB,Cornerback,72,195,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22045.png
22089,A.Robertson,LV,CB,Cornerback,68,187,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22089.png
21239,K.Nixon,LV,CB,Cornerback,61,200,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21239.png
16457,N.Lawson,LV,CB,Cornerback,69,190,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16457.png
20887,T.Mullen,LV,CB,Cornerback,74,200,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20887.png
20833,I.Johnson,LV,CB,Cornerback,74,210,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20833.png
19284,D.Killings,LV,CB,Cornerback,61,195,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19284.png
22413,K.Siverand,LV,CB,Cornerback,72,205,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png
18007,D.Worley,LV,CB,Cornerback,73,215,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18007.png
13018,C.Harris Jr.,LAC,CB,Cornerback,61,199,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13018.png
14285,C.Hayward Jr.,LAC,CB,Cornerback,61,192,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14285.png
20434,B.Facyson,LAC,CB,Cornerback,74,197,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20434.png
