PlayerID,ShortName,Team,Position,Position Title,Height_in,Weight_lbs,PhotoUrl,target
21993,E.Cleveland,MIN,OL,Offensive Lineman,78,310,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21993.png,1
22038,M.Onwenu,NE,OL,Offensive Lineman,75,350,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22038.png,1
21950,J.Herron,NE,OL,Offensive Lineman,77,305,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21950.png,1
22036,C.Ruiz,NO,OL,Offensive Lineman,76,316,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22036.png,1
22043,C.Throckmorton,NO,OL,Offensive Lineman,77,311,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22043.png,1
16774,A.Peat,NO,OL,Offensive Lineman,79,316,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16774.png,1
20869,E.McCoy,NO,OL,Offensive Lineman,76,314,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20869.png,1
22091,K.Murphy,NYG,OL,Offensive Lineman,76,302,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22091.png,1
22132,K.Dotson,PIT,OL,Offensive Lineman,76,310,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22132.png,1
20847,C.Kaufusi,SF,OL,Offensive Lineman,81,275,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20847.png,1
22023,C.McKivitz,SF,OL,Offensive Lineman,78,310,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22023.png,1
22021,J.Molchon,TB,OL,Offensive Lineman,77,318,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22021.png,1
22033,T.Wirfs,TB,OL,Offensive Lineman,77,320,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22033.png,1
21945,K.Ismael,WAS,OL,Offensive Lineman,75,310,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21945.png,1
22008,S.Charles,WAS,OL,Offensive Lineman,76,321,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22008.png,1
