Rating Period ,Calendar Year,Model,County,Health Plan,Category of Aid, Lower Bound , Midpoint , Upper Bound 
1/22-12/22,2022,Regional,Glenn,CA Health & Wellness,Behavioral Health Treatment 7-20,"$1,697.35 ","$1,753.93 ","$1,812.77 "
1/22-12/22,2022,Regional,Inyo,CA Health & Wellness,Child,$68.17 ,$71.63 ,$75.30 
1/22-12/22,2022,Regional,Inyo,CA Health & Wellness,Adult,$262.38 ,$271.95 ,$282.00 
1/22-12/22,2022,Regional,Inyo,CA Health & Wellness,Adult Expansion,$330.90 ,$342.53 ,$354.72 
1/22-12/22,2022,Regional,Inyo,CA Health & Wellness,SPD,$929.39 ,$959.34 ,$990.60 
1/22-12/22,2022,Regional,Inyo,CA Health & Wellness,SPD Dual,$212.13 ,$219.76 ,$227.78 
1/22-12/22,2022,Regional,Inyo,CA Health & Wellness,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Inyo,CA Health & Wellness,Behavioral Health Treatment 0-6,"$2,369.74 ","$2,448.75 ","$2,530.90 "
1/22-12/22,2022,Regional,Inyo,CA Health & Wellness,Behavioral Health Treatment 7-20,"$1,697.35 ","$1,753.93 ","$1,812.77 "
1/22-12/22,2022,Regional,Mariposa,CA Health & Wellness,Child,$68.17 ,$71.63 ,$75.30 
1/22-12/22,2022,Regional,Mariposa,CA Health & Wellness,Adult,$262.38 ,$271.95 ,$282.00 
1/22-12/22,2022,Regional,Mariposa,CA Health & Wellness,Adult Expansion,$330.90 ,$342.53 ,$354.72 
1/22-12/22,2022,Regional,Mariposa,CA Health & Wellness,SPD,$929.39 ,$959.34 ,$990.60 
1/22-12/22,2022,Regional,Mariposa,CA Health & Wellness,SPD Dual,$212.13 ,$219.76 ,$227.78 
1/22-12/22,2022,Regional,Mariposa,CA Health & Wellness,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Mariposa,CA Health & Wellness,Behavioral Health Treatment 0-6,"$2,369.74 ","$2,448.75 ","$2,530.90 "
1/22-12/22,2022,Regional,Mariposa,CA Health & Wellness,Behavioral Health Treatment 7-20,"$1,697.35 ","$1,753.93 ","$1,812.77 "
1/22-12/22,2022,Regional,Mono,CA Health & Wellness,Child,$68.17 ,$71.63 ,$75.30 
1/22-12/22,2022,Regional,Mono,CA Health & Wellness,Adult,$262.38 ,$271.95 ,$282.00 
1/22-12/22,2022,Regional,Mono,CA Health & Wellness,Adult Expansion,$330.90 ,$342.53 ,$354.72 
1/22-12/22,2022,Regional,Mono,CA Health & Wellness,SPD,$929.39 ,$959.34 ,$990.60 
1/22-12/22,2022,Regional,Mono,CA Health & Wellness,SPD Dual,$212.13 ,$219.76 ,$227.78 
1/22-12/22,2022,Regional,Mono,CA Health & Wellness,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Mono,CA Health & Wellness,Behavioral Health Treatment 0-6,"$2,369.74 ","$2,448.75 ","$2,530.90 "
1/22-12/22,2022,Regional,Mono,CA Health & Wellness,Behavioral Health Treatment 7-20,"$1,697.35 ","$1,753.93 ","$1,812.77 "
1/22-12/22,2022,Regional,Nevada,CA Health & Wellness,Child,$68.17 ,$71.63 ,$75.30 
1/22-12/22,2022,Regional,Nevada,CA Health & Wellness,Adult,$262.38 ,$271.95 ,$282.00 
1/22-12/22,2022,Regional,Nevada,CA Health & Wellness,Adult Expansion,$330.90 ,$342.53 ,$354.72 
1/22-12/22,2022,Regional,Nevada,CA Health & Wellness,SPD,$929.39 ,$959.34 ,$990.60 
1/22-12/22,2022,Regional,Nevada,CA Health & Wellness,SPD Dual,$212.13 ,$219.76 ,$227.78 
1/22-12/22,2022,Regional,Nevada,CA Health & Wellness,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Nevada,CA Health & Wellness,Behavioral Health Treatment 0-6,"$2,369.74 ","$2,448.75 ","$2,530.90 "
1/22-12/22,2022,Regional,Nevada,CA Health & Wellness,Behavioral Health Treatment 7-20,"$1,697.35 ","$1,753.93 ","$1,812.77 "
1/22-12/22,2022,Regional,Placer,CA Health & Wellness,Child,$68.17 ,$71.63 ,$75.30 
1/22-12/22,2022,Regional,Placer,CA Health & Wellness,Adult,$262.38 ,$271.95 ,$282.00 
1/22-12/22,2022,Regional,Placer,CA Health & Wellness,Adult Expansion,$330.90 ,$342.53 ,$354.72 
1/22-12/22,2022,Regional,Placer,CA Health & Wellness,SPD,$929.39 ,$959.34 ,$990.60 
1/22-12/22,2022,Regional,Placer,CA Health & Wellness,SPD Dual,$212.13 ,$219.76 ,$227.78 
1/22-12/22,2022,Regional,Placer,CA Health & Wellness,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Placer,CA Health & Wellness,Behavioral Health Treatment 0-6,"$2,369.74 ","$2,448.75 ","$2,530.90 "
1/22-12/22,2022,Regional,Placer,CA Health & Wellness,Behavioral Health Treatment 7-20,"$1,697.35 ","$1,753.93 ","$1,812.77 "
1/22-12/22,2022,Regional,Plumas,CA Health & Wellness,Child,$68.17 ,$71.63 ,$75.30 
1/22-12/22,2022,Regional,Plumas,CA Health & Wellness,Adult,$262.38 ,$271.95 ,$282.00 
1/22-12/22,2022,Regional,Plumas,CA Health & Wellness,Adult Expansion,$330.90 ,$342.53 ,$354.72 
1/22-12/22,2022,Regional,Plumas,CA Health & Wellness,SPD,$929.39 ,$959.34 ,$990.60 
1/22-12/22,2022,Regional,Plumas,CA Health & Wellness,SPD Dual,$212.13 ,$219.76 ,$227.78 
1/22-12/22,2022,Regional,Plumas,CA Health & Wellness,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Plumas,CA Health & Wellness,Behavioral Health Treatment 0-6,"$2,369.74 ","$2,448.75 ","$2,530.90 "
1/22-12/22,2022,Regional,Plumas,CA Health & Wellness,Behavioral Health Treatment 7-20,"$1,697.35 ","$1,753.93 ","$1,812.77 "
1/22-12/22,2022,Regional,Sierra,CA Health & Wellness,Child,$68.17 ,$71.63 ,$75.30 
1/22-12/22,2022,Regional,Sierra,CA Health & Wellness,Adult,$262.38 ,$271.95 ,$282.00 
1/22-12/22,2022,Regional,Sierra,CA Health & Wellness,Adult Expansion,$330.90 ,$342.53 ,$354.72 
1/22-12/22,2022,Regional,Sierra,CA Health & Wellness,SPD,$929.39 ,$959.34 ,$990.60 
1/22-12/22,2022,Regional,Sierra,CA Health & Wellness,SPD Dual,$212.13 ,$219.76 ,$227.78 
1/22-12/22,2022,Regional,Sierra,CA Health & Wellness,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Sierra,CA Health & Wellness,Behavioral Health Treatment 0-6,"$2,369.74 ","$2,448.75 ","$2,530.90 "
1/22-12/22,2022,Regional,Sierra,CA Health & Wellness,Behavioral Health Treatment 7-20,"$1,697.35 ","$1,753.93 ","$1,812.77 "
1/22-12/22,2022,Regional,Sutter,CA Health & Wellness,Child,$68.17 ,$71.63 ,$75.30 
1/22-12/22,2022,Regional,Sutter,CA Health & Wellness,Adult,$262.38 ,$271.95 ,$282.00 
1/22-12/22,2022,Regional,Sutter,CA Health & Wellness,Adult Expansion,$330.90 ,$342.53 ,$354.72 
1/22-12/22,2022,Regional,Sutter,CA Health & Wellness,SPD,$929.39 ,$959.34 ,$990.60 
1/22-12/22,2022,Regional,Sutter,CA Health & Wellness,SPD Dual,$212.13 ,$219.76 ,$227.78 
1/22-12/22,2022,Regional,Sutter,CA Health & Wellness,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Sutter,CA Health & Wellness,Behavioral Health Treatment 0-6,"$2,369.74 ","$2,448.75 ","$2,530.90 "
1/22-12/22,2022,Regional,Sutter,CA Health & Wellness,Behavioral Health Treatment 7-20,"$1,697.35 ","$1,753.93 ","$1,812.77 "
1/22-12/22,2022,Regional,Tehama,CA Health & Wellness,Child,$68.17 ,$71.63 ,$75.30 
1/22-12/22,2022,Regional,Tehama,CA Health & Wellness,Adult,$262.38 ,$271.95 ,$282.00 
1/22-12/22,2022,Regional,Tehama,CA Health & Wellness,Adult Expansion,$330.90 ,$342.53 ,$354.72 
1/22-12/22,2022,Regional,Tehama,CA Health & Wellness,SPD,$929.39 ,$959.34 ,$990.60 
1/22-12/22,2022,Regional,Tehama,CA Health & Wellness,SPD Dual,$212.13 ,$219.76 ,$227.78 
1/22-12/22,2022,Regional,Tehama,CA Health & Wellness,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Tehama,CA Health & Wellness,Behavioral Health Treatment 0-6,"$2,369.74 ","$2,448.75 ","$2,530.90 "
1/22-12/22,2022,Regional,Tehama,CA Health & Wellness,Behavioral Health Treatment 7-20,"$1,697.35 ","$1,753.93 ","$1,812.77 "
1/22-12/22,2022,Regional,Tuolumne,CA Health & Wellness,Child,$68.17 ,$71.63 ,$75.30 
1/22-12/22,2022,Regional,Tuolumne,CA Health & Wellness,Adult,$262.38 ,$271.95 ,$282.00 
1/22-12/22,2022,Regional,Tuolumne,CA Health & Wellness,Adult Expansion,$330.90 ,$342.53 ,$354.72 
1/22-12/22,2022,Regional,Tuolumne,CA Health & Wellness,SPD,$929.39 ,$959.34 ,$990.60 
1/22-12/22,2022,Regional,Tuolumne,CA Health & Wellness,SPD Dual,$212.13 ,$219.76 ,$227.78 
1/22-12/22,2022,Regional,Tuolumne,CA Health & Wellness,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Tuolumne,CA Health & Wellness,Behavioral Health Treatment 0-6,"$2,369.74 ","$2,448.75 ","$2,530.90 "
1/22-12/22,2022,Regional,Tuolumne,CA Health & Wellness,Behavioral Health Treatment 7-20,"$1,697.35 ","$1,753.93 ","$1,812.77 "
1/22-12/22,2022,Regional,Yuba,CA Health & Wellness,Child,$68.17 ,$71.63 ,$75.30 
1/22-12/22,2022,Regional,Yuba,CA Health & Wellness,Adult,$262.38 ,$271.95 ,$282.00 
1/22-12/22,2022,Regional,Yuba,CA Health & Wellness,Adult Expansion,$330.90 ,$342.53 ,$354.72 
1/22-12/22,2022,Regional,Yuba,CA Health & Wellness,SPD,$929.39 ,$959.34 ,$990.60 
1/22-12/22,2022,Regional,Yuba,CA Health & Wellness,SPD Dual,$212.13 ,$219.76 ,$227.78 
1/22-12/22,2022,Regional,Yuba,CA Health & Wellness,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Yuba,CA Health & Wellness,Behavioral Health Treatment 0-6,"$2,369.74 ","$2,448.75 ","$2,530.90 "
1/22-12/22,2022,Regional,Yuba,CA Health & Wellness,Behavioral Health Treatment 7-20,"$1,697.35 ","$1,753.93 ","$1,812.77 "
1/22-12/22,2022,Regional,Alpine,Anthem Blue Cross,Child,$63.50 ,$66.72 ,$70.14 
1/22-12/22,2022,Regional,Alpine,Anthem Blue Cross,Adult,$225.44 ,$233.64 ,$242.25 
1/22-12/22,2022,Regional,Alpine,Anthem Blue Cross,Adult Expansion,$279.41 ,$289.21 ,$299.49 
1/22-12/22,2022,Regional,Alpine,Anthem Blue Cross,SPD,$758.36 ,$782.77 ,$808.26 
1/22-12/22,2022,Regional,Alpine,Anthem Blue Cross,SPD Dual,$174.45 ,$180.67 ,$187.20 
1/22-12/22,2022,Regional,Alpine,Anthem Blue Cross,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Alpine,Anthem Blue Cross,Behavioral Health Treatment 0-6,"$3,665.62 ","$3,787.83 ","$3,914.90 "
1/22-12/22,2022,Regional,Alpine,Anthem Blue Cross,Behavioral Health Treatment 7-20,"$2,349.28 ","$2,427.60 ","$2,509.04 "
1/22-12/22,2022,Regional,Amador,Anthem Blue Cross,Child,$63.50 ,$66.72 ,$70.14 
1/22-12/22,2022,Regional,Amador,Anthem Blue Cross,Adult,$225.44 ,$233.64 ,$242.25 
1/22-12/22,2022,Regional,Amador,Anthem Blue Cross,Adult Expansion,$279.41 ,$289.21 ,$299.49 
1/22-12/22,2022,Regional,Amador,Anthem Blue Cross,SPD,$758.36 ,$782.77 ,$808.26 
1/22-12/22,2022,Regional,Amador,Anthem Blue Cross,SPD Dual,$174.45 ,$180.67 ,$187.20 
1/22-12/22,2022,Regional,Amador,Anthem Blue Cross,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Amador,Anthem Blue Cross,Behavioral Health Treatment 0-6,"$3,665.62 ","$3,787.83 ","$3,914.90 "
1/22-12/22,2022,Regional,Amador,Anthem Blue Cross,Behavioral Health Treatment 7-20,"$2,349.28 ","$2,427.60 ","$2,509.04 "
1/22-12/22,2022,Regional,Butte,Anthem Blue Cross,Child,$63.50 ,$66.72 ,$70.14 
1/22-12/22,2022,Regional,Butte,Anthem Blue Cross,Adult,$225.44 ,$233.64 ,$242.25 
1/22-12/22,2022,Regional,Butte,Anthem Blue Cross,Adult Expansion,$279.41 ,$289.21 ,$299.49 
1/22-12/22,2022,Regional,Butte,Anthem Blue Cross,SPD,$758.36 ,$782.77 ,$808.26 
1/22-12/22,2022,Regional,Butte,Anthem Blue Cross,SPD Dual,$174.45 ,$180.67 ,$187.20 
1/22-12/22,2022,Regional,Butte,Anthem Blue Cross,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Butte,Anthem Blue Cross,Behavioral Health Treatment 0-6,"$3,665.62 ","$3,787.83 ","$3,914.90 "
1/22-12/22,2022,Regional,Butte,Anthem Blue Cross,Behavioral Health Treatment 7-20,"$2,349.28 ","$2,427.60 ","$2,509.04 "
1/22-12/22,2022,Regional,Calaveras,Anthem Blue Cross,Child,$63.50 ,$66.72 ,$70.14 
1/22-12/22,2022,Regional,Calaveras,Anthem Blue Cross,Adult,$225.44 ,$233.64 ,$242.25 
1/22-12/22,2022,Regional,Calaveras,Anthem Blue Cross,Adult Expansion,$279.41 ,$289.21 ,$299.49 
1/22-12/22,2022,Regional,Calaveras,Anthem Blue Cross,SPD,$758.36 ,$782.77 ,$808.26 
1/22-12/22,2022,Regional,Calaveras,Anthem Blue Cross,SPD Dual,$174.45 ,$180.67 ,$187.20 
1/22-12/22,2022,Regional,Calaveras,Anthem Blue Cross,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Calaveras,Anthem Blue Cross,Behavioral Health Treatment 0-6,"$3,665.62 ","$3,787.83 ","$3,914.90 "
1/22-12/22,2022,Regional,Calaveras,Anthem Blue Cross,Behavioral Health Treatment 7-20,"$2,349.28 ","$2,427.60 ","$2,509.04 "
1/22-12/22,2022,Regional,Colusa,Anthem Blue Cross,Child,$63.50 ,$66.72 ,$70.14 
1/22-12/22,2022,Regional,Colusa,Anthem Blue Cross,Adult,$225.44 ,$233.64 ,$242.25 
1/22-12/22,2022,Regional,Colusa,Anthem Blue Cross,Adult Expansion,$279.41 ,$289.21 ,$299.49 
1/22-12/22,2022,Regional,Colusa,Anthem Blue Cross,SPD,$758.36 ,$782.77 ,$808.26 
1/22-12/22,2022,Regional,Colusa,Anthem Blue Cross,SPD Dual,$174.45 ,$180.67 ,$187.20 
1/22-12/22,2022,Regional,Colusa,Anthem Blue Cross,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Colusa,Anthem Blue Cross,Behavioral Health Treatment 0-6,"$3,665.62 ","$3,787.83 ","$3,914.90 "
1/22-12/22,2022,Regional,Colusa,Anthem Blue Cross,Behavioral Health Treatment 7-20,"$2,349.28 ","$2,427.60 ","$2,509.04 "
1/22-12/22,2022,Regional,El Dorado,Anthem Blue Cross,Child,$63.50 ,$66.72 ,$70.14 
1/22-12/22,2022,Regional,El Dorado,Anthem Blue Cross,Adult,$225.44 ,$233.64 ,$242.25 
1/22-12/22,2022,Regional,El Dorado,Anthem Blue Cross,Adult Expansion,$279.41 ,$289.21 ,$299.49 
1/22-12/22,2022,Regional,El Dorado,Anthem Blue Cross,SPD,$758.36 ,$782.77 ,$808.26 
1/22-12/22,2022,Regional,El Dorado,Anthem Blue Cross,SPD Dual,$174.45 ,$180.67 ,$187.20 
1/22-12/22,2022,Regional,El Dorado,Anthem Blue Cross,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,El Dorado,Anthem Blue Cross,Behavioral Health Treatment 0-6,"$3,665.62 ","$3,787.83 ","$3,914.90 "
1/22-12/22,2022,Regional,El Dorado,Anthem Blue Cross,Behavioral Health Treatment 7-20,"$2,349.28 ","$2,427.60 ","$2,509.04 "
1/22-12/22,2022,Regional,Glenn,Anthem Blue Cross,Child,$63.50 ,$66.72 ,$70.14 
1/22-12/22,2022,Regional,Glenn,Anthem Blue Cross,Adult,$225.44 ,$233.64 ,$242.25 
1/22-12/22,2022,Regional,Glenn,Anthem Blue Cross,Adult Expansion,$279.41 ,$289.21 ,$299.49 
1/22-12/22,2022,Regional,Glenn,Anthem Blue Cross,SPD,$758.36 ,$782.77 ,$808.26 
1/22-12/22,2022,Regional,Glenn,Anthem Blue Cross,SPD Dual,$174.45 ,$180.67 ,$187.20 
1/22-12/22,2022,Regional,Glenn,Anthem Blue Cross,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Glenn,Anthem Blue Cross,Behavioral Health Treatment 0-6,"$3,665.62 ","$3,787.83 ","$3,914.90 "
1/22-12/22,2022,Regional,Glenn,Anthem Blue Cross,Behavioral Health Treatment 7-20,"$2,349.28 ","$2,427.60 ","$2,509.04 "
1/22-12/22,2022,Regional,Inyo,Anthem Blue Cross,Child,$63.50 ,$66.72 ,$70.14 
1/22-12/22,2022,Regional,Inyo,Anthem Blue Cross,Adult,$225.44 ,$233.64 ,$242.25 
1/22-12/22,2022,Regional,Inyo,Anthem Blue Cross,Adult Expansion,$279.41 ,$289.21 ,$299.49 
1/22-12/22,2022,Regional,Inyo,Anthem Blue Cross,SPD,$758.36 ,$782.77 ,$808.26 
1/22-12/22,2022,Regional,Inyo,Anthem Blue Cross,SPD Dual,$174.45 ,$180.67 ,$187.20 
1/22-12/22,2022,Regional,Inyo,Anthem Blue Cross,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Inyo,Anthem Blue Cross,Behavioral Health Treatment 0-6,"$3,665.62 ","$3,787.83 ","$3,914.90 "
1/22-12/22,2022,Regional,Inyo,Anthem Blue Cross,Behavioral Health Treatment 7-20,"$2,349.28 ","$2,427.60 ","$2,509.04 "
1/22-12/22,2022,Regional,Mariposa,Anthem Blue Cross,Child,$63.50 ,$66.72 ,$70.14 
1/22-12/22,2022,Regional,Mariposa,Anthem Blue Cross,Adult,$225.44 ,$233.64 ,$242.25 
1/22-12/22,2022,Regional,Mariposa,Anthem Blue Cross,Adult Expansion,$279.41 ,$289.21 ,$299.49 
1/22-12/22,2022,Regional,Mariposa,Anthem Blue Cross,SPD,$758.36 ,$782.77 ,$808.26 
1/22-12/22,2022,Regional,Mariposa,Anthem Blue Cross,SPD Dual,$174.45 ,$180.67 ,$187.20 
1/22-12/22,2022,Regional,Mariposa,Anthem Blue Cross,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Mariposa,Anthem Blue Cross,Behavioral Health Treatment 0-6,"$3,665.62 ","$3,787.83 ","$3,914.90 "
1/22-12/22,2022,Regional,Mariposa,Anthem Blue Cross,Behavioral Health Treatment 7-20,"$2,349.28 ","$2,427.60 ","$2,509.04 "
1/22-12/22,2022,Regional,Mono,Anthem Blue Cross,Child,$63.50 ,$66.72 ,$70.14 
1/22-12/22,2022,Regional,Mono,Anthem Blue Cross,Adult,$225.44 ,$233.64 ,$242.25 
1/22-12/22,2022,Regional,Mono,Anthem Blue Cross,Adult Expansion,$279.41 ,$289.21 ,$299.49 
1/22-12/22,2022,Regional,Mono,Anthem Blue Cross,SPD,$758.36 ,$782.77 ,$808.26 
1/22-12/22,2022,Regional,Mono,Anthem Blue Cross,SPD Dual,$174.45 ,$180.67 ,$187.20 
1/22-12/22,2022,Regional,Mono,Anthem Blue Cross,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Mono,Anthem Blue Cross,Behavioral Health Treatment 0-6,"$3,665.62 ","$3,787.83 ","$3,914.90 "
1/22-12/22,2022,Regional,Mono,Anthem Blue Cross,Behavioral Health Treatment 7-20,"$2,349.28 ","$2,427.60 ","$2,509.04 "
1/22-12/22,2022,Regional,Nevada,Anthem Blue Cross,Child,$63.50 ,$66.72 ,$70.14 
1/22-12/22,2022,Regional,Nevada,Anthem Blue Cross,Adult,$225.44 ,$233.64 ,$242.25 
1/22-12/22,2022,Regional,Nevada,Anthem Blue Cross,Adult Expansion,$279.41 ,$289.21 ,$299.49 
1/22-12/22,2022,Regional,Nevada,Anthem Blue Cross,SPD,$758.36 ,$782.77 ,$808.26 
1/22-12/22,2022,Regional,Nevada,Anthem Blue Cross,SPD Dual,$174.45 ,$180.67 ,$187.20 
1/22-12/22,2022,Regional,Nevada,Anthem Blue Cross,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Nevada,Anthem Blue Cross,Behavioral Health Treatment 0-6,"$3,665.62 ","$3,787.83 ","$3,914.90 "
1/22-12/22,2022,Regional,Nevada,Anthem Blue Cross,Behavioral Health Treatment 7-20,"$2,349.28 ","$2,427.60 ","$2,509.04 "
1/22-12/22,2022,Regional,Placer,Anthem Blue Cross,Child,$63.50 ,$66.72 ,$70.14 
1/22-12/22,2022,Regional,Placer,Anthem Blue Cross,Adult,$225.44 ,$233.64 ,$242.25 
1/22-12/22,2022,Regional,Placer,Anthem Blue Cross,Adult Expansion,$279.41 ,$289.21 ,$299.49 
1/22-12/22,2022,Regional,Placer,Anthem Blue Cross,SPD,$758.36 ,$782.77 ,$808.26 
1/22-12/22,2022,Regional,Placer,Anthem Blue Cross,SPD Dual,$174.45 ,$180.67 ,$187.20 
1/22-12/22,2022,Regional,Placer,Anthem Blue Cross,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Placer,Anthem Blue Cross,Behavioral Health Treatment 0-6,"$3,665.62 ","$3,787.83 ","$3,914.90 "
1/22-12/22,2022,Regional,Placer,Anthem Blue Cross,Behavioral Health Treatment 7-20,"$2,349.28 ","$2,427.60 ","$2,509.04 "
1/22-12/22,2022,Regional,Plumas,Anthem Blue Cross,Child,$63.50 ,$66.72 ,$70.14 
1/22-12/22,2022,Regional,Plumas,Anthem Blue Cross,Adult,$225.44 ,$233.64 ,$242.25 
1/22-12/22,2022,Regional,Plumas,Anthem Blue Cross,Adult Expansion,$279.41 ,$289.21 ,$299.49 
1/22-12/22,2022,Regional,Plumas,Anthem Blue Cross,SPD,$758.36 ,$782.77 ,$808.26 
1/22-12/22,2022,Regional,Plumas,Anthem Blue Cross,SPD Dual,$174.45 ,$180.67 ,$187.20 
1/22-12/22,2022,Regional,Plumas,Anthem Blue Cross,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Plumas,Anthem Blue Cross,Behavioral Health Treatment 0-6,"$3,665.62 ","$3,787.83 ","$3,914.90 "
1/22-12/22,2022,Regional,Plumas,Anthem Blue Cross,Behavioral Health Treatment 7-20,"$2,349.28 ","$2,427.60 ","$2,509.04 "
1/22-12/22,2022,Regional,Sierra,Anthem Blue Cross,Child,$63.50 ,$66.72 ,$70.14 
1/22-12/22,2022,Regional,Sierra,Anthem Blue Cross,Adult,$225.44 ,$233.64 ,$242.25 
1/22-12/22,2022,Regional,Sierra,Anthem Blue Cross,Adult Expansion,$279.41 ,$289.21 ,$299.49 
1/22-12/22,2022,Regional,Sierra,Anthem Blue Cross,SPD,$758.36 ,$782.77 ,$808.26 
1/22-12/22,2022,Regional,Sierra,Anthem Blue Cross,SPD Dual,$174.45 ,$180.67 ,$187.20 
1/22-12/22,2022,Regional,Sierra,Anthem Blue Cross,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Sierra,Anthem Blue Cross,Behavioral Health Treatment 0-6,"$3,665.62 ","$3,787.83 ","$3,914.90 "
1/22-12/22,2022,Regional,Sierra,Anthem Blue Cross,Behavioral Health Treatment 7-20,"$2,349.28 ","$2,427.60 ","$2,509.04 "
1/22-12/22,2022,Regional,Sutter,Anthem Blue Cross,Child,$63.50 ,$66.72 ,$70.14 
1/22-12/22,2022,Regional,Sutter,Anthem Blue Cross,Adult,$225.44 ,$233.64 ,$242.25 
1/22-12/22,2022,Regional,Sutter,Anthem Blue Cross,Adult Expansion,$279.41 ,$289.21 ,$299.49 
1/22-12/22,2022,Regional,Sutter,Anthem Blue Cross,SPD,$758.36 ,$782.77 ,$808.26 
1/22-12/22,2022,Regional,Sutter,Anthem Blue Cross,SPD Dual,$174.45 ,$180.67 ,$187.20 
1/22-12/22,2022,Regional,Sutter,Anthem Blue Cross,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Sutter,Anthem Blue Cross,Behavioral Health Treatment 0-6,"$3,665.62 ","$3,787.83 ","$3,914.90 "
1/22-12/22,2022,Regional,Sutter,Anthem Blue Cross,Behavioral Health Treatment 7-20,"$2,349.28 ","$2,427.60 ","$2,509.04 "
1/22-12/22,2022,Regional,Tehama,Anthem Blue Cross,Child,$63.50 ,$66.72 ,$70.14 
1/22-12/22,2022,Regional,Tehama,Anthem Blue Cross,Adult,$225.44 ,$233.64 ,$242.25 
1/22-12/22,2022,Regional,Tehama,Anthem Blue Cross,Adult Expansion,$279.41 ,$289.21 ,$299.49 
1/22-12/22,2022,Regional,Tehama,Anthem Blue Cross,SPD,$758.36 ,$782.77 ,$808.26 
1/22-12/22,2022,Regional,Tehama,Anthem Blue Cross,SPD Dual,$174.45 ,$180.67 ,$187.20 
1/22-12/22,2022,Regional,Tehama,Anthem Blue Cross,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Tehama,Anthem Blue Cross,Behavioral Health Treatment 0-6,"$3,665.62 ","$3,787.83 ","$3,914.90 "
1/22-12/22,2022,Regional,Tehama,Anthem Blue Cross,Behavioral Health Treatment 7-20,"$2,349.28 ","$2,427.60 ","$2,509.04 "
1/22-12/22,2022,Regional,Tuolumne,Anthem Blue Cross,Child,$63.50 ,$66.72 ,$70.14 
1/22-12/22,2022,Regional,Tuolumne,Anthem Blue Cross,Adult,$225.44 ,$233.64 ,$242.25 
1/22-12/22,2022,Regional,Tuolumne,Anthem Blue Cross,Adult Expansion,$279.41 ,$289.21 ,$299.49 
1/22-12/22,2022,Regional,Tuolumne,Anthem Blue Cross,SPD,$758.36 ,$782.77 ,$808.26 
1/22-12/22,2022,Regional,Tuolumne,Anthem Blue Cross,SPD Dual,$174.45 ,$180.67 ,$187.20 
1/22-12/22,2022,Regional,Tuolumne,Anthem Blue Cross,Maternity,"$11,430.81 ","$11,782.07 ","$12,146.67 "
1/22-12/22,2022,Regional,Tuolumne,Anthem Blue Cross,Behavioral Health Treatment 0-6,"$3,665.62 ","$3,787.83 ","$3,914.90 "
1/22-12/22,2022,Regional,Tuolumne,Anthem Blue Cross,Behavioral Health Treatment 7-20,"$2,349.28 ","$2,427.60 ","$2,509.04 "
1/22-12/22,2022,Regional,Yuba,Anthem Blue Cross,Child,$63.50 ,$66.72 ,$70.14 
