Rating Period,Calendar Year,Model,County,Health Plan Name,Category of Aid, Lower Bound , Upper Bound 
1/25-12/25,2025,Single Plan,Contra Costa,Kaiser Permanente,SPD/Full-Dual - UIS Federally Eligible,$106.70 ,$114.89 
1/25-12/25,2025,Single Plan,Contra Costa,Kaiser Permanente,LTC - UIS Federally Eligible,$459.57 ,$489.06 
1/25-12/25,2025,Single Plan,Contra Costa,Kaiser Permanente,LTC/Full-Dual - UIS Federally Eligible,$106.70 ,$114.89 
1/25-12/25,2025,Single Plan,Contra Costa,Kaiser Permanente,Maternity - UIS Federally Eligible,"$11,331.46 ","$11,831.27 "
1/25-12/25,2025,Single Plan,Contra Costa,Kaiser Permanente,Child - UIS State-Only,$98.88 ,$107.68 
1/25-12/25,2025,Single Plan,Contra Costa,Kaiser Permanente,Adult - UIS State-Only,$223.31 ,$239.56 
1/25-12/25,2025,Single Plan,Contra Costa,Kaiser Permanente,ACA Optional Expansion - UIS State-Only,$293.44 ,$313.48 
1/25-12/25,2025,Single Plan,Contra Costa,Kaiser Permanente,SPD - UIS State-Only,$850.59 ,$900.09 
1/25-12/25,2025,Single Plan,Contra Costa,Kaiser Permanente,SPD/Full-Dual - UIS State-Only,$504.09 ,$528.95 
1/25-12/25,2025,Single Plan,Contra Costa,Kaiser Permanente,LTC - UIS State-Only,$850.59 ,$900.09 
1/25-12/25,2025,Single Plan,Contra Costa,Kaiser Permanente,LTC/Full-Dual - UIS State-Only,$504.09 ,$528.95 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,Child - SIS,$130.60 ,$141.18 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,Adult - SIS,$239.99 ,$256.93 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,ACA Optional Expansion - SIS,$281.93 ,$301.07 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,SPD - SIS,$917.34 ,$971.26 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,SPD/Full-Dual - SIS,$388.24 ,$410.48 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,LTC - SIS,$917.34 ,$971.26 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,LTC/Full-Dual - SIS,$388.24 ,$410.48 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,Maternity - SIS,"$8,170.40 ","$8,530.81 "
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,Child - UIS Federally Eligible,$23.45 ,$25.98 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,Adult - UIS Federally Eligible,$128.94 ,$137.75 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,ACA Optional Expansion - UIS Federally Eligible,$126.80 ,$135.48 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,SPD - UIS Federally Eligible,$384.14 ,$408.16 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,SPD/Full-Dual - UIS Federally Eligible,$91.49 ,$98.07 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,LTC - UIS Federally Eligible,$384.14 ,$408.16 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,LTC/Full-Dual - UIS Federally Eligible,$91.49 ,$98.07 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,Maternity - UIS Federally Eligible,"$8,170.40 ","$8,530.81 "
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,Child - UIS State-Only,$69.79 ,$75.69 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,Adult - UIS State-Only,$172.73 ,$184.55 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,ACA Optional Expansion - UIS State-Only,$195.94 ,$209.07 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,SPD - UIS State-Only,$814.59 ,$858.51 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,SPD/Full-Dual - UIS State-Only,$302.53 ,$319.60 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,LTC - UIS State-Only,$814.59 ,$858.51 
1/25-12/25,2025,Single Plan,Imperial,Community Health Plan Imperial Valley ,LTC/Full-Dual - UIS State-Only,$302.53 ,$319.60 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,Child - SIS,$130.60 ,$141.18 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,Adult - SIS,$239.99 ,$256.93 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,ACA Optional Expansion - SIS,$281.93 ,$301.07 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,SPD - SIS,$917.34 ,$971.26 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,SPD/Full-Dual - SIS,$388.24 ,$410.48 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,LTC - SIS,$917.34 ,$971.26 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,LTC/Full-Dual - SIS,$388.24 ,$410.48 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,Maternity - SIS,"$8,170.40 ","$8,530.81 "
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,Child - UIS Federally Eligible,$23.45 ,$25.98 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,Adult - UIS Federally Eligible,$128.94 ,$137.75 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,ACA Optional Expansion - UIS Federally Eligible,$126.80 ,$135.48 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,SPD - UIS Federally Eligible,$384.14 ,$408.16 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,SPD/Full-Dual - UIS Federally Eligible,$91.49 ,$98.07 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,LTC - UIS Federally Eligible,$384.14 ,$408.16 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,LTC/Full-Dual - UIS Federally Eligible,$91.49 ,$98.07 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,Maternity - UIS Federally Eligible,"$8,170.40 ","$8,530.81 "
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,Child - UIS State-Only,$69.79 ,$75.69 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,Adult - UIS State-Only,$172.73 ,$184.55 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,ACA Optional Expansion - UIS State-Only,$195.94 ,$209.07 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,SPD - UIS State-Only,$814.59 ,$858.51 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,SPD/Full-Dual - UIS State-Only,$302.53 ,$319.60 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,LTC - UIS State-Only,$814.59 ,$858.51 
1/25-12/25,2025,Single Plan,Imperial,Kaiser Permanente,LTC/Full-Dual - UIS State-Only,$302.53 ,$319.60 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,Child - SIS,$157.63 ,$170.26 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,Adult - SIS,$369.76 ,$393.84 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,ACA Optional Expansion - SIS,$456.82 ,$485.01 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,SPD - SIS,"$1,645.33 ","$1,732.86 "
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,SPD/Full-Dual - SIS,$742.15 ,$775.70 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,LTC - SIS,"$1,645.33 ","$1,732.86 "
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,LTC/Full-Dual - SIS,$742.15 ,$775.70 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,Maternity - SIS,"$9,607.58 ","$9,995.89 "
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,Child - UIS Federally Eligible,$55.26 ,$59.87 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,Adult - UIS Federally Eligible,$139.99 ,$149.26 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,ACA Optional Expansion - UIS Federally Eligible,$199.57 ,$212.10 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,SPD - UIS Federally Eligible,$509.70 ,$539.29 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,SPD/Full-Dual - UIS Federally Eligible,$157.95 ,$168.20 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,LTC - UIS Federally Eligible,$509.70 ,$539.29 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,LTC/Full-Dual - UIS Federally Eligible,$157.95 ,$168.20 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,Maternity - UIS Federally Eligible,"$9,607.58 ","$9,995.89 "
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,Child - UIS State-Only,$108.67 ,$117.07 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,Adult - UIS State-Only,$184.84 ,$197.30 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,ACA Optional Expansion - UIS State-Only,$301.15 ,$319.24 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,SPD - UIS State-Only,$921.49 ,$969.11 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,SPD/Full-Dual - UIS State-Only,$637.39 ,$665.36 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,LTC - UIS State-Only,$921.49 ,$969.11 
1/26-12/26,2026,Single Plan,Alameda,Alameda Alliance for Health,LTC/Full-Dual - UIS State-Only,$637.39 ,$665.36 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,Child - SIS,$180.42 ,$194.16 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,Adult - SIS,$407.88 ,$434.52 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,ACA Optional Expansion - SIS,$491.32 ,$522.46 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,SPD - SIS,"$1,290.30 ","$1,361.11 "
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,SPD/Full-Dual - SIS,$494.41 ,$519.63 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,LTC - SIS,"$1,290.30 ","$1,361.11 "
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,LTC/Full-Dual - SIS,$494.41 ,$519.63 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,Maternity - SIS,"$9,607.58 ","$9,995.89 "
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,Child - UIS Federally Eligible,$55.26 ,$59.87 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,Adult - UIS Federally Eligible,$127.10 ,$135.51 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,ACA Optional Expansion - UIS Federally Eligible,$233.24 ,$247.88 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,SPD - UIS Federally Eligible,$509.70 ,$539.29 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,SPD/Full-Dual - UIS Federally Eligible,$157.95 ,$168.20 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,LTC - UIS Federally Eligible,$509.70 ,$539.29 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,LTC/Full-Dual - UIS Federally Eligible,$157.95 ,$168.20 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,Maternity - UIS Federally Eligible,"$9,607.58 ","$9,995.89 "
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,Child - UIS State-Only,$108.67 ,$117.07 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,Adult - UIS State-Only,$167.17 ,$178.45 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,ACA Optional Expansion - UIS State-Only,$357.95 ,$379.29 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,SPD - UIS State-Only,$921.49 ,$969.11 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,SPD/Full-Dual - UIS State-Only,$637.39 ,$665.36 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,LTC - UIS State-Only,$921.49 ,$969.11 
1/26-12/26,2026,Single Plan,Alameda,Kaiser Permanente,LTC/Full-Dual - UIS State-Only,$637.39 ,$665.36 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,Child - SIS,$168.56 ,$181.56 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,Adult - SIS,$409.23 ,$435.05 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,ACA Optional Expansion - SIS,$486.02 ,$515.56 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,SPD - SIS,"$1,646.79 ","$1,735.23 "
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,SPD/Full-Dual - SIS,$755.26 ,$789.55 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,LTC - SIS,"$1,646.79 ","$1,735.23 "
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,LTC/Full-Dual - SIS,$755.26 ,$789.55 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,Maternity - SIS,"$14,612.15 ","$15,201.71 "
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,Child - UIS Federally Eligible,$31.10 ,$34.21 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,Adult - UIS Federally Eligible,$133.09 ,$141.71 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,ACA Optional Expansion - UIS Federally Eligible,$210.54 ,$223.35 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,SPD - UIS Federally Eligible,$370.15 ,$391.59 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,SPD/Full-Dual - UIS Federally Eligible,$157.05 ,$166.98 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,LTC - UIS Federally Eligible,$370.15 ,$391.59 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,LTC/Full-Dual - UIS Federally Eligible,$157.05 ,$166.98 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,Maternity - UIS Federally Eligible,"$14,612.15 ","$15,201.71 "
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,Child - UIS State-Only,$106.41 ,$114.68 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,Adult - UIS State-Only,$203.16 ,$216.67 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,ACA Optional Expansion - UIS State-Only,$351.52 ,$372.68 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,SPD - UIS State-Only,$803.92 ,$846.46 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,SPD/Full-Dual - UIS State-Only,$561.52 ,$586.54 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,LTC - UIS State-Only,$803.92 ,$846.46 
1/26-12/26,2026,Single Plan,Contra Costa,Contra Costa Health Plan,LTC/Full-Dual - UIS State-Only,$561.52 ,$586.54 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,Child - SIS,$176.21 ,$189.65 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,Adult - SIS,$475.89 ,$506.01 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,ACA Optional Expansion - SIS,$560.15 ,$594.68 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,SPD - SIS,"$1,368.44 ","$1,444.19 "
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,SPD/Full-Dual - SIS,$536.51 ,$563.34 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,LTC - SIS,"$1,368.44 ","$1,444.19 "
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,LTC/Full-Dual - SIS,$536.51 ,$563.34 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,Maternity - SIS,"$14,612.15 ","$15,201.71 "
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,Child - UIS Federally Eligible,$31.10 ,$34.21 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,Adult - UIS Federally Eligible,$128.48 ,$136.81 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,ACA Optional Expansion - UIS Federally Eligible,$222.09 ,$235.61 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,SPD - UIS Federally Eligible,$370.15 ,$391.59 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,SPD/Full-Dual - UIS Federally Eligible,$157.05 ,$166.98 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,LTC - UIS Federally Eligible,$370.15 ,$391.59 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,LTC/Full-Dual - UIS Federally Eligible,$157.05 ,$166.98 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,Maternity - UIS Federally Eligible,"$14,612.15 ","$15,201.71 "
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,Child - UIS State-Only,$106.41 ,$114.68 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,Adult - UIS State-Only,$195.58 ,$208.59 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,ACA Optional Expansion - UIS State-Only,$365.46 ,$387.53 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,SPD - UIS State-Only,$803.92 ,$846.46 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,SPD/Full-Dual - UIS State-Only,$561.52 ,$586.54 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,LTC - UIS State-Only,$803.92 ,$846.46 
1/26-12/26,2026,Single Plan,Contra Costa,Kaiser Permanente,LTC/Full-Dual - UIS State-Only,$561.52 ,$586.54 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,Child - SIS,$124.27 ,$133.37 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,Adult - SIS,$257.63 ,$273.94 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,ACA Optional Expansion - SIS,$307.04 ,$325.74 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,SPD - SIS,"$1,036.49 ","$1,092.48 "
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,SPD/Full-Dual - SIS,$385.91 ,$406.29 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,LTC - SIS,"$1,036.49 ","$1,092.48 "
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,LTC/Full-Dual - SIS,$385.91 ,$406.29 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,Maternity - SIS,"$9,620.71 ","$10,009.97 "
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,Child - UIS Federally Eligible,$21.67 ,$23.67 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,Adult - UIS Federally Eligible,$107.20 ,$113.82 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,ACA Optional Expansion - UIS Federally Eligible,$133.26 ,$141.28 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,SPD - UIS Federally Eligible,$420.54 ,$444.08 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,SPD/Full-Dual - UIS Federally Eligible,$153.08 ,$162.18 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,LTC - UIS Federally Eligible,$420.54 ,$444.08 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,LTC/Full-Dual - UIS Federally Eligible,$153.08 ,$162.18 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,Maternity - UIS Federally Eligible,"$9,620.71 ","$10,009.97 "
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,Child - UIS State-Only,$78.19 ,$84.00 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,Adult - UIS State-Only,$158.95 ,$168.96 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,ACA Optional Expansion - UIS State-Only,$275.96 ,$291.32 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,SPD - UIS State-Only,$839.94 ,$881.12 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,SPD/Full-Dual - UIS State-Only,$358.53 ,$376.37 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,LTC - UIS State-Only,$839.94 ,$881.12 
1/26-12/26,2026,Single Plan,Imperial,Community Health Plan Imperial Valley ,LTC/Full-Dual - UIS State-Only,$358.53 ,$376.37 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,Child - SIS,$124.27 ,$133.37 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,Adult - SIS,$257.63 ,$273.94 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,ACA Optional Expansion - SIS,$307.04 ,$325.74 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,SPD - SIS,"$1,036.49 ","$1,092.48 "
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,SPD/Full-Dual - SIS,$385.91 ,$406.29 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,LTC - SIS,"$1,036.49 ","$1,092.48 "
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,LTC/Full-Dual - SIS,$385.91 ,$406.29 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,Maternity - SIS,"$9,620.71 ","$10,009.97 "
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,Child - UIS Federally Eligible,$21.67 ,$23.67 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,Adult - UIS Federally Eligible,$107.20 ,$113.82 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,ACA Optional Expansion - UIS Federally Eligible,$133.26 ,$141.28 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,SPD - UIS Federally Eligible,$420.54 ,$444.08 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,SPD/Full-Dual - UIS Federally Eligible,$153.08 ,$162.18 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,LTC - UIS Federally Eligible,$420.54 ,$444.08 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,LTC/Full-Dual - UIS Federally Eligible,$153.08 ,$162.18 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,Maternity - UIS Federally Eligible,"$9,620.71 ","$10,009.97 "
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,Child - UIS State-Only,$78.19 ,$84.00 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,Adult - UIS State-Only,$158.95 ,$168.96 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,ACA Optional Expansion - UIS State-Only,$275.96 ,$291.32 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,SPD - UIS State-Only,$839.94 ,$881.12 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,SPD/Full-Dual - UIS State-Only,$358.53 ,$376.37 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,LTC - UIS State-Only,$839.94 ,$881.12 
1/26-12/26,2026,Single Plan,Imperial,Kaiser Permanente,LTC/Full-Dual - UIS State-Only,$358.53 ,$376.37 
