Rating Period ,Calendar Year,Model,County,Health Plan,Category of Aid,Lower Bound,Midpoint,Upper Bound
1/25-12/25,2025,COHS,Placer,Partnership Health Plan of California,SPD - UIS State-Only,$734.68 ,-,$772.90 
1/25-12/25,2025,COHS,Placer,Partnership Health Plan of California,SPD/Full-Dual - UIS State-Only,$353.27 ,-,$370.32 
1/25-12/25,2025,COHS,Placer,Partnership Health Plan of California,LTC - UIS State-Only,$734.68 ,-,$772.90 
1/25-12/25,2025,COHS,Placer,Partnership Health Plan of California,LTC/Full-Dual - UIS State-Only,$353.27 ,-,$370.32 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,Child - SIS,$127.92 ,-,$137.86 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,Adult - SIS,$365.95 ,-,$388.96 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,ACA Optional Expansion - SIS,$451.51 ,-,$479.05 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,SPD - SIS,"$1,259.02 ",-,"$1,328.48 "
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,SPD/Full-Dual - SIS,$590.13 ,-,$616.33 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,LTC - SIS,"$1,259.02 ",-,"$1,328.48 "
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,LTC/Full-Dual - SIS,$590.13 ,-,$616.33 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,Maternity - SIS,"$14,809.92 ",-,"$15,408.21 "
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,Child - UIS Federally Eligible,$23.91 ,-,$26.37 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,Adult - UIS Federally Eligible,$121.71 ,-,$129.58 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,ACA Optional Expansion - UIS Federally Eligible,$179.43 ,-,$190.49 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,SPD - UIS Federally Eligible,$427.70 ,-,$452.50 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,SPD/Full-Dual - UIS Federally Eligible,$105.31 ,-,$112.28 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,LTC - UIS Federally Eligible,$427.70 ,-,$452.50 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,LTC/Full-Dual - UIS Federally Eligible,$105.31 ,-,$112.28 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,Maternity - UIS Federally Eligible,"$14,809.92 ",-,"$15,408.21 "
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,Child - UIS State-Only,$75.49 ,-,$81.46 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,Adult - UIS State-Only,$192.68 ,-,$204.91 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,ACA Optional Expansion - UIS State-Only,$268.39 ,-,$284.73 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,SPD - UIS State-Only,$734.68 ,-,$772.90 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,SPD/Full-Dual - UIS State-Only,$353.27 ,-,$370.32 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,LTC - UIS State-Only,$734.68 ,-,$772.90 
1/25-12/25,2025,COHS,Plumas,Partnership Health Plan of California,LTC/Full-Dual - UIS State-Only,$353.27 ,-,$370.32 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,Child - SIS,$127.92 ,-,$137.86 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,Adult - SIS,$365.95 ,-,$388.96 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,ACA Optional Expansion - SIS,$451.51 ,-,$479.05 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,SPD - SIS,"$1,259.02 ",-,"$1,328.48 "
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,SPD/Full-Dual - SIS,$590.13 ,-,$616.33 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,LTC - SIS,"$1,259.02 ",-,"$1,328.48 "
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,LTC/Full-Dual - SIS,$590.13 ,-,$616.33 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,Maternity - SIS,"$14,809.92 ",-,"$15,408.21 "
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,Child - UIS Federally Eligible,$23.91 ,-,$26.37 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,Adult - UIS Federally Eligible,$121.71 ,-,$129.58 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,ACA Optional Expansion - UIS Federally Eligible,$179.43 ,-,$190.49 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,SPD - UIS Federally Eligible,$427.70 ,-,$452.50 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,SPD/Full-Dual - UIS Federally Eligible,$105.31 ,-,$112.28 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,LTC - UIS Federally Eligible,$427.70 ,-,$452.50 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,LTC/Full-Dual - UIS Federally Eligible,$105.31 ,-,$112.28 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,Maternity - UIS Federally Eligible,"$14,809.92 ",-,"$15,408.21 "
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,Child - UIS State-Only,$75.49 ,-,$81.46 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,Adult - UIS State-Only,$192.68 ,-,$204.91 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,ACA Optional Expansion - UIS State-Only,$268.39 ,-,$284.73 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,SPD - UIS State-Only,$734.68 ,-,$772.90 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,SPD/Full-Dual - UIS State-Only,$353.27 ,-,$370.32 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,LTC - UIS State-Only,$734.68 ,-,$772.90 
1/25-12/25,2025,COHS,Sierra,Partnership Health Plan of California,LTC/Full-Dual - UIS State-Only,$353.27 ,-,$370.32 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,Child - SIS,$127.92 ,-,$137.86 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,Adult - SIS,$365.95 ,-,$388.96 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,ACA Optional Expansion - SIS,$451.51 ,-,$479.05 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,SPD - SIS,"$1,259.02 ",-,"$1,328.48 "
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,SPD/Full-Dual - SIS,$590.13 ,-,$616.33 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,LTC - SIS,"$1,259.02 ",-,"$1,328.48 "
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,LTC/Full-Dual - SIS,$590.13 ,-,$616.33 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,Maternity - SIS,"$14,809.92 ",-,"$15,408.21 "
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,Child - UIS Federally Eligible,$23.91 ,-,$26.37 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,Adult - UIS Federally Eligible,$121.71 ,-,$129.58 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,ACA Optional Expansion - UIS Federally Eligible,$179.43 ,-,$190.49 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,SPD - UIS Federally Eligible,$427.70 ,-,$452.50 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,SPD/Full-Dual - UIS Federally Eligible,$105.31 ,-,$112.28 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,LTC - UIS Federally Eligible,$427.70 ,-,$452.50 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,LTC/Full-Dual - UIS Federally Eligible,$105.31 ,-,$112.28 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,Maternity - UIS Federally Eligible,"$14,809.92 ",-,"$15,408.21 "
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,Child - UIS State-Only,$75.49 ,-,$81.46 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,Adult - UIS State-Only,$192.68 ,-,$204.91 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,ACA Optional Expansion - UIS State-Only,$268.39 ,-,$284.73 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,SPD - UIS State-Only,$734.68 ,-,$772.90 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,SPD/Full-Dual - UIS State-Only,$353.27 ,-,$370.32 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,LTC - UIS State-Only,$734.68 ,-,$772.90 
1/25-12/25,2025,COHS,Sutter,Partnership Health Plan of California,LTC/Full-Dual - UIS State-Only,$353.27 ,-,$370.32 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,Child - SIS,$127.92 ,-,$137.86 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,Adult - SIS,$365.95 ,-,$388.96 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,ACA Optional Expansion - SIS,$451.51 ,-,$479.05 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,SPD - SIS,"$1,259.02 ",-,"$1,328.48 "
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,SPD/Full-Dual - SIS,$590.13 ,-,$616.33 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,LTC - SIS,"$1,259.02 ",-,"$1,328.48 "
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,LTC/Full-Dual - SIS,$590.13 ,-,$616.33 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,Maternity - SIS,"$14,809.92 ",-,"$15,408.21 "
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,Child - UIS Federally Eligible,$23.91 ,-,$26.37 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,Adult - UIS Federally Eligible,$121.71 ,-,$129.58 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,ACA Optional Expansion - UIS Federally Eligible,$179.43 ,-,$190.49 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,SPD - UIS Federally Eligible,$427.70 ,-,$452.50 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,SPD/Full-Dual - UIS Federally Eligible,$105.31 ,-,$112.28 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,LTC - UIS Federally Eligible,$427.70 ,-,$452.50 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,LTC/Full-Dual - UIS Federally Eligible,$105.31 ,-,$112.28 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,Maternity - UIS Federally Eligible,"$14,809.92 ",-,"$15,408.21 "
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,Child - UIS State-Only,$75.49 ,-,$81.46 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,Adult - UIS State-Only,$192.68 ,-,$204.91 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,ACA Optional Expansion - UIS State-Only,$268.39 ,-,$284.73 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,SPD - UIS State-Only,$734.68 ,-,$772.90 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,SPD/Full-Dual - UIS State-Only,$353.27 ,-,$370.32 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,LTC - UIS State-Only,$734.68 ,-,$772.90 
1/25-12/25,2025,COHS,Tehama,Partnership Health Plan of California,LTC/Full-Dual - UIS State-Only,$353.27 ,-,$370.32 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,Child - SIS,$127.92 ,-,$137.86 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,Adult - SIS,$365.95 ,-,$388.96 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,ACA Optional Expansion - SIS,$451.51 ,-,$479.05 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,SPD - SIS,"$1,259.02 ",-,"$1,328.48 "
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,SPD/Full-Dual - SIS,$590.13 ,-,$616.33 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,LTC - SIS,"$1,259.02 ",-,"$1,328.48 "
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,LTC/Full-Dual - SIS,$590.13 ,-,$616.33 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,Maternity - SIS,"$14,809.92 ",-,"$15,408.21 "
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,Child - UIS Federally Eligible,$23.91 ,-,$26.37 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,Adult - UIS Federally Eligible,$121.71 ,-,$129.58 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,ACA Optional Expansion - UIS Federally Eligible,$179.43 ,-,$190.49 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,SPD - UIS Federally Eligible,$427.70 ,-,$452.50 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,SPD/Full-Dual - UIS Federally Eligible,$105.31 ,-,$112.28 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,LTC - UIS Federally Eligible,$427.70 ,-,$452.50 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,LTC/Full-Dual - UIS Federally Eligible,$105.31 ,-,$112.28 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,Maternity - UIS Federally Eligible,"$14,809.92 ",-,"$15,408.21 "
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,Child - UIS State-Only,$75.49 ,-,$81.46 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,Adult - UIS State-Only,$192.68 ,-,$204.91 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,ACA Optional Expansion - UIS State-Only,$268.39 ,-,$284.73 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,SPD - UIS State-Only,$734.68 ,-,$772.90 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,SPD/Full-Dual - UIS State-Only,$353.27 ,-,$370.32 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,LTC - UIS State-Only,$734.68 ,-,$772.90 
1/25-12/25,2025,COHS,Yuba,Partnership Health Plan of California,LTC/Full-Dual - UIS State-Only,$353.27 ,-,$370.32 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,Child - SIS,$144.78 ,-,$157.57 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,Adult - SIS,$420.17 ,-,$449.10 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,ACA Optional Expansion - SIS,$428.92 ,-,$458.02 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,SPD - SIS,"$1,344.70 ",-,"$1,423.94 "
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,SPD/Full-Dual - SIS,$534.97 ,-,$562.12 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,LTC - SIS,"$1,344.70 ",-,"$1,423.94 "
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,LTC/Full-Dual - SIS,$534.97 ,-,$562.12 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,Maternity - SIS,"$9,757.14 ",-,"$10,187.60 "
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,Child - UIS Federally Eligible,$41.50 ,-,$45.68 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,Adult - UIS Federally Eligible,$211.34 ,-,$225.60 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,ACA Optional Expansion - UIS Federally Eligible,$208.50 ,-,$222.60 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,SPD - UIS Federally Eligible,$511.17 ,-,$543.27 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,SPD/Full-Dual - UIS Federally Eligible,$128.30 ,-,$137.63 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,LTC - UIS Federally Eligible,$511.17 ,-,$543.27 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,LTC/Full-Dual - UIS Federally Eligible,$128.30 ,-,$137.63 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,Maternity - UIS Federally Eligible,"$9,757.14 ",-,"$10,187.60 "
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,Child - UIS State-Only,$101.59 ,-,$110.18 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,Adult - UIS State-Only,$293.08 ,-,$312.89 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,ACA Optional Expansion - UIS State-Only,$364.47 ,-,$387.68 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,SPD - UIS State-Only,$886.31 ,-,$936.08 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,SPD/Full-Dual - UIS State-Only,$435.68 ,-,$458.67 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,LTC - UIS State-Only,$886.31 ,-,$936.08 
1/25-12/25,2025,COHS,Mariposa,Kaiser Permanente,LTC/Full-Dual - UIS State-Only,$435.68 ,-,$458.67 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,Child - SIS,$158.24 ,-,$169.69 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,Adult - SIS,$325.22 ,-,$345.69 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,ACA Optional Expansion - SIS,$366.89 ,-,$389.37 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,SPD - SIS,$765.08 ,-,$805.04 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,SPD/Full-Dual - SIS,$488.30 ,-,$511.14 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,LTC - SIS,$765.08 ,-,$805.04 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,LTC/Full-Dual - SIS,$488.30 ,-,$511.14 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,Maternity - SIS,"$14,809.92 ",-,"$15,408.21 "
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,Child - UIS Federally Eligible,$23.91 ,-,$26.37 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,Adult - UIS Federally Eligible,$121.71 ,-,$129.58 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,ACA Optional Expansion - UIS Federally Eligible,$179.43 ,-,$190.49 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,SPD - UIS Federally Eligible,$427.70 ,-,$452.50 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,SPD/Full-Dual - UIS Federally Eligible,$105.31 ,-,$112.28 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,LTC - UIS Federally Eligible,$427.70 ,-,$452.50 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,LTC/Full-Dual - UIS Federally Eligible,$105.31 ,-,$112.28 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,Maternity - UIS Federally Eligible,"$14,809.92 ",-,"$15,408.21 "
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,Child - UIS State-Only,$75.49 ,-,$81.46 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,Adult - UIS State-Only,$192.68 ,-,$204.91 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,ACA Optional Expansion - UIS State-Only,$268.39 ,-,$284.73 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,SPD - UIS State-Only,$734.68 ,-,$772.90 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,SPD/Full-Dual - UIS State-Only,$353.27 ,-,$370.32 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,LTC - UIS State-Only,$734.68 ,-,$772.90 
1/25-12/25,2025,COHS,Sutter,Kaiser Permanente,LTC/Full-Dual - UIS State-Only,$353.27 ,-,$370.32 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,Child - SIS,$158.24 ,-,$169.69 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,Adult - SIS,$325.22 ,-,$345.69 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,ACA Optional Expansion - SIS,$366.89 ,-,$389.37 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,SPD - SIS,$765.08 ,-,$805.04 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,SPD/Full-Dual - SIS,$488.30 ,-,$511.14 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,LTC - SIS,$765.08 ,-,$805.04 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,LTC/Full-Dual - SIS,$488.30 ,-,$511.14 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,Maternity - SIS,"$14,809.92 ",-,"$15,408.21 "
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,Child - UIS Federally Eligible,$23.91 ,-,$26.37 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,Adult - UIS Federally Eligible,$121.71 ,-,$129.58 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,ACA Optional Expansion - UIS Federally Eligible,$179.43 ,-,$190.49 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,SPD - UIS Federally Eligible,$427.70 ,-,$452.50 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,SPD/Full-Dual - UIS Federally Eligible,$105.31 ,-,$112.28 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,LTC - UIS Federally Eligible,$427.70 ,-,$452.50 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,LTC/Full-Dual - UIS Federally Eligible,$105.31 ,-,$112.28 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,Maternity - UIS Federally Eligible,"$14,809.92 ",-,"$15,408.21 "
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,Child - UIS State-Only,$75.49 ,-,$81.46 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,Adult - UIS State-Only,$192.68 ,-,$204.91 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,ACA Optional Expansion - UIS State-Only,$268.39 ,-,$284.73 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,SPD - UIS State-Only,$734.68 ,-,$772.90 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,SPD/Full-Dual - UIS State-Only,$353.27 ,-,$370.32 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,LTC - UIS State-Only,$734.68 ,-,$772.90 
1/25-12/25,2025,COHS,Yuba,Kaiser Permanente,LTC/Full-Dual - UIS State-Only,$353.27 ,-,$370.32 
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,Child - SIS,$135.13 ,-,$147.94 
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,Adult - SIS,$368.60 ,-,$395.64 
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,ACA Optional Expansion - SIS,$473.78 ,-,$507.34 
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,SPD - SIS,"$1,239.05 ",-,"$1,312.52 "
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,SPD/Full-Dual - SIS,"$1,041.13 ",-,"$1,085.23 "
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,LTC - SIS,"$1,239.05 ",-,"$1,312.52 "
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,LTC/Full-Dual - SIS,"$1,041.13 ",-,"$1,085.23 "
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,Maternity - SIS,"$17,929.34 ",-,"$18,720.07 "
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,Child - UIS Federally Eligible,$31.07 ,-,$34.72 
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,Adult - UIS Federally Eligible,$162.54 ,-,$174.29 
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,ACA Optional Expansion - UIS Federally Eligible,$203.92 ,-,$218.22 
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,SPD - UIS Federally Eligible,$466.43 ,-,$496.92 
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,SPD/Full-Dual - UIS Federally Eligible,$109.46 ,-,$117.94 
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,LTC - UIS Federally Eligible,$466.43 ,-,$496.92 
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,LTC/Full-Dual - UIS Federally Eligible,$109.46 ,-,$117.94 
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,Maternity - UIS Federally Eligible,"$17,929.34 ",-,"$18,720.07 "
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,Child - UIS State-Only,$85.78 ,-,$93.87 
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,Adult - UIS State-Only,$240.82 ,-,$258.11 
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,ACA Optional Expansion - UIS State-Only,$335.43 ,-,$358.56 
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,SPD - UIS State-Only,$998.59 ,-,"$1,052.69 "
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,SPD/Full-Dual - UIS State-Only,$528.74 ,-,$554.07 
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,LTC - UIS State-Only,$998.59 ,-,"$1,052.69 "
1/25-12/25,2025,COHS,San Benito,Central California Alliance for Health,LTC/Full-Dual - UIS State-Only,$528.74 ,-,$554.07 
1/25-12/25,2025,COHS,Placer,Kaiser Permanente,Child - SIS,$158.24 ,-,$169.69 
1/25-12/25,2025,COHS,Placer,Kaiser Permanente,Adult - SIS,$325.22 ,-,$345.69 
1/25-12/25,2025,COHS,Placer,Kaiser Permanente,ACA Optional Expansion - SIS,$366.89 ,-,$389.37 
1/25-12/25,2025,COHS,Placer,Kaiser Permanente,SPD - SIS,$765.08 ,-,$805.04 
1/25-12/25,2025,COHS,Placer,Kaiser Permanente,SPD/Full-Dual - SIS,$488.30 ,-,$511.14 
1/25-12/25,2025,COHS,Placer,Kaiser Permanente,LTC - SIS,$765.08 ,-,$805.04 
1/25-12/25,2025,COHS,Placer,Kaiser Permanente,LTC/Full-Dual - SIS,$488.30 ,-,$511.14 
1/25-12/25,2025,COHS,Placer,Kaiser Permanente,Maternity - SIS,"$14,809.92 ",-,"$15,408.21 "
1/25-12/25,2025,COHS,Placer,Kaiser Permanente,Child - UIS Federally Eligible,$23.91 ,-,$26.37 
1/25-12/25,2025,COHS,Placer,Kaiser Permanente,Adult - UIS Federally Eligible,$121.71 ,-,$129.58 
1/25-12/25,2025,COHS,Placer,Kaiser Permanente,ACA Optional Expansion - UIS Federally Eligible,$179.43 ,-,$190.49 
1/25-12/25,2025,COHS,Placer,Kaiser Permanente,SPD - UIS Federally Eligible,$427.70 ,-,$452.50 
1/25-12/25,2025,COHS,Placer,Kaiser Permanente,SPD/Full-Dual - UIS Federally Eligible,$105.31 ,-,$112.28 
1/25-12/25,2025,COHS,Placer,Kaiser Permanente,LTC - UIS Federally Eligible,$427.70 ,-,$452.50 
1/25-12/25,2025,COHS,Placer,Kaiser Permanente,LTC/Full-Dual - UIS Federally Eligible,$105.31 ,-,$112.28 
