2025 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H2624 ,Local CCP ,CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA ,CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA ,"HTA Holdings, LLC ",83%,86%,82%,68%,70%,100%,100%,Not enough data available ,86%,88%,81%,66%,39%,90%,11%,91%,85%,92%,85,87,94,88,92,90,0.07,8%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,95%,98%,0.07,8%,Medicare shows only a Star Rating for this topic ,90,88,95,83%,84%,84%,85%,89%
H2663 ,Local CCP ,"COVENTRY HEALTH CARE OF MISSOURI, INC. ",Aetna Medicare ,CVS Health Corporation ,76%,77%,74%,51%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,62%,83%,96%,87%,56%,47%,97%,12%,87%,63%,65%,82,85,90,88,91,88,0.13,11%,Medicare shows only a Star Rating for this topic ,96%,96%,100%,97%,0.13,11%,Medicare shows only a Star Rating for this topic ,89,91,99,86%,91%,91%,93%,86%
H2686 ,Local CCP ,DEVOTED HEALTH INSURANCE COMPANY OF HAWAII INC ,Devoted Health ,"Devoted Health, Inc. ",Not enough data available ,Not enough data available ,70%,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,89%,86%,87%,Plan too new to be measured ,Plan too new to be measured ,92%,No data available ,Not enough data available ,74%,Not enough data available ,78,78,90,86,89,86,0.27,14%,Not enough data available ,Not enough data available ,Not enough data available ,95%,90%,0.27,14%,Not enough data available ,88,88,99,90%,91%,90%,93%,88%
H2694 ,Local CCP ,"ETERNALHEALTH, INC. ",eternalHealth ,"Eternal Health of Delaware, Inc. ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,97%,92%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,99,Not enough data available ,77%,86%,Not enough data available ,Not enough data available
H2697 ,Local CCP ,"DEVOTED HEALTH PLAN OF OHIO, INC. ",Devoted Health ,"Devoted Health, Inc. ",76%,78%,62%,55%,94%,100%,97%,71%,79%,88%,85%,58%,Not enough data available ,86%,11%,91%,67%,70%,81,83,94,88,90,86,0.36,16%,Medicare shows only a Star Rating for this topic ,97%,99%,95%,90%,0.36,16%,Medicare shows only a Star Rating for this topic ,89,91,99,88%,92%,92%,89%,86%
H2715 ,Local CCP ,MOLINA HEALTHCARE OF ILLINOIS INC ,Molina Healthcare of Illinois ,"Molina Healthcare, Inc. ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,No data available ,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,100%,100%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,100,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available
H2722 ,Local CCP ,"Primewell Health Services of Arkansas, Inc. ",Primewell Health Services ,Louisiana Health Service & Indemnity Company ,75%,66%,Plan too small to be measured ,38%,71%,96%,93%,Not enough data available ,50%,74%,66%,Not enough data available ,Not enough data available ,69%,No data available ,No data available ,58%,51%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,0.28,53%,Not enough data available ,Not enough data available ,Not enough data available ,50%,53%,0.28,53%,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,100,85%,90%,89%,95%,83%
H2737 ,Local CCP ,"HEALTH NEW ENGLAND, INC. ",Health New England Medicare Advantage Plans ,"Baystate Health, Inc. ",84%,79%,80%,51%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,63%,88%,80%,40%,52%,82%,No data available ,86%,74%,76%,77,78,92,85,87,86,0,5%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,94%,84%,0,5%,Medicare shows only a Star Rating for this topic ,85,89,97,89%,89%,87%,Not enough data available ,90%
H2752 ,Local CCP ,CIGNA HEALTHCARE OF CONNECTICUT INC. ,Cigna Healthcare ,The Cigna Group ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,74%,79%,94%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,95%,97%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,99,74%,87%,84%,Not enough data available ,79%
H2775 ,Local CCP ,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY ,Wellcare ,Centene Corporation ,70%,69%,69%,42%,72%,90%,81%,31%,66%,82%,71%,52%,42%,56%,11%,86%,51%,53%,79,82,88,83,81,Not enough data available ,0.35,32%,Medicare shows only a Star Rating for this topic ,93%,93%,98%,100%,0.35,32%,Medicare shows only a Star Rating for this topic ,80,86,98,84%,88%,86%,91%,84%
H2802 ,Local CCP ,"UNITEDHEALTHCARE OF THE MIDLANDS, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",76%,78%,73%,50%,79%,94%,97%,33%,80%,91%,77%,54%,40%,64%,11%,87%,50%,56%,83,85,90,86,88,88,0.11,18%,Medicare shows only a Star Rating for this topic ,100%,98%,98%,100%,0.11,18%,Medicare shows only a Star Rating for this topic ,88,90,99,84%,90%,89%,86%,85%
H2816 ,PFFS ,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY ,Wellcare ,Centene Corporation ,62%,66%,76%,37%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,68%,84%,75%,59%,36%,46%,9%,Not enough data available ,40%,49%,82,84,91,87,85,86,0.1,18%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,98%,100%,0.1,18%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,99,88%,93%,90%,81%,87%
H2819 ,Local CCP ,CALIFORNIA PHYSICIANS' SERVICE ,Blue Shield of California ,California Physicians' Service ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,98%,97%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H2836 ,Local CCP ,"ANTHEM HEALTH PLANS, INC. ",Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",79%,77%,70%,53%,58%,98%,95%,33%,77%,84%,77%,61%,45%,85%,13%,84%,66%,62%,82,82,Not enough data available ,84,82,Not enough data available ,0.33,36%,Medicare shows only a Star Rating for this topic ,87%,100%,100%,100%,0.33,36%,Medicare shows only a Star Rating for this topic ,84,86,98,85%,90%,88%,87%,86%
H2853 ,Local CCP ,CENTENE VENTURE COMPANY TENNESSEE ,Ascension Complete ,Centene Corporation ,59%,54%,Plan too small to be measured ,50%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,48%,66%,60%,Not enough data available ,Not enough data available ,43%,No data available ,93%,38%,62%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,0.45,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,0.45,Not enough data available ,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,99,83%,86%,86%,96%,87%
H2875 ,Local CCP ,HUMANA WI HEALTH ORGANIZATION INSURANCE CORP ,Humana ,Humana Inc. ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H2915 ,Local CCP ,"PENNSYLVANIA HEALTH & WELLNESS, INC. ",Wellcare by Allwell ,Centene Corporation ,61%,55%,61%,41%,68%,94%,87%,Not enough data available ,61%,78%,70%,59%,Not enough data available ,64%,14%,88%,45%,51%,81,85,90,86,86,88,0.41,33%,Medicare shows only a Star Rating for this topic ,100%,100%,98%,100%,0.41,33%,Medicare shows only a Star Rating for this topic ,87,91,97,89%,91%,91%,87%,89%
H2923 ,Local CCP ,DEVOTED HEALTH PLAN OF OREGON INC ,Devoted Health ,"Devoted Health, Inc. ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,95%,91%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,99,84%,93%,89%,Not enough data available ,81%
H2926 ,Local CCP ,PRIMEWEST RURAL MN HEALTH CARE ACCESS INITIATIVE ,PrimeWest Health ,PrimeWest Rural MN Health Care Access Initiative ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,32%,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,97%,94%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,98,97%,82%,93%,53%,80%
H2942 ,Local CCP ,COX HEALTH SYSTEMS HMO INC ,Cox HealthPlans ,CoxHealth ,Not enough data available ,Not enough data available ,72%,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,78%,92%,75%,Plan too new to be measured ,Plan too new to be measured ,94%,No data available ,Not enough data available ,94%,39%,82,82,92,87,87,88,0.06,10%,Not enough data available ,88%,91%,97%,94%,0.06,10%,Not enough data available ,89,91,99,86%,89%,87%,88%,86%
H2960 ,Local CCP ,"HOMETOWN HEALTH PLAN, INC. ",Senior Care Plus ,Renown Health ,80%,81%,76%,57%,83%,99%,99%,55%,85%,91%,90%,47%,50%,97%,9%,92%,94%,76%,82,84,91,88,87,89,0.07,4%,Medicare shows only a Star Rating for this topic ,100%,98%,95%,95%,0.07,4%,Medicare shows only a Star Rating for this topic ,84,86,77,81%,88%,86%,86%,85%
H2962 ,Local CCP ,"ULTIMATE HEALTH PLANS, INC. ",Ultimate Health Plans ,"Ultimate Healthcare Holdings, LLC ",83%,83%,57%,47%,66%,99%,98%,90%,84%,87%,92%,47%,48%,84%,12%,90%,70%,63%,79,85,90,86,89,83,0.27,13%,Medicare shows only a Star Rating for this topic ,100%,96%,97%,97%,0.27,13%,Medicare shows only a Star Rating for this topic ,91,91,99,90%,89%,88%,89%,92%
H3015 ,Local CCP ,"SHARED HEALTH MISSISSIPPI, INC. ",Shared Health Dual Plus ,BlueCross BlueShield of Tennessee ,Not enough data available ,47%,50%,46%,85%,73%,67%,Not enough data available ,54%,39%,45%,55%,Not enough data available ,28%,No data available ,Not enough data available ,34%,40%,81,84,90,Not enough data available ,88,86,0.39,14%,Not enough data available ,100%,77%,98%,100%,0.39,14%,Medicare shows only a Star Rating for this topic ,87,89,99,76%,77%,75%,77%,83%
H3038 ,Local CCP ,MOLINA HEALTHCARE OF CALIFORNIA ,Molina Healthcare of California ,"Molina Healthcare, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,100%,100%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H3041 ,Local CCP ,DEVOTED HEALTH PLAN OF SOUTH CAROLINA INC ,Devoted Health ,"Devoted Health, Inc. ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,95%,90%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,99,84%,92%,85%,Not enough data available ,94%
H3047 ,Local CCP ,WELLCARE HEALTH INSURANCE COMPANY OF LOUISIANA ,Wellcare ,Centene Corporation ,60%,50%,53%,31%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,52%,74%,67%,Not enough data available ,Not enough data available ,59%,12%,82%,46%,45%,82,85,90,86,85,88,0.62,48%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,98%,100%,0.62,48%,Medicare shows only a Star Rating for this topic ,86,87,99,85%,87%,84%,97%,84%
H3048 ,Local CCP ,SECUR INC ,SECUR Health Plan ,Chapters CareNu Inc ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H3071 ,Local CCP ,"CLEAR SPRING HEALTH COMMUNITY CARE, INC. ",Clear Spring Health ,Group 1001 ,63%,67%,61%,54%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,68%,81%,85%,Not enough data available ,Not enough data available ,88%,16%,76%,59%,41%,80,Not enough data available ,87,Not enough data available ,84,Not enough data available ,0.74,27%,Medicare shows only a Star Rating for this topic ,100%,82%,86%,91%,0.74,27%,Medicare shows only a Star Rating for this topic ,83,Not enough data available ,100,83%,85%,84%,84%,85%
H3080 ,Local CCP ,DEVOTED HEALTH PLAN OF ALABAMA INC ,Devoted Health ,"Devoted Health, Inc. ",Not enough data available ,Not enough data available ,53%,Plan too new to be measured ,92%,100%,96%,Not enough data available ,73%,83%,84%,Plan too new to be measured ,Plan too new to be measured ,83%,No data available ,Not enough data available ,58%,Not enough data available ,79,81,94,85,89,82,0.67,34%,Not enough data available ,Not enough data available ,Not enough data available ,95%,91%,0.67,34%,Not enough data available ,89,91,99,81%,91%,91%,94%,88%
H3113 ,Local CCP ,"OXFORD HEALTH PLANS (NJ), INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",71%,74%,63%,54%,79%,94%,97%,46%,79%,81%,78%,67%,49%,64%,13%,87%,53%,58%,76,83,88,Not enough data available ,88,Not enough data available ,0.28,21%,Medicare shows only a Star Rating for this topic ,99%,99%,98%,100%,0.28,21%,Medicare shows only a Star Rating for this topic ,87,Not enough data available ,99,86%,87%,86%,87%,88%
H3124 ,Local CCP ,PARTNERS INSURANCE COMPANY OF NEW JERSEY INC ,Jefferson Health Plans ,Thomas Jefferson University ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H3138 ,Local CCP ,KAISER PERMANENTE INSURANCE COMPANY ,Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,98%,100%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H3146 ,Local CCP ,AETNA BETTER HEALTH INC. (GA) ,Aetna Medicare ,CVS Health Corporation ,79%,80%,71%,53%,66%,100%,92%,51%,82%,92%,82%,54%,40%,95%,13%,89%,53%,57%,81,84,91,86,89,88,0.29,25%,Medicare shows only a Star Rating for this topic ,94%,98%,100%,97%,0.29,25%,Medicare shows only a Star Rating for this topic ,89,90,99,85%,89%,89%,94%,86%
H3152 ,Local CCP ,AETNA HEALTH INC. (NJ) ,Aetna Medicare ,CVS Health Corporation ,69%,71%,71%,50%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,44%,75%,95%,78%,56%,45%,90%,13%,85%,55%,60%,80,85,91,87,90,87,0.12,9%,Medicare shows only a Star Rating for this topic ,90%,96%,100%,97%,0.12,9%,Medicare shows only a Star Rating for this topic ,88,90,99,86%,90%,89%,93%,86%
H3170 ,Local CCP ,"SAPPHIRE EDGE, INC. ",Blue Cross and Blue Shield of Nebraska ,Blue Cross Blue Shield of Nebraska ,69%,71%,70%,41%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,68%,80%,76%,Not enough data available ,Not enough data available ,51%,No data available ,Not enough data available ,44%,No data available ,85,87,Not enough data available ,87,85,87,Not enough data available ,Not enough data available ,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,97%,97%,Not enough data available ,Not enough data available ,Medicare shows only a Star Rating for this topic ,84,89,98,89%,88%,88%,Not enough data available ,91%
H3186 ,Local CCP ,SANFORD HEALTH PLAN OF MINNESOTA ,Align powered by Sanford Health Plan ,Sanford Health ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,98%,95%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,98,85%,91%,92%,Not enough data available ,88%
H3189 ,Local CCP ,"ESSENCE HEALTHCARE OF OHIO, INC. ",Essence Healthcare ,Lumeris Group Holdings Corporation ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,95%,91%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,97,Not enough data available ,Not enough data available ,83%,Not enough data available ,Not enough data available
H3192 ,Local CCP ,AETNA HEALTH OF MICHIGAN INC. ,Aetna Medicare ,CVS Health Corporation ,73%,67%,59%,46%,72%,100%,97%,43%,73%,94%,83%,57%,49%,94%,14%,87%,52%,57%,82,85,91,86,88,87,0.33,30%,Medicare shows only a Star Rating for this topic ,89%,96%,100%,97%,0.33,30%,Medicare shows only a Star Rating for this topic ,87,89,99,83%,88%,86%,97%,86%
H3204 ,Local CCP ,PRESBYTERIAN HEALTH PLAN ,Presbyterian Health Plan ,Presbyterian Healthcare Services ,71%,69%,75%,53%,62%,83%,82%,47%,76%,78%,63%,53%,40%,78%,12%,82%,59%,52%,74,80,91,85,87,86,0.08,5%,Medicare shows only a Star Rating for this topic ,100%,95%,89%,97%,0.08,5%,Medicare shows only a Star Rating for this topic ,84,86,99,83%,87%,85%,95%,81%
H3219 ,Local CCP ,ALLINA HEALTH AND AETNA INSURANCE COMPANY ,Allina Health Aetna Medicare ,Allina Health and Aetna Insurance Holding Company ,79%,78%,72%,45%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,50%,82%,96%,90%,47%,48%,94%,12%,92%,68%,61%,80,82,90,87,89,88,0.11,7%,Medicare shows only a Star Rating for this topic ,79%,79%,98%,100%,0.11,7%,Medicare shows only a Star Rating for this topic ,89,91,99,87%,91%,90%,93%,87%
H3239 ,Local CCP ,"AETNA BETTER HEALTH, INC. (LA) ",Aetna Medicare ,CVS Health Corporation ,74%,68%,58%,43%,72%,100%,95%,Not enough data available ,79%,93%,71%,63%,38%,95%,14%,85%,50%,49%,85,86,93,88,89,86,0.31,33%,Medicare shows only a Star Rating for this topic ,88%,97%,100%,97%,0.31,33%,Medicare shows only a Star Rating for this topic ,90,93,99,85%,86%,86%,96%,85%
H3240 ,Local CCP ,"WELLPOINT NEW JERSEY, INC. ",Wellpoint ,"Elevance Health, Inc. ",60%,54%,66%,55%,60%,96%,93%,16%,62%,79%,73%,74%,43%,48%,12%,85%,39%,58%,82,82,86,85,86,86,0.27,26%,Medicare shows only a Star Rating for this topic ,100%,96%,100%,100%,0.27,26%,Medicare shows only a Star Rating for this topic ,89,91,98,84%,83%,82%,88%,88%
H3251 ,Local CCP ,HEALTH CARE SERVICE CORPORATION ,Blue Cross and Blue Shield of New Mexico ,Health Care Service Corporation ,73%,74%,79%,47%,41%,99%,90%,35%,75%,81%,73%,58%,39%,72%,8%,80%,55%,57%,73,75,89,82,85,Not enough data available ,0.1,9%,Medicare shows only a Star Rating for this topic ,100%,98%,100%,100%,0.1,9%,Medicare shows only a Star Rating for this topic ,85,86,99,84%,89%,89%,94%,82%
