FIPS,County,State,Total OB-GYNs,Connected OB-GYNs,Hub Providers,Isolated OB-GYNs,Mean Degree,Pct Connected,Pct Isolated,Pct Hub,Subspecialties,Total Births,Morbidity Births,Morbidity Rate Raw,OB-GYN per 10K Births,Mean Betweenness,Mean Shared Patients,Morbidity Rate (%)
01003,"Baldwin County, AL",AL,29,14,4,15,3.55,48.3,51.7,13.8,4,2247,43.0,0.0191366266132621,129.1,1.4e-05,65.5,1.91
01015,"Calhoun County, AL",AL,12,9,1,3,6.33,75.0,25.0,8.3,2,1357,16.0,0.0117907148120854,88.4,0.004679,106.7,1.18
01055,"Etowah County, AL",AL,8,6,0,2,1.88,75.0,25.0,0.0,2,1214,11.0,0.0090609555189456,65.9,4.9e-05,34.1,0.91
01069,"Houston County, AL",AL,30,23,4,7,10.53,76.7,23.3,13.3,3,1333,0.0,0.0,225.1,0.000851,183.2,0.0
01073,"Jefferson County, AL",AL,220,74,3,146,1.54,33.6,66.4,1.4,7,8655,50.0,0.0057770075101097,254.2,2.5e-05,28.1,0.58
01081,"Lee County, AL",AL,20,13,3,7,5.7,65.0,35.0,15.0,3,1898,26.0,0.0136986301369863,105.4,6.9e-05,90.2,1.37
01089,"Madison County, AL",AL,78,20,3,58,1.73,25.6,74.4,3.8,6,4228,82.0,0.0193945127719962,184.5,6e-05,28.4,1.94
01097,"Mobile County, AL",AL,104,34,3,70,1.96,32.7,67.3,2.9,7,5504,76.0,0.0138081395348837,189.0,5.8e-05,33.7,1.38
01101,"Montgomery County, AL",AL,42,18,3,24,3.02,42.9,57.1,7.1,3,3139,27.0,0.0086014654348518,133.8,0.00012,48.2,0.86
01103,"Morgan County, AL",AL,14,6,2,8,6.07,42.9,57.1,14.3,3,1470,28.0,0.019047619047619,95.2,9.4e-05,116.5,1.9
01117,"Shelby County, AL",AL,12,3,0,9,0.58,25.0,75.0,0.0,3,2387,17.0,0.0071219103477167,50.3,0.0,7.8,0.71
01125,"Tuscaloosa County, AL",AL,17,7,1,10,3.35,41.2,58.8,5.9,1,2591,43.0,0.0165959089154766,65.6,8.9e-05,55.2,1.66
02020,"Anchorage Borough, AK",AK,87,5,0,82,0.24,5.7,94.3,0.0,7,4518,86.0,0.0190349712262062,192.6,0.0,3.7,1.9
04003,"Cochise County, AZ",AZ,8,3,0,5,0.75,37.5,62.5,0.0,1,1529,16.0,0.0104643557880967,52.3,0.0,9.6,1.05
04005,"Coconino County, AZ",AZ,37,6,1,31,0.68,16.2,83.8,2.7,2,1612,22.0,0.0136476426799007,229.5,0.0,9.6,1.36
04013,"Maricopa County, AZ",AZ,725,69,13,656,0.87,9.5,90.5,1.8,9,54126,411.0,0.0075933931936592,134.0,4.2e-05,16.1,0.76
04015,"Mohave County, AZ",AZ,12,6,2,6,6.0,50.0,50.0,16.7,3,1802,0.0,0.0,66.6,0.0,104.9,0.0
04017,"Navajo County, AZ",AZ,6,1,0,5,0.5,16.7,83.3,0.0,1,1497,21.0,0.0140280561122244,40.1,0.0,6.7,1.4
04019,"Pima County, AZ",AZ,182,29,5,153,1.15,15.9,84.1,2.7,7,11421,197.0,0.017248927414412,159.4,0.000111,22.6,1.72
04021,"Pinal County, AZ",AZ,23,0,0,23,0.0,0.0,100.0,0.0,4,4470,47.0,0.0105145413870246,51.4,0.0,0.0,1.05
04025,"Yavapai County, AZ",AZ,17,8,2,9,4.24,47.1,52.9,11.8,3,1868,17.0,0.0091006423982869,91.0,1.2e-05,70.3,0.91
04027,"Yuma County, AZ",AZ,24,9,0,15,1.17,37.5,62.5,0.0,2,3007,64.0,0.0212836714333222,79.8,5.4e-05,19.0,2.13
05007,"Benton County, AR",AR,36,9,3,27,2.5,25.0,75.0,8.3,4,3622,53.0,0.0146327995582551,99.4,8.5e-05,40.6,1.46
05045,"Faulkner County, AR",AR,22,12,0,10,2.18,54.5,45.5,0.0,2,1534,31.0,0.0202086049543676,143.4,3.6e-05,32.0,2.02
05119,"Pulaski County, AR",AR,129,39,4,90,4.93,30.2,69.8,3.1,8,5348,23.0,0.0043006731488406,241.2,9.6e-05,138.2,0.43
05125,"Saline County, AR",AR,5,1,0,4,1.6,20.0,80.0,0.0,2,1326,0.0,0.0,37.7,0.000113,21.6,0.0
05131,"Sebastian County, AR",AR,27,11,2,16,2.33,40.7,59.3,7.4,3,1721,32.0,0.0185938407902382,156.9,2.9e-05,39.7,1.86
05143,"Washington County, AR",AR,35,11,0,24,0.83,31.4,68.6,0.0,4,3280,36.0,0.0109756097560975,106.7,6e-06,13.0,1.1
06001,"Alameda County, CA",CA,376,48,4,328,0.63,12.8,87.2,1.1,8,19573,267.0,0.0136412404843406,192.1,8.8e-05,11.0,1.36
06007,"Butte County, CA",CA,33,12,3,21,3.3,36.4,63.6,9.1,5,2490,25.0,0.0100401606425702,132.5,3.2e-05,51.3,1.0
06013,"Contra Costa County, CA",CA,179,24,1,155,0.7,13.4,86.6,0.6,8,12340,252.0,0.0204213938411669,145.1,8.6e-05,11.3,2.04
06017,"El Dorado County, CA",CA,17,8,0,9,1.71,47.1,52.9,0.0,2,1601,14.0,0.0087445346658338,106.2,0.0,26.2,0.87
06019,"Fresno County, CA",CA,145,44,1,101,0.84,30.3,69.7,0.7,6,15129,50.0,0.0033049110978914,95.8,6e-06,14.2,0.33
06023,"Humboldt County, CA",CA,13,5,2,8,4.15,38.5,61.5,15.4,3,1482,31.0,0.0209176788124156,87.7,0.0,90.2,2.09
06025,"Imperial County, CA",CA,16,6,2,10,4.69,37.5,62.5,12.5,3,2939,0.0,0.0,54.4,0.0,86.4,0.0
06029,"Kern County, CA",CA,101,18,0,83,0.46,17.8,82.2,0.0,9,13728,87.0,0.0063374125874125,73.6,2e-06,6.2,0.63
06031,"Kings County, CA",CA,4,3,0,1,2.5,75.0,25.0,0.0,2,2248,0.0,0.0,17.8,0.0,33.5,0.0
06037,"Los Angeles County, CA",CA,1670,237,34,1433,1.06,14.2,85.8,2.0,9,123092,1105.0,0.0089770253143989,135.7,8.7e-05,20.7,0.9
06039,"Madera County, CA",CA,17,3,0,14,0.59,17.6,82.4,0.0,4,2355,84.0,0.0356687898089171,72.2,0.0,9.3,3.57
06041,"Marin County, CA",CA,61,16,5,45,2.75,26.2,73.8,8.2,4,2252,20.0,0.0088809946714031,270.9,8.6e-05,46.2,0.89
06047,"Merced County, CA",CA,20,8,0,12,1.2,40.0,60.0,0.0,3,4117,31.0,0.0075297546757347,48.6,0.0,17.2,0.75
06053,"Monterey County, CA",CA,65,22,7,43,4.15,33.8,66.2,10.8,3,6219,75.0,0.0120598166907863,104.5,0.000112,77.4,1.21
06055,"Napa County, CA",CA,22,8,1,14,2.73,36.4,63.6,4.5,2,1406,21.0,0.0149359886201991,156.5,8.1e-05,45.5,1.49
06059,"Orange County, CA",CA,566,95,9,471,0.78,16.8,83.2,1.6,8,38106,289.0,0.0075841074896341,148.5,0.0,12.7,0.76
06061,"Placer County, CA",CA,67,10,1,57,1.04,14.9,85.1,1.5,5,3732,55.0,0.0147374062165058,179.5,4e-05,17.0,1.47
06065,"Riverside County, CA",CA,191,28,10,163,1.74,14.7,85.3,5.2,8,30661,223.0,0.0072730830696976,62.3,4.3e-05,32.0,0.73
06067,"Sacramento County, CA",CA,334,37,4,297,0.52,11.1,88.9,1.2,7,19588,235.0,0.0119971411068,170.5,1e-05,9.6,1.2
06071,"San Bernardino County, CA",CA,255,25,2,230,0.48,9.8,90.2,0.8,8,31032,651.0,0.0209783449342614,82.2,2e-06,8.1,2.1
06073,"San Diego County, CA",CA,646,52,0,594,0.24,8.0,92.0,0.0,7,42720,743.0,0.0173923220973782,151.2,0.0,3.7,1.74
06075,"San Francisco County, CA",CA,296,42,3,254,0.66,14.2,85.8,1.0,7,9062,119.0,0.0131317589935996,326.6,1.7e-05,10.2,1.31
06077,"San Joaquin County, CA",CA,84,23,1,61,0.93,27.4,72.6,1.2,4,10268,48.0,0.0046747175691468,81.8,0.0,15.6,0.47
06079,"San Luis Obispo County, CA",CA,45,17,0,28,1.0,37.8,62.2,0.0,6,2581,19.0,0.0073614877954281,174.4,2e-06,13.9,0.74
06081,"San Mateo County, CA",CA,132,27,0,105,0.63,20.5,79.5,0.0,6,8960,62.0,0.0069196428571428,147.3,4e-06,10.9,0.69
06083,"Santa Barbara County, CA",CA,92,16,2,76,0.98,17.4,82.6,2.2,7,5501,45.0,0.0081803308489365,167.2,0.0,15.6,0.82
06085,"Santa Clara County, CA",CA,562,86,3,476,0.56,15.3,84.7,0.5,7,23042,348.0,0.015102855654891,243.9,8e-06,10.7,1.51
06087,"Santa Cruz County, CA",CA,48,15,0,33,0.79,31.2,68.8,0.0,4,2799,21.0,0.007502679528403,171.5,4e-06,15.6,0.75
06089,"Shasta County, CA",CA,16,7,2,9,5.81,43.8,56.2,12.5,2,2048,0.0,0.0,78.1,0.001197,91.8,0.0
06095,"Solano County, CA",CA,70,8,0,62,0.36,11.4,88.6,0.0,4,5259,64.0,0.012169613995056,133.1,1e-06,6.0,1.22
06097,"Sonoma County, CA",CA,56,15,4,41,2.23,26.8,73.2,7.1,4,4962,66.0,0.0133010882708585,112.9,5.2e-05,35.8,1.33
06099,"Stanislaus County, CA",CA,72,18,1,54,3.44,25.0,75.0,1.4,5,7862,24.0,0.0030526583566522,91.6,1e-06,67.4,0.31
06107,"Tulare County, CA",CA,54,16,0,38,1.0,29.6,70.4,0.0,3,7146,27.0,0.0037783375314861,75.6,0.0,17.0,0.38
06111,"Ventura County, CA",CA,129,27,1,102,0.98,20.9,79.1,0.8,9,9592,127.0,0.0132402001668056,134.5,1.7e-05,14.9,1.32
06113,"Yolo County, CA",CA,26,5,1,21,1.54,19.2,80.8,3.8,2,2423,29.0,0.0119686339248865,107.3,0.0,26.9,1.2
08001,"Adams County, CO",CO,201,20,1,181,0.38,10.0,90.0,0.5,7,6672,76.0,0.0113908872901678,301.3,0.0,10.5,1.14
08005,"Arapahoe County, CO",CO,137,7,0,130,0.24,5.1,94.9,0.0,5,7910,121.0,0.0152970922882427,173.2,0.0,3.9,1.53
08013,"Boulder County, CO",CO,93,12,0,81,0.22,12.9,87.1,0.0,3,2729,41.0,0.0150238182484426,340.8,0.0,3.0,1.5
08031,"Denver County, CO",CO,223,20,1,203,1.88,9.0,91.0,0.4,7,10006,171.0,0.0170897461523086,222.9,0.0,44.2,1.71
08035,"Douglas County, CO",CO,99,5,1,94,0.36,5.1,94.9,1.0,6,3488,68.0,0.0194954128440367,283.8,0.0,5.6,1.95
08041,"El Paso County, CO",CO,113,13,1,100,0.58,11.5,88.5,0.9,6,9490,83.0,0.0087460484720758,119.1,0.0,10.3,0.87
08059,"Jefferson County, CO",CO,70,1,0,69,0.03,1.4,98.6,0.0,4,6104,67.0,0.0109764089121887,114.7,0.0,0.4,1.1
08069,"Larimer County, CO",CO,47,10,0,37,0.55,21.3,78.7,0.0,5,3375,35.0,0.0103703703703703,139.3,0.0,8.6,1.04
08077,"Mesa County, CO",CO,29,5,1,24,0.97,17.2,82.8,3.4,4,1770,16.0,0.0090395480225988,163.8,0.0,15.2,0.9
08101,"Pueblo County, CO",CO,24,8,0,16,0.79,33.3,66.7,0.0,3,1883,19.0,0.0100902814657461,127.5,0.0,11.3,1.01
08123,"Weld County, CO",CO,22,3,1,19,1.0,13.6,86.4,4.5,3,4306,50.0,0.011611704598235,51.1,0.0,13.5,1.16
09001,"Fairfield County, CT",CT,295,91,2,204,1.1,30.8,69.2,0.7,9,10064,108.0,0.0107313195548489,293.1,0.00012,20.8,1.07
09003,"Hartford County, CT",CT,238,87,0,151,0.77,36.6,63.4,0.0,7,9442,94.0,0.0099555178987502,252.1,8e-06,14.8,1.0
09005,"Litchfield County, CT",CT,14,11,0,3,3.64,78.6,21.4,0.0,1,1422,23.0,0.0161744022503516,98.4,9e-06,61.6,1.62
09007,"Middlesex County, CT",CT,23,8,0,15,2.52,34.8,65.2,0.0,3,1277,22.0,0.0172278778386844,180.1,5.8e-05,43.2,1.72
09009,"New Haven County, CT",CT,243,58,2,185,0.86,23.9,76.1,0.8,7,8886,131.0,0.0147422912446545,273.5,5.6e-05,13.5,1.47
09011,"New London County, CT",CT,36,16,1,20,2.25,44.4,55.6,2.8,3,2647,22.0,0.0083112958065734,136.0,1.7e-05,34.8,0.83
09013,"Tolland County, CT",CT,10,5,0,5,1.1,50.0,50.0,0.0,2,1175,20.0,0.0170212765957446,85.1,5.8e-05,17.4,1.7
09015,"Windham County, CT",CT,13,3,0,10,0.69,23.1,76.9,0.0,2,1102,25.0,0.0226860254083484,118.0,0.0,9.5,2.27
10001,"Kent County, DE",DE,15,9,3,6,7.13,60.0,40.0,20.0,3,2190,53.0,0.0242009132420091,68.5,0.003154,104.2,2.42
10003,"New Castle County, DE",DE,112,29,2,83,1.71,25.9,74.1,1.8,7,6501,189.0,0.0290724503922473,172.3,0.000469,26.3,2.91
10005,"Sussex County, DE",DE,31,15,7,16,10.61,48.4,51.6,22.6,3,2301,48.0,0.0208604954367666,134.7,0.000183,207.4,2.09
11001,"District of Columbia, DC",DC,297,18,2,279,0.26,6.1,93.9,0.7,7,9858,71.0,0.0072022722661797,301.3,0.0,3.7,0.72
12001,"Alachua County, FL",FL,43,11,3,32,3.35,25.6,74.4,7.0,5,2862,10.0,0.0034940600978336,150.2,0.0,51.7,0.35
12005,"Bay County, FL",FL,24,8,1,16,1.96,33.3,66.7,4.2,4,2343,15.0,0.0064020486555697,102.4,0.0,36.0,0.64
12009,"Brevard County, FL",FL,78,29,7,49,4.01,37.2,62.8,9.0,7,5273,16.0,0.0030343258107339,147.9,5.9e-05,63.5,0.3
12011,"Broward County, FL",FL,362,58,4,304,0.93,16.0,84.0,1.1,8,22563,85.0,0.0037672295350795,160.4,5.7e-05,15.1,0.38
12015,"Charlotte County, FL",FL,13,6,1,7,7.46,46.2,53.8,7.7,2,1037,0.0,0.0,125.4,0.000153,140.2,0.0
12017,"Citrus County, FL",FL,12,8,2,4,9.08,66.7,33.3,16.7,2,1064,0.0,0.0,112.8,0.000157,144.8,0.0
12019,"Clay County, FL",FL,28,6,0,22,0.5,21.4,78.6,0.0,3,2209,14.0,0.0063377093707559,126.8,0.0,8.7,0.63
12021,"Collier County, FL",FL,67,24,5,43,3.09,35.8,64.2,7.5,6,3322,40.0,0.012040939193257,201.7,0.000182,49.1,1.2
12031,"Duval County, FL",FL,230,49,11,181,1.66,21.3,78.7,4.8,7,13292,144.0,0.0108335841107433,173.0,0.0,25.4,1.08
12033,"Escambia County, FL",FL,104,28,2,76,1.04,26.9,73.1,1.9,6,3967,23.0,0.0057978321149483,262.2,2.7e-05,15.8,0.58
12053,"Hernando County, FL",FL,18,5,1,13,2.61,27.8,72.2,5.6,3,1585,10.0,0.0063091482649842,113.6,0.001736,40.6,0.63
12057,"Hillsborough County, FL",FL,365,45,3,320,0.53,12.3,87.7,0.8,8,17325,102.0,0.0058874458874458,210.7,7.2e-05,8.1,0.59
12061,"Indian River County, FL",FL,22,7,5,15,10.95,31.8,68.2,22.7,3,1245,14.0,0.0112449799196787,176.7,0.001415,199.4,1.12
12069,"Lake County, FL",FL,36,16,3,20,4.83,44.4,55.6,8.3,4,3269,18.0,0.0055062710308962,110.1,0.000243,82.5,0.55
12071,"Lee County, FL",FL,108,30,5,78,1.62,27.8,72.2,4.6,7,6750,31.0,0.0045925925925925,160.0,1.2e-05,24.7,0.46
12073,"Leon County, FL",FL,47,6,1,41,0.91,12.8,87.2,2.1,4,2989,16.0,0.0053529608564737,157.2,4e-06,14.1,0.54
12081,"Manatee County, FL",FL,56,18,3,38,2.38,32.1,67.9,5.4,5,3445,27.0,0.0078374455732946,162.6,3.8e-05,41.1,0.78
12083,"Marion County, FL",FL,26,14,3,12,11.38,53.8,46.2,11.5,3,3472,11.0,0.0031682027649769,74.9,0.000362,229.9,0.32
12085,"Martin County, FL",FL,30,13,2,17,5.1,43.3,56.7,6.7,2,1273,18.0,0.01413982717989,235.7,0.000604,81.9,1.41
12086,"Miami-Dade County, FL",FL,482,44,5,438,0.93,9.1,90.9,1.0,9,32697,141.0,0.0043123222313973,147.4,1.5e-05,16.6,0.43
12091,"Okaloosa County, FL",FL,43,8,2,35,8.35,18.6,81.4,4.7,3,2784,24.0,0.0086206896551724,154.4,0.000253,399.3,0.86
12095,"Orange County, FL",FL,404,59,4,345,0.76,14.6,85.4,1.0,8,16653,96.0,0.0057647270762024,242.6,5.3e-05,12.7,0.58
12097,"Osceola County, FL",FL,72,19,1,53,0.75,26.4,73.6,1.4,6,4328,10.0,0.0023105360443622,166.4,0.000261,13.2,0.23
12099,"Palm Beach County, FL",FL,278,77,16,201,3.28,27.7,72.3,5.8,8,14965,115.0,0.0076845973939191,185.8,0.000322,52.4,0.77
12101,"Pasco County, FL",FL,45,13,1,32,2.84,28.9,71.1,2.2,5,5108,64.0,0.0125293657008613,88.1,0.000397,47.6,1.25
12103,"Pinellas County, FL",FL,162,36,4,126,1.14,22.2,77.8,2.5,8,8480,72.0,0.0084905660377358,191.0,2e-05,18.8,0.85
12105,"Polk County, FL",FL,76,20,6,56,3.36,26.3,73.7,7.9,6,7804,54.0,0.0069195284469502,97.4,7.7e-05,60.9,0.69
12109,"St. Johns County, FL",FL,37,8,3,29,2.95,21.6,78.4,8.1,4,2120,18.0,0.0084905660377358,174.5,1.3e-05,48.0,0.85
12111,"St. Lucie County, FL",FL,22,8,3,14,2.68,36.4,63.6,13.6,3,2999,28.0,0.0093364454818272,73.4,0.000689,40.5,0.93
12113,"Santa Rosa County, FL",FL,12,5,2,7,5.25,41.7,58.3,16.7,2,1906,12.0,0.0062959076600209,63.0,7.8e-05,99.2,0.63
12115,"Sarasota County, FL",FL,92,33,11,59,5.97,35.9,64.1,12.0,7,2926,30.0,0.010252904989747,314.4,0.000184,115.2,1.03
12117,"Seminole County, FL",FL,52,13,0,39,0.65,25.0,75.0,0.0,4,4753,17.0,0.0035766884073216,109.4,3.2e-05,9.4,0.36
12127,"Volusia County, FL",FL,43,14,4,29,3.81,32.6,67.4,9.3,5,5032,37.0,0.0073529411764705,85.4,6.7e-05,56.8,0.74
13015,"Bartow County, GA",GA,5,2,0,3,2.2,40.0,60.0,0.0,2,1338,0.0,0.0,37.4,0.000108,40.2,0.0
13021,"Bibb County, GA",GA,80,20,3,60,1.21,25.0,75.0,3.8,8,2191,17.0,0.0077590141487905,365.1,2e-05,20.0,0.78
13045,"Carroll County, GA",GA,25,8,1,17,1.76,32.0,68.0,4.0,3,1615,11.0,0.0068111455108359,154.8,5.9e-05,25.6,0.68
13051,"Chatham County, GA",GA,72,16,1,56,1.08,22.2,77.8,1.4,7,3975,21.0,0.0052830188679245,181.1,2.1e-05,19.4,0.53
13057,"Cherokee County, GA",GA,25,8,0,17,0.96,32.0,68.0,0.0,2,2700,43.0,0.0159259259259259,92.6,0.002068,14.6,1.59
13059,"Clarke County, GA",GA,38,7,0,31,0.61,18.4,81.6,0.0,5,1392,20.0,0.014367816091954,273.0,2.3e-05,11.3,1.44
13063,"Clayton County, GA",GA,24,2,0,22,0.12,8.3,91.7,0.0,3,3809,25.0,0.0065634024678393,63.0,0.0,1.8,0.66
13067,"Cobb County, GA",GA,148,12,1,136,0.28,8.1,91.9,0.7,7,9579,111.0,0.0115878484184152,154.5,0.0,4.6,1.16
13073,"Columbia County, GA",GA,5,2,0,3,1.2,40.0,60.0,0.0,2,1831,26.0,0.014199890770071,27.3,0.0,19.2,1.42
13077,"Coweta County, GA",GA,22,5,1,17,1.45,22.7,77.3,4.5,3,1634,11.0,0.0067319461444308,134.6,0.0,22.2,0.67
13089,"DeKalb County, GA",GA,122,16,1,106,0.57,13.1,86.9,0.8,6,11060,66.0,0.0059674502712477,110.3,0.00043,9.9,0.6
13097,"Douglas County, GA",GA,18,4,0,14,0.78,22.2,77.8,0.0,4,1693,17.0,0.0100413467217956,106.3,0.0,10.4,1.0
13113,"Fayette County, GA",GA,42,12,2,30,2.07,28.6,71.4,4.8,4,911,0.0,0.0,461.0,2e-05,33.5,0.0
13117,"Forsyth County, GA",GA,12,1,0,11,0.17,8.3,91.7,0.0,3,2297,28.0,0.0121898127993034,52.2,0.0,2.4,1.22
13121,"Fulton County, GA",GA,486,51,3,435,0.39,10.5,89.5,0.6,8,13123,101.0,0.0076964108816581,370.3,5e-06,6.1,0.77
13135,"Gwinnett County, GA",GA,138,21,1,117,0.64,15.2,84.8,0.7,7,11365,62.0,0.0054553453585569,121.4,9e-06,11.1,0.55
13139,"Hall County, GA",GA,43,12,0,31,0.81,27.9,72.1,0.0,6,2574,0.0,0.0,167.1,1.9e-05,13.6,0.0
13151,"Henry County, GA",GA,36,3,0,33,0.08,8.3,91.7,0.0,4,2511,15.0,0.005973715651135,143.4,0.0,2.1,0.6
13153,"Houston County, GA",GA,14,7,1,7,3.14,50.0,50.0,7.1,2,1956,0.0,0.0,71.6,1e-06,50.4,0.0
13185,"Lowndes County, GA",GA,12,8,4,4,10.92,66.7,33.3,33.3,2,1605,35.0,0.0218068535825545,74.8,0.0,173.2,2.18
13215,"Muscogee County, GA",GA,49,17,1,32,1.63,34.7,65.3,2.0,7,2912,43.0,0.0147664835164835,168.3,1.5e-05,27.9,1.48
13223,"Paulding County, GA",GA,5,1,0,4,0.4,20.0,80.0,0.0,2,1644,0.0,0.0,30.4,0.0,19.6,0.0
13245,"Richmond County, GA",GA,122,20,4,102,1.5,16.4,83.6,3.3,7,3061,29.0,0.0094740280953936,398.6,0.0,26.1,0.95
13313,"Whitfield County, GA",GA,16,8,0,8,2.56,50.0,50.0,0.0,2,1424,0.0,0.0,112.4,3.7e-05,41.1,0.0
15001,"Hawaii County, HI",HI,26,7,1,19,2.04,26.9,73.1,3.8,2,2349,20.0,0.0085142613878246,110.7,0.0,46.5,0.85
15003,"Honolulu County, HI",HI,277,54,3,223,1.03,19.5,80.5,1.1,7,12983,217.0,0.0167141646768851,213.4,0.0,18.0,1.67
15009,"Maui County, HI",HI,34,4,0,30,0.32,11.8,88.2,0.0,1,1882,0.0,0.0,180.7,0.0,4.7,0.0
16001,"Ada County, ID",ID,108,7,0,101,0.29,6.5,93.5,0.0,7,5045,70.0,0.0138751238850346,214.1,0.0,4.2,1.39
16019,"Bonneville County, ID",ID,23,10,0,13,2.26,43.5,56.5,0.0,3,1910,21.0,0.0109947643979057,120.4,0.0,35.6,1.1
16027,"Canyon County, ID",ID,29,2,0,27,0.1,6.9,93.1,0.0,3,3129,45.0,0.0143815915627996,92.7,0.0,1.2,1.44
16055,"Kootenai County, ID",ID,22,2,0,20,0.09,9.1,90.9,0.0,5,1754,21.0,0.0119726339794754,125.4,0.0,1.0,1.2
17019,"Champaign County, IL",IL,62,12,0,50,0.81,19.4,80.6,0.0,3,2395,45.0,0.0187891440501043,258.9,0.0,12.5,1.88
17031,"Cook County, IL",IL,1505,203,24,1302,0.76,13.5,86.5,1.6,9,66779,1193.0,0.017864897647464,225.4,0.0001,12.6,1.79
17037,"DeKalb County, IL",IL,14,3,0,11,0.57,21.4,78.6,0.0,2,1093,24.0,0.0219579139981701,128.1,0.0,8.3,2.2
17043,"DuPage County, IL",IL,252,46,2,206,0.57,18.3,81.7,0.8,6,10832,158.0,0.014586410635155,232.6,4e-06,8.7,1.46
17089,"Kane County, IL",IL,69,14,2,55,1.23,20.3,79.7,2.9,5,6710,64.0,0.0095380029806259,102.8,2.3e-05,26.5,0.95
17091,"Kankakee County, IL",IL,11,4,0,7,1.64,36.4,63.6,0.0,1,1354,16.0,0.0118168389955686,81.2,0.000111,20.8,1.18
17093,"Kendall County, IL",IL,2,0,0,2,0.0,0.0,100.0,0.0,1,1595,14.0,0.0087774294670846,12.5,0.0,0.0,0.88
17097,"Lake County, IL",IL,126,34,3,92,1.48,27.0,73.0,2.4,6,7660,107.0,0.0139686684073107,164.5,1.1e-05,24.1,1.4
17099,"LaSalle County, IL",IL,9,6,0,3,2.78,66.7,33.3,0.0,2,1262,16.0,0.0126782884310618,71.3,1e-06,41.9,1.27
17111,"McHenry County, IL",IL,30,15,0,15,0.97,50.0,50.0,0.0,4,3090,18.0,0.0058252427184466,97.1,7.7e-05,13.5,0.58
17113,"McLean County, IL",IL,20,6,0,14,0.95,30.0,70.0,0.0,1,2020,28.0,0.0138613861386138,99.0,0.0,14.6,1.39
17115,"Macon County, IL",IL,16,2,0,14,0.94,12.5,87.5,0.0,3,1327,24.0,0.0180859080633006,120.6,0.0,15.3,1.81
